,Feat 0,Feat 1,Feat 2,Feat 3,Feat 4,Feat 5,Feat 6,class
356,-50.0,-62.0,-57.0,-45.0,-62.0,-81.0,-78.0,2
357,-49.0,-58.0,-50.0,-56.0,-64.0,-81.0,-81.0,2
358,-60.0,-59.0,-58.0,-63.0,-72.0,-82.0,-79.0,0
359,-67.0,-59.0,-62.0,-66.0,-80.0,-96.0,-82.0,0
360,-63.0,-57.0,-55.0,-60.0,-50.0,-86.0,-92.0,3
361,-70.0,-64.0,-66.0,-73.0,-78.0,-87.0,-94.0,0
362,-61.0,-59.0,-65.0,-63.0,-74.0,-89.0,-87.0,0
363,-66.0,-59.0,-52.0,-63.0,-59.0,-88.0,-87.0,3
364,-59.0,-52.0,-44.0,-57.0,-49.0,-85.0,-87.0,3
365,-43.0,-55.0,-52.0,-42.0,-60.0,-74.0,-67.0,1
366,-58.0,-55.0,-58.0,-61.0,-67.0,-78.0,-80.0,0
367,-62.0,-56.0,-49.0,-58.0,-45.0,-85.0,-82.0,3
368,-60.0,-56.0,-57.0,-65.0,-49.0,-85.0,-89.0,3
369,-63.0,-57.0,-66.0,-63.0,-68.0,-82.0,-82.0,0
370,-61.0,-52.0,-43.0,-60.0,-47.0,-89.0,-85.0,3
371,-44.0,-63.0,-67.0,-46.0,-63.0,-81.0,-78.0,1
372,-61.0,-60.0,-57.0,-61.0,-74.0,-81.0,-82.0,0
373,-51.0,-55.0,-52.0,-49.0,-64.0,-86.0,-83.0,2
374,-41.0,-59.0,-65.0,-47.0,-75.0,-68.0,-66.0,1
375,-51.0,-54.0,-53.0,-52.0,-63.0,-81.0,-76.0,2
376,-60.0,-53.0,-60.0,-62.0,-73.0,-81.0,-82.0,0
377,-38.0,-54.0,-55.0,-36.0,-60.0,-71.0,-75.0,1
378,-38.0,-59.0,-52.0,-44.0,-69.0,-68.0,-76.0,1
379,-66.0,-58.0,-58.0,-68.0,-73.0,-85.0,-78.0,0
380,-46.0,-52.0,-51.0,-55.0,-60.0,-80.0,-76.0,2
381,-44.0,-52.0,-60.0,-37.0,-66.0,-67.0,-73.0,1
382,-56.0,-53.0,-42.0,-61.0,-55.0,-87.0,-82.0,3
383,-62.0,-56.0,-64.0,-69.0,-75.0,-81.0,-84.0,0
384,-38.0,-54.0,-50.0,-42.0,-60.0,-71.0,-67.0,1
385,-39.0,-52.0,-50.0,-39.0,-61.0,-75.0,-71.0,1
386,-42.0,-52.0,-56.0,-43.0,-64.0,-76.0,-74.0,1
387,-51.0,-53.0,-54.0,-53.0,-62.0,-83.0,-82.0,2
388,-61.0,-53.0,-48.0,-62.0,-52.0,-86.0,-85.0,3
389,-11.0,-63.0,-65.0,-18.0,-70.0,-72.0,-73.0,1
390,-43.0,-59.0,-63.0,-40.0,-74.0,-66.0,-64.0,1
391,-45.0,-63.0,-57.0,-55.0,-58.0,-79.0,-85.0,2
392,-13.0,-60.0,-63.0,-18.0,-70.0,-73.0,-73.0,1
393,-60.0,-54.0,-54.0,-60.0,-64.0,-88.0,-88.0,3
394,-40.0,-53.0,-56.0,-42.0,-69.0,-74.0,-78.0,1
395,-40.0,-55.0,-56.0,-41.0,-70.0,-74.0,-73.0,1
396,-49.0,-52.0,-48.0,-48.0,-59.0,-79.0,-78.0,2
397,-59.0,-57.0,-60.0,-60.0,-63.0,-81.0,-77.0,0
398,-60.0,-57.0,-55.0,-65.0,-51.0,-94.0,-86.0,3
399,-52.0,-56.0,-50.0,-52.0,-60.0,-80.0,-80.0,2
400,-61.0,-58.0,-56.0,-67.0,-50.0,-95.0,-88.0,3
401,-65.0,-57.0,-60.0,-64.0,-74.0,-81.0,-90.0,0
402,-58.0,-54.0,-58.0,-58.0,-67.0,-84.0,-88.0,0
403,-64.0,-59.0,-51.0,-67.0,-43.0,-88.0,-92.0,3
404,-60.0,-52.0,-48.0,-61.0,-48.0,-83.0,-84.0,3
405,-50.0,-51.0,-51.0,-49.0,-63.0,-79.0,-80.0,2
406,-62.0,-49.0,-56.0,-63.0,-67.0,-78.0,-80.0,0
407,-62.0,-56.0,-61.0,-65.0,-74.0,-78.0,-76.0,0
408,-27.0,-55.0,-57.0,-37.0,-67.0,-71.0,-71.0,1
409,-61.0,-57.0,-65.0,-59.0,-67.0,-86.0,-87.0,0
410,-62.0,-53.0,-48.0,-61.0,-50.0,-85.0,-86.0,3
411,-59.0,-49.0,-57.0,-58.0,-65.0,-76.0,-79.0,0
412,-52.0,-64.0,-54.0,-56.0,-70.0,-84.0,-78.0,2
413,-38.0,-53.0,-52.0,-40.0,-63.0,-73.0,-77.0,1
414,-58.0,-54.0,-58.0,-62.0,-75.0,-81.0,-81.0,0
415,-63.0,-51.0,-58.0,-63.0,-68.0,-81.0,-87.0,0
416,-42.0,-51.0,-54.0,-41.0,-67.0,-72.0,-77.0,1
417,-39.0,-54.0,-61.0,-43.0,-75.0,-64.0,-74.0,1
418,-42.0,-54.0,-50.0,-45.0,-63.0,-68.0,-64.0,1
419,-49.0,-52.0,-52.0,-53.0,-65.0,-77.0,-85.0,2
420,-65.0,-57.0,-45.0,-66.0,-47.0,-92.0,-92.0,3
421,-45.0,-58.0,-58.0,-40.0,-70.0,-86.0,-80.0,1
422,-61.0,-59.0,-63.0,-60.0,-69.0,-87.0,-88.0,0
423,-38.0,-58.0,-60.0,-42.0,-66.0,-82.0,-79.0,1
424,-65.0,-59.0,-66.0,-65.0,-68.0,-82.0,-85.0,0
425,-67.0,-52.0,-46.0,-66.0,-47.0,-89.0,-87.0,3
426,-59.0,-57.0,-62.0,-61.0,-68.0,-80.0,-83.0,0
427,-47.0,-57.0,-50.0,-45.0,-60.0,-82.0,-84.0,2
428,-62.0,-59.0,-59.0,-64.0,-65.0,-80.0,-81.0,0
429,-17.0,-66.0,-61.0,-37.0,-68.0,-75.0,-77.0,1
430,-51.0,-62.0,-53.0,-51.0,-64.0,-86.0,-79.0,2
431,-61.0,-56.0,-52.0,-58.0,-52.0,-82.0,-85.0,3
432,-62.0,-57.0,-60.0,-65.0,-72.0,-83.0,-87.0,0
433,-65.0,-60.0,-67.0,-66.0,-68.0,-84.0,-89.0,0
434,-68.0,-51.0,-59.0,-67.0,-65.0,-80.0,-87.0,0
435,-46.0,-58.0,-55.0,-49.0,-64.0,-78.0,-84.0,2
436,-57.0,-52.0,-44.0,-59.0,-51.0,-88.0,-85.0,3
437,-56.0,-55.0,-44.0,-60.0,-51.0,-84.0,-86.0,3
438,-37.0,-60.0,-52.0,-38.0,-65.0,-70.0,-70.0,1
439,-61.0,-60.0,-68.0,-62.0,-77.0,-90.0,-80.0,0
440,-58.0,-56.0,-61.0,-66.0,-75.0,-84.0,-78.0,0
441,-66.0,-57.0,-59.0,-64.0,-69.0,-82.0,-84.0,0
442,-50.0,-54.0,-51.0,-46.0,-63.0,-79.0,-84.0,2
443,-40.0,-55.0,-53.0,-36.0,-60.0,-77.0,-77.0,1
444,-40.0,-57.0,-47.0,-42.0,-64.0,-74.0,-71.0,1
445,-57.0,-54.0,-54.0,-59.0,-51.0,-88.0,-87.0,3
446,-43.0,-59.0,-54.0,-39.0,-63.0,-79.0,-87.0,1
447,-41.0,-57.0,-64.0,-42.0,-74.0,-69.0,-70.0,1
448,-60.0,-54.0,-53.0,-64.0,-47.0,-85.0,-86.0,3
449,-59.0,-52.0,-55.0,-59.0,-52.0,-88.0,-87.0,3
450,-52.0,-51.0,-49.0,-56.0,-65.0,-81.0,-83.0,2
451,-63.0,-57.0,-63.0,-64.0,-73.0,-86.0,-81.0,0
452,-35.0,-55.0,-52.0,-14.0,-71.0,-69.0,-82.0,1
453,-63.0,-59.0,-64.0,-66.0,-72.0,-84.0,-90.0,0
454,-52.0,-56.0,-51.0,-50.0,-65.0,-87.0,-82.0,2
455,-37.0,-59.0,-54.0,-39.0,-72.0,-75.0,-70.0,1
456,-40.0,-58.0,-52.0,-41.0,-66.0,-63.0,-75.0,1
457,-60.0,-49.0,-48.0,-62.0,-48.0,-85.0,-93.0,3
458,-39.0,-54.0,-55.0,-37.0,-64.0,-70.0,-70.0,1
459,-15.0,-55.0,-62.0,-25.0,-71.0,-67.0,-68.0,1
460,-40.0,-55.0,-57.0,-50.0,-66.0,-75.0,-73.0,1
461,-54.0,-56.0,-50.0,-50.0,-64.0,-87.0,-80.0,2
462,-61.0,-55.0,-45.0,-57.0,-53.0,-91.0,-82.0,3
463,-47.0,-58.0,-56.0,-44.0,-64.0,-80.0,-85.0,2
464,-49.0,-50.0,-55.0,-60.0,-61.0,-78.0,-81.0,2
465,-59.0,-54.0,-49.0,-58.0,-52.0,-83.0,-93.0,3
466,-58.0,-51.0,-56.0,-58.0,-50.0,-88.0,-88.0,3
467,-66.0,-56.0,-54.0,-69.0,-65.0,-82.0,-82.0,0
468,-15.0,-55.0,-57.0,-16.0,-71.0,-72.0,-74.0,1
469,-62.0,-50.0,-57.0,-59.0,-72.0,-82.0,-84.0,0
470,-54.0,-55.0,-50.0,-49.0,-60.0,-84.0,-81.0,2
471,-37.0,-53.0,-51.0,-37.0,-66.0,-71.0,-75.0,1
472,-49.0,-51.0,-53.0,-41.0,-64.0,-77.0,-79.0,2
473,-51.0,-54.0,-44.0,-52.0,-56.0,-79.0,-79.0,2
474,-36.0,-54.0,-54.0,-37.0,-66.0,-75.0,-71.0,1
475,-63.0,-58.0,-50.0,-57.0,-46.0,-91.0,-93.0,3
476,-57.0,-55.0,-45.0,-59.0,-50.0,-85.0,-85.0,3
477,-37.0,-53.0,-56.0,-35.0,-74.0,-76.0,-79.0,1
478,-53.0,-54.0,-54.0,-51.0,-61.0,-84.0,-77.0,2
479,-10.0,-57.0,-57.0,-36.0,-73.0,-82.0,-72.0,1
480,-60.0,-53.0,-59.0,-64.0,-65.0,-76.0,-81.0,0
481,-59.0,-51.0,-55.0,-59.0,-53.0,-88.0,-88.0,3
482,-58.0,-57.0,-49.0,-64.0,-49.0,-89.0,-81.0,3
483,-38.0,-62.0,-57.0,-41.0,-77.0,-65.0,-68.0,1
484,-37.0,-57.0,-55.0,-40.0,-75.0,-71.0,-64.0,1
485,-60.0,-54.0,-61.0,-65.0,-70.0,-82.0,-88.0,0
486,-50.0,-56.0,-54.0,-50.0,-71.0,-79.0,-77.0,2
487,-48.0,-54.0,-50.0,-49.0,-61.0,-81.0,-84.0,2
488,-61.0,-57.0,-51.0,-56.0,-46.0,-88.0,-85.0,3
489,-51.0,-51.0,-52.0,-57.0,-56.0,-81.0,-77.0,2
490,-66.0,-59.0,-70.0,-69.0,-76.0,-87.0,-89.0,0
491,-64.0,-56.0,-64.0,-71.0,-75.0,-87.0,-87.0,0
492,-55.0,-53.0,-51.0,-62.0,-56.0,-85.0,-87.0,3
493,-60.0,-54.0,-59.0,-65.0,-73.0,-83.0,-84.0,0
494,-42.0,-54.0,-51.0,-47.0,-64.0,-70.0,-65.0,1
495,-19.0,-62.0,-56.0,-13.0,-74.0,-72.0,-77.0,1
496,-67.0,-61.0,-63.0,-64.0,-71.0,-85.0,-84.0,0
497,-59.0,-54.0,-60.0,-65.0,-66.0,-80.0,-90.0,0
498,-35.0,-59.0,-57.0,-42.0,-66.0,-71.0,-70.0,1
499,-38.0,-60.0,-57.0,-39.0,-70.0,-70.0,-74.0,1
500,-62.0,-56.0,-61.0,-63.0,-65.0,-83.0,-89.0,0
501,-37.0,-54.0,-47.0,-36.0,-63.0,-70.0,-70.0,1
502,-40.0,-57.0,-58.0,-38.0,-64.0,-74.0,-79.0,1
503,-45.0,-56.0,-57.0,-47.0,-61.0,-76.0,-78.0,2
504,-62.0,-58.0,-52.0,-65.0,-49.0,-89.0,-84.0,3
505,-45.0,-58.0,-55.0,-46.0,-69.0,-75.0,-73.0,1
506,-61.0,-55.0,-59.0,-58.0,-66.0,-79.0,-78.0,0
507,-64.0,-54.0,-65.0,-63.0,-71.0,-85.0,-89.0,0
508,-63.0,-57.0,-59.0,-67.0,-71.0,-82.0,-93.0,0
509,-52.0,-60.0,-51.0,-46.0,-63.0,-84.0,-77.0,2
510,-48.0,-56.0,-49.0,-52.0,-60.0,-82.0,-73.0,2
511,-59.0,-50.0,-45.0,-63.0,-49.0,-84.0,-86.0,3
512,-40.0,-53.0,-53.0,-40.0,-64.0,-64.0,-73.0,1
513,-43.0,-56.0,-59.0,-37.0,-64.0,-74.0,-77.0,1
514,-42.0,-60.0,-56.0,-44.0,-74.0,-76.0,-80.0,1
515,-66.0,-52.0,-63.0,-63.0,-68.0,-80.0,-87.0,0
516,-63.0,-59.0,-61.0,-61.0,-66.0,-79.0,-80.0,0
517,-36.0,-60.0,-53.0,-35.0,-72.0,-71.0,-64.0,1
518,-49.0,-52.0,-58.0,-46.0,-57.0,-77.0,-77.0,2
519,-37.0,-61.0,-55.0,-40.0,-63.0,-70.0,-67.0,1
520,-38.0,-55.0,-56.0,-42.0,-66.0,-72.0,-75.0,1
521,-54.0,-57.0,-53.0,-54.0,-62.0,-77.0,-75.0,2
522,-43.0,-55.0,-54.0,-47.0,-67.0,-77.0,-79.0,1
523,-48.0,-63.0,-58.0,-44.0,-74.0,-79.0,-78.0,1
524,-59.0,-55.0,-61.0,-65.0,-68.0,-84.0,-84.0,0
525,-64.0,-56.0,-60.0,-61.0,-67.0,-78.0,-85.0,0
526,-52.0,-53.0,-56.0,-49.0,-62.0,-83.0,-80.0,2
527,-63.0,-58.0,-46.0,-66.0,-49.0,-93.0,-93.0,3
528,-61.0,-54.0,-45.0,-54.0,-43.0,-88.0,-80.0,3
529,-65.0,-59.0,-65.0,-67.0,-89.0,-85.0,-83.0,0
530,-42.0,-53.0,-62.0,-27.0,-63.0,-72.0,-79.0,1
531,-37.0,-60.0,-53.0,-39.0,-65.0,-70.0,-68.0,1
532,-57.0,-54.0,-56.0,-56.0,-68.0,-79.0,-82.0,0
533,-41.0,-56.0,-60.0,-39.0,-72.0,-74.0,-66.0,1
534,-45.0,-55.0,-54.0,-43.0,-71.0,-89.0,-77.0,1
535,-61.0,-55.0,-56.0,-66.0,-73.0,-79.0,-80.0,0
536,-47.0,-60.0,-59.0,-55.0,-70.0,-79.0,-85.0,2
537,-51.0,-58.0,-55.0,-54.0,-67.0,-86.0,-83.0,2
538,-59.0,-50.0,-45.0,-60.0,-48.0,-83.0,-85.0,3
539,-36.0,-59.0,-57.0,-35.0,-61.0,-65.0,-80.0,1
540,-48.0,-56.0,-54.0,-39.0,-67.0,-78.0,-82.0,1
541,-59.0,-52.0,-55.0,-60.0,-55.0,-87.0,-88.0,3
542,-45.0,-63.0,-60.0,-53.0,-67.0,-83.0,-85.0,2
543,-62.0,-52.0,-56.0,-63.0,-64.0,-78.0,-81.0,0
544,-14.0,-58.0,-60.0,-38.0,-74.0,-74.0,-73.0,1
545,-62.0,-60.0,-64.0,-74.0,-76.0,-81.0,-91.0,0
546,-41.0,-58.0,-53.0,-43.0,-61.0,-70.0,-70.0,1
547,-47.0,-58.0,-50.0,-55.0,-64.0,-76.0,-74.0,2
548,-67.0,-53.0,-46.0,-64.0,-48.0,-88.0,-87.0,3
549,-59.0,-51.0,-46.0,-58.0,-46.0,-90.0,-90.0,3
550,-52.0,-56.0,-52.0,-49.0,-63.0,-87.0,-85.0,2
551,-18.0,-57.0,-63.0,-34.0,-72.0,-65.0,-75.0,1
552,-61.0,-56.0,-55.0,-63.0,-52.0,-84.0,-87.0,3
553,-49.0,-51.0,-58.0,-45.0,-65.0,-83.0,-84.0,2
554,-40.0,-55.0,-47.0,-47.0,-64.0,-75.0,-79.0,1
555,-60.0,-55.0,-54.0,-58.0,-55.0,-86.0,-88.0,3
556,-60.0,-52.0,-51.0,-55.0,-48.0,-86.0,-90.0,3
557,-55.0,-51.0,-48.0,-68.0,-51.0,-82.0,-86.0,3
558,-68.0,-57.0,-66.0,-69.0,-76.0,-81.0,-82.0,0
559,-58.0,-53.0,-48.0,-58.0,-54.0,-88.0,-89.0,3
560,-59.0,-50.0,-55.0,-59.0,-54.0,-88.0,-87.0,3
561,-59.0,-52.0,-61.0,-57.0,-69.0,-83.0,-78.0,0
562,-55.0,-56.0,-47.0,-54.0,-49.0,-81.0,-79.0,3
563,-61.0,-55.0,-54.0,-69.0,-53.0,-84.0,-89.0,3
564,-52.0,-53.0,-54.0,-49.0,-63.0,-85.0,-79.0,2
565,-63.0,-55.0,-63.0,-68.0,-77.0,-87.0,-89.0,0
566,-63.0,-65.0,-60.0,-63.0,-77.0,-81.0,-87.0,0
567,-39.0,-51.0,-50.0,-43.0,-63.0,-71.0,-66.0,1
568,-46.0,-53.0,-47.0,-52.0,-57.0,-79.0,-85.0,2
569,-36.0,-55.0,-55.0,-36.0,-60.0,-73.0,-72.0,1
570,-38.0,-57.0,-50.0,-38.0,-60.0,-74.0,-69.0,1
571,-62.0,-50.0,-61.0,-64.0,-73.0,-80.0,-81.0,0
572,-40.0,-55.0,-56.0,-36.0,-64.0,-65.0,-66.0,1
573,-59.0,-51.0,-49.0,-63.0,-45.0,-86.0,-83.0,3
574,-38.0,-56.0,-52.0,-41.0,-76.0,-71.0,-66.0,1
575,-50.0,-51.0,-49.0,-48.0,-54.0,-77.0,-77.0,2
576,-36.0,-57.0,-58.0,-36.0,-62.0,-74.0,-73.0,1
577,-65.0,-62.0,-49.0,-67.0,-45.0,-88.0,-94.0,3
578,-52.0,-56.0,-51.0,-48.0,-64.0,-87.0,-84.0,2
579,-44.0,-59.0,-63.0,-42.0,-72.0,-79.0,-80.0,1
580,-59.0,-53.0,-64.0,-60.0,-68.0,-82.0,-81.0,0
581,-43.0,-55.0,-54.0,-42.0,-58.0,-71.0,-72.0,1
582,-49.0,-53.0,-51.0,-53.0,-67.0,-81.0,-83.0,2
583,-65.0,-61.0,-65.0,-67.0,-69.0,-87.0,-84.0,0
584,-49.0,-61.0,-56.0,-49.0,-64.0,-84.0,-89.0,2
585,-72.0,-59.0,-65.0,-75.0,-81.0,-84.0,-91.0,0
586,-46.0,-54.0,-53.0,-48.0,-71.0,-78.0,-73.0,1
587,-45.0,-58.0,-59.0,-42.0,-66.0,-81.0,-75.0,1
588,-39.0,-55.0,-54.0,-48.0,-76.0,-73.0,-80.0,1
589,-38.0,-56.0,-53.0,-47.0,-61.0,-72.0,-83.0,1
590,-51.0,-53.0,-49.0,-51.0,-65.0,-77.0,-89.0,2
591,-63.0,-52.0,-56.0,-59.0,-66.0,-80.0,-80.0,0
592,-36.0,-56.0,-62.0,-36.0,-80.0,-71.0,-69.0,1
593,-47.0,-57.0,-57.0,-52.0,-62.0,-86.0,-84.0,2
594,-61.0,-56.0,-62.0,-67.0,-66.0,-81.0,-88.0,0
595,-51.0,-58.0,-52.0,-48.0,-68.0,-86.0,-84.0,2
596,-47.0,-54.0,-51.0,-47.0,-66.0,-88.0,-80.0,2
597,-46.0,-55.0,-48.0,-52.0,-62.0,-80.0,-79.0,2
598,-39.0,-54.0,-56.0,-40.0,-70.0,-77.0,-78.0,1
599,-39.0,-57.0,-54.0,-38.0,-56.0,-70.0,-72.0,1
600,-64.0,-57.0,-63.0,-71.0,-77.0,-87.0,-83.0,0
601,-52.0,-57.0,-50.0,-51.0,-65.0,-79.0,-79.0,2
602,-57.0,-50.0,-51.0,-59.0,-51.0,-83.0,-84.0,3
603,-59.0,-57.0,-60.0,-58.0,-67.0,-80.0,-79.0,0
604,-61.0,-52.0,-48.0,-61.0,-45.0,-90.0,-88.0,3
605,-52.0,-51.0,-47.0,-49.0,-64.0,-80.0,-78.0,2
606,-51.0,-53.0,-55.0,-50.0,-67.0,-76.0,-88.0,2
607,-38.0,-54.0,-53.0,-42.0,-69.0,-72.0,-66.0,1
608,-40.0,-56.0,-57.0,-35.0,-84.0,-70.0,-66.0,1
609,-55.0,-58.0,-55.0,-54.0,-70.0,-81.0,-87.0,2
610,-39.0,-56.0,-55.0,-41.0,-62.0,-69.0,-75.0,1
611,-62.0,-53.0,-57.0,-60.0,-69.0,-87.0,-86.0,0
612,-45.0,-55.0,-54.0,-47.0,-63.0,-78.0,-80.0,2
613,-52.0,-61.0,-51.0,-52.0,-66.0,-80.0,-89.0,2
614,-52.0,-54.0,-55.0,-55.0,-60.0,-74.0,-78.0,2
615,-66.0,-56.0,-56.0,-66.0,-49.0,-89.0,-87.0,3
616,-48.0,-66.0,-57.0,-51.0,-70.0,-81.0,-80.0,2
617,-67.0,-65.0,-67.0,-68.0,-75.0,-87.0,-84.0,0
618,-63.0,-56.0,-51.0,-57.0,-45.0,-88.0,-88.0,3
619,-51.0,-62.0,-59.0,-52.0,-68.0,-85.0,-78.0,2
620,-60.0,-58.0,-57.0,-68.0,-50.0,-96.0,-87.0,3
621,-48.0,-47.0,-50.0,-53.0,-61.0,-82.0,-79.0,2
622,-52.0,-56.0,-50.0,-54.0,-59.0,-79.0,-80.0,2
623,-40.0,-59.0,-57.0,-43.0,-74.0,-65.0,-66.0,1
624,-35.0,-59.0,-57.0,-27.0,-61.0,-71.0,-76.0,1
625,-57.0,-56.0,-47.0,-58.0,-44.0,-88.0,-82.0,3
626,-58.0,-50.0,-59.0,-58.0,-68.0,-80.0,-81.0,0
627,-62.0,-51.0,-58.0,-61.0,-63.0,-77.0,-80.0,0
628,-14.0,-59.0,-64.0,-16.0,-79.0,-76.0,-72.0,1
629,-50.0,-53.0,-53.0,-54.0,-67.0,-78.0,-86.0,2
630,-12.0,-55.0,-57.0,-16.0,-70.0,-76.0,-75.0,1
631,-45.0,-59.0,-57.0,-51.0,-62.0,-77.0,-85.0,2
632,-36.0,-55.0,-54.0,-36.0,-67.0,-65.0,-73.0,1
633,-65.0,-52.0,-48.0,-63.0,-48.0,-91.0,-88.0,3
634,-43.0,-53.0,-53.0,-38.0,-63.0,-76.0,-73.0,1
635,-49.0,-52.0,-48.0,-44.0,-59.0,-80.0,-78.0,2
636,-48.0,-57.0,-49.0,-53.0,-62.0,-79.0,-87.0,2
637,-47.0,-54.0,-55.0,-47.0,-66.0,-78.0,-86.0,2
638,-36.0,-55.0,-58.0,-37.0,-76.0,-72.0,-69.0,1
639,-41.0,-54.0,-59.0,-41.0,-60.0,-76.0,-74.0,1
640,-18.0,-62.0,-59.0,-14.0,-73.0,-71.0,-78.0,1
641,-10.0,-58.0,-54.0,-18.0,-70.0,-72.0,-73.0,1
642,-49.0,-53.0,-55.0,-46.0,-59.0,-81.0,-93.0,2
643,-19.0,-60.0,-54.0,-35.0,-69.0,-69.0,-78.0,1
644,-41.0,-58.0,-56.0,-40.0,-73.0,-69.0,-73.0,1
645,-64.0,-60.0,-63.0,-63.0,-72.0,-86.0,-84.0,0
646,-61.0,-57.0,-50.0,-59.0,-46.0,-91.0,-89.0,3
647,-36.0,-53.0,-57.0,-40.0,-66.0,-70.0,-69.0,1
648,-49.0,-56.0,-45.0,-42.0,-66.0,-83.0,-80.0,2
649,-49.0,-54.0,-53.0,-55.0,-67.0,-77.0,-86.0,2
650,-59.0,-52.0,-49.0,-55.0,-56.0,-83.0,-81.0,3
651,-61.0,-56.0,-57.0,-56.0,-75.0,-74.0,-81.0,0
652,-62.0,-52.0,-61.0,-66.0,-65.0,-85.0,-89.0,0
653,-55.0,-56.0,-58.0,-53.0,-70.0,-81.0,-88.0,2
654,-61.0,-58.0,-60.0,-64.0,-73.0,-81.0,-82.0,0
655,-36.0,-57.0,-56.0,-37.0,-69.0,-77.0,-72.0,1
656,-36.0,-56.0,-53.0,-43.0,-63.0,-65.0,-70.0,1
657,-56.0,-56.0,-40.0,-62.0,-50.0,-86.0,-86.0,3
658,-51.0,-57.0,-54.0,-55.0,-62.0,-87.0,-81.0,2
659,-62.0,-57.0,-48.0,-63.0,-47.0,-88.0,-84.0,3
660,-56.0,-55.0,-44.0,-61.0,-51.0,-84.0,-87.0,3
661,-52.0,-54.0,-53.0,-51.0,-61.0,-83.0,-81.0,2
662,-38.0,-50.0,-71.0,-39.0,-68.0,-78.0,-74.0,1
663,-65.0,-58.0,-70.0,-66.0,-71.0,-85.0,-83.0,0
664,-65.0,-56.0,-63.0,-71.0,-77.0,-89.0,-85.0,0
665,-53.0,-52.0,-48.0,-50.0,-62.0,-81.0,-80.0,2
666,-46.0,-60.0,-54.0,-48.0,-63.0,-80.0,-83.0,2
667,-35.0,-57.0,-59.0,-36.0,-63.0,-74.0,-75.0,1
668,-50.0,-56.0,-51.0,-49.0,-67.0,-84.0,-81.0,2
669,-40.0,-55.0,-66.0,-39.0,-75.0,-73.0,-78.0,1
670,-58.0,-55.0,-51.0,-66.0,-54.0,-86.0,-85.0,3
671,-59.0,-53.0,-57.0,-62.0,-55.0,-88.0,-85.0,3
672,-64.0,-57.0,-47.0,-58.0,-46.0,-89.0,-86.0,3
673,-60.0,-52.0,-46.0,-56.0,-48.0,-84.0,-86.0,3
674,-41.0,-58.0,-48.0,-40.0,-62.0,-72.0,-76.0,1
675,-49.0,-53.0,-51.0,-42.0,-63.0,-79.0,-88.0,2
676,-37.0,-59.0,-57.0,-38.0,-69.0,-68.0,-73.0,1
677,-62.0,-54.0,-62.0,-68.0,-80.0,-80.0,-78.0,0
678,-38.0,-55.0,-56.0,-36.0,-64.0,-70.0,-66.0,1
679,-54.0,-61.0,-51.0,-44.0,-63.0,-79.0,-76.0,2
680,-58.0,-51.0,-51.0,-56.0,-54.0,-85.0,-83.0,3
681,-57.0,-56.0,-48.0,-60.0,-49.0,-84.0,-88.0,3
682,-58.0,-53.0,-52.0,-62.0,-51.0,-85.0,-83.0,3
683,-62.0,-56.0,-59.0,-68.0,-74.0,-95.0,-84.0,0
684,-58.0,-54.0,-49.0,-60.0,-55.0,-91.0,-93.0,3
685,-39.0,-56.0,-58.0,-37.0,-64.0,-76.0,-72.0,1
686,-63.0,-61.0,-61.0,-63.0,-68.0,-82.0,-83.0,0
687,-57.0,-57.0,-48.0,-59.0,-49.0,-88.0,-88.0,3
688,-17.0,-56.0,-54.0,-36.0,-66.0,-73.0,-77.0,1
689,-55.0,-50.0,-51.0,-61.0,-48.0,-82.0,-79.0,3
690,-43.0,-55.0,-55.0,-39.0,-69.0,-67.0,-71.0,1
691,-49.0,-56.0,-47.0,-50.0,-58.0,-77.0,-84.0,2
692,-59.0,-51.0,-64.0,-57.0,-69.0,-80.0,-80.0,0
693,-40.0,-58.0,-49.0,-41.0,-75.0,-71.0,-70.0,1
694,-52.0,-56.0,-56.0,-41.0,-63.0,-77.0,-80.0,2
695,-49.0,-54.0,-50.0,-55.0,-63.0,-85.0,-81.0,2
696,-64.0,-59.0,-45.0,-65.0,-51.0,-93.0,-92.0,3
697,-62.0,-53.0,-52.0,-59.0,-48.0,-87.0,-92.0,3
698,-68.0,-55.0,-63.0,-61.0,-74.0,-79.0,-85.0,0
699,-60.0,-52.0,-59.0,-65.0,-66.0,-82.0,-80.0,0
700,-46.0,-59.0,-54.0,-52.0,-67.0,-77.0,-83.0,1
701,-50.0,-58.0,-57.0,-42.0,-76.0,-74.0,-80.0,1
702,-63.0,-56.0,-61.0,-61.0,-68.0,-83.0,-87.0,0
703,-57.0,-50.0,-47.0,-58.0,-46.0,-88.0,-88.0,3
704,-15.0,-58.0,-56.0,-15.0,-74.0,-76.0,-71.0,1
705,-59.0,-55.0,-54.0,-64.0,-44.0,-86.0,-86.0,3
706,-63.0,-58.0,-50.0,-63.0,-48.0,-91.0,-85.0,3
707,-64.0,-57.0,-53.0,-66.0,-48.0,-92.0,-87.0,3
708,-64.0,-58.0,-47.0,-61.0,-52.0,-85.0,-86.0,3
709,-51.0,-55.0,-59.0,-51.0,-58.0,-87.0,-81.0,2
710,-56.0,-51.0,-45.0,-54.0,-52.0,-79.0,-85.0,3
711,-52.0,-54.0,-53.0,-49.0,-63.0,-86.0,-81.0,2
712,-50.0,-57.0,-53.0,-49.0,-67.0,-83.0,-82.0,2
