,feat 1,feat 2,feat 3,feat 4,feat 5,feat 6,feat 7,feat 8,class
1228,,55.63921649,0.5348045260000001,,3.690635452,,,,0
1229,,,-0.035972499,,1.991638796,,10.90710802,,0
1230,108.7109375,,,,3.258361204,22.647715899999998,,,0
1231,,36.37301326,,,20.3235786,58.60750188,2.903790388,7.148413884,1
1232,,45.58056416,0.28303332,0.533887984,1.224916388,,13.1040378,194.6360895,0
1233,,,,-0.495370674,,73.53428723,1.6478751669999998,1.136092244,0
1234,,,0.783344189,,50.38461538,,1.140126857,,0
1235,,57.03431873,,-0.5666785120000001,,85.38724365,,-1.413693563,0
1236,48.859375,,,22.99204784,23.60953177,52.01613021,,6.107516099999999,1
1237,143.921875,50.94169605,,-0.14180752900000002,5.929765886,,,27.68580927,0
1238,135.1640625,,,,,,12.28018127,186.7185824,0
1239,,,-0.100779229,,0.9506688959999999,,16.16151662,308.997681,0
1240,,,2.3481177619999998,8.89422219,,32.82643958,,,1
1241,112.8203125,41.38886354,0.261117779,,1.222408027,,,,0
1242,124.875,,0.011036886000000001,-0.48655312,,,,,0
1243,55.9296875,,2.776419055,9.956893225,78.61956522,69.67275336,,-0.42649994399999996,1
1244,129.1875,,-0.159992346,,1.746655518,,10.896839100000001,120.08679690000001,0
1245,,54.33656991,,,3.998327759,,6.834366676,55.30202457,0
1246,,,0.37963909,,2.24916388,13.48521267,9.933787511,133.6564971,0
1247,,,,0.023862311,4.071906355,,6.99152941,57.60307868,0
1248,,,0.051047905,,,,,,0
1249,,55.15148705,,-0.36187409600000003,,18.300657100000002,7.0262627989999995,58.522356099999996,0
1250,95.5546875,44.51155198,,,,,10.08720597,142.42457199999998,0
1251,,44.82114794,-0.12409488099999999,0.11921365699999999,2.961538462,21.498973899999996,,75.34301015,0
1252,,52.73012946,0.480645537,-0.080883332,196.7115385,69.99108568,-1.929495111,,0
1253,,56.73310715,0.091415946,-0.347716719,1.68812709,16.17449454,11.00799878,131.5313897,0
1254,,55.18027484,,,,,6.94701585,54.69640371,0
1255,118.59375,,,,,,7.488740658999999,,0
1256,,57.66583963,0.027339425,,,,2.321719515,,0
1257,126.6640625,,,,,16.29889599,9.701439753999999,,0
1258,114.515625,,,0.325563767,0.663043478,9.184253215,,,0
1259,,,,,1.357023411,14.77842341,,,0
1260,118.8046875,,0.327160809,0.726329736,,,,,0
1261,92.4921875,45.85336617,0.632654206,,,60.04391676,,,0
1262,96.890625,,0.975022005,,32.74665552,71.67957684,2.01051251,,1
1263,127.90625,56.41745041,,-0.466256471,,26.94827041,,28.56733978,0
1264,101.375,44.47067152,0.413024379,0.888906938,,,,454.32326910000006,0
1265,,,,-0.039526747,,,,,0
1266,92.953125,46.00184429,,,,10.89671946,14.32363188,,0
1267,,,,,,22.79758059,7.138058906,,0
1268,,,0.18168785,,,,,,0
1269,100.328125,,,0.530586133,2.723244147,15.16843542,,,0
1270,,42.11015769,0.42257411799999994,,,11.47774986,19.66316299,,0
1271,,45.28069937,0.27294183899999996,,,42.93268591,3.75104589,13.00847887,0
1272,,44.09929135,0.595469631,,2.040133779,,,,0
1273,,45.83525971,,0.865436117,,15.17225398,,132.86751950000001,0
1274,,54.83839896,,,,18.31639258,,104.00344270000001,0
1275,105.171875,,0.258186156,,2.430602007,,,97.17444169,0
1276,,30.4054591,5.778470134,38.40016863,,,,-1.1243622690000001,1
1277,103.796875,42.80613262,,,,,,23.74280956,0
1278,131.671875,50.22933489,0.09461836,,0.552675585,10.1502789,,433.4752444,0
1279,,,0.22996307100000002,0.579068327,3.0075250839999996,19.85539134,8.397644023,80.93624595,0
1280,,,,0.508382275,6.484949833,30.49528075,5.227115874,,0
1281,110.0546875,,0.379362611,,1.261705686,13.03215364,13.29426709,202.9300608,0
1282,111.09375,,,,2.386287625,,9.327098427000001,103.545876,0
1283,142.5234375,,,,,,,,0
1284,117.5859375,55.81029914,,,2.066053512,,,141.3126934,0
1285,110.5703125,41.14222352,,,3.055183946,17.27933882,,,0
1286,131.390625,,,,,10.37976809,,,0
1287,,,-0.185069011,,5.956521738999999,,6.336595217,42.99305409,0
1288,51.53125,28.46652022,4.583886068,,,78.02690251,1.298630747,,1
1289,127.1171875,54.76777979999999,0.051166447000000004,-0.380875584,2.2742474919999998,,9.857902205,,0
1290,123.109375,68.61193345,0.073590451,,69.88461538,,,-0.627379705,0
1291,,,,11.64048548,,67.46469988,,,1
1292,,,,,,,,,0
1293,123.25,54.32972253,,,,,,,0
1294,,,-0.104215901,-0.354066935,6.494983277999999,,5.637335417999999,,0
1295,,,,-0.665421336,3.421404682,,,65.46812822,0
1296,130.640625,,-0.278637857,,,41.90497842,3.60267656,11.95490358,0
1297,134.75,50.21111679999999,,-0.148557784,,,,7.483787229,0
1298,,,,0.37820400600000004,,23.28385463,5.319012601,,0
1299,132.203125,49.3802781,,,,,,,0
1300,87.6875,48.11099634,0.7955830220000001,0.707279599,60.54347826,,0.9892178559999999,,1
1301,123.5390625,59.32364916,0.00973176,-0.9693646229999999,,65.77938076,,2.118895901,0
1302,79.484375,,,1.904881822,,,,,0
1303,,,0.605039007,0.471969161,,13.24148334,12.63557336,,0
1304,103.59375,,0.350781467,0.197295893,,,,146.06716699999998,0
1305,,44.10310352,,,,,11.69496782,194.99139250000002,0
1306,,42.57103439,-0.73576569,,,39.97176765,-0.50043924,0.306713729,0
1307,121.7109375,47.09451141,0.04606127,0.025119197000000003,3.7424749160000004,,7.502878245,,0
1308,,,0.534100871,,4.352842809,23.29933002,,43.61863434,0
1309,,,,0.34939518,,15.57957286,11.6977564,,0
1310,141.1328125,49.27781117,,,,,,134.2599111,0
1311,,39.44645055,,1.445791691,,13.5741544,10.02435935,,0
1312,,,0.293062495,,,17.40408104,,,0
1313,115.0703125,52.80435345,0.068282763,-0.404922283,100.3779264,94.36445207,0.199350358,-1.63460597,0
1314,109.8984375,,0.20294068,-0.25355560899999996,,18.13382574,7.398347445,,0
1315,,41.93865192,0.40368562799999996,0.586859832,,17.72793899,8.847024705,89.91420631,0
1316,108.359375,45.6069715,,,,20.79271118,8.554171998,79.75174851,0
1317,,51.51917628,0.20036032199999998,-0.233213754,,8.72880162,23.02068599,,0
1318,135.421875,49.86303261,0.020081468,-0.073446825,0.576086957,10.02697349,20.39729429,,0
1319,110.1484375,53.44157,0.416257923,-0.20209355399999998,,24.93826664,,,0
1320,,50.33760049,,,,15.23800333,,183.2165772,0
1321,,,0.10388740099999999,1.000873958,2.280936455,16.79100346,,96.47674079999999,0
1322,97.046875,,0.415115089,1.5448297530000001,,12.17803472,11.83371202,,0
1323,146.140625,,-0.294488271,-0.05800047,8.12458194,,4.730679456,,0
1324,70.265625,36.28327877,,,,,,159.44159399999998,0
1325,87.2890625,,,1.511212301,15.19397993,,,,0
1326,,44.25582589,,0.465967664,,41.75629776,4.306728173,17.37411076,0
1327,,47.38845288,,0.25077580899999996,,,9.082997632,,0
1328,102.375,37.09384214,,,3.7834448160000003,21.857988600000002,7.27924553,,0
1329,,,,-0.270797765,1.45819398,,,214.2820645,0
1330,137.265625,,0.117534529,0.515108592,2.549331104,15.82745829,9.187274837999999,,0
1331,,,0.586678289,,2.044314381,,,,0
1332,105.8359375,37.81095603,0.642625792,,1.642976589,,,,0
1333,,31.130332399999997,4.895431652,,23.05769231,52.24283263,,,1
1334,,,,,2.4122073580000003,14.18156812,,109.686494,0
1335,139.75,56.00013951,,-0.37364723200000005,,12.23881259,13.10147349,,0
1336,,,,1.795472901,,,,120.80591899999999,0
1337,,,,,2.620401338,20.59620671,8.767099323,80.94699303,0
1338,,37.33115553,,,2.319397993,,,122.0932899,0
1339,128.3125,54.37295255,,-0.48429526,,,10.04011849,120.82508179999999,0
1340,,59.14032571,0.168802807,,1.264214047,,14.31635699,,0
1341,,,,,2.826086957,,8.567085308,,0
1342,,,,,4.068561873,,7.272359922000001,56.66859151,1
1343,,,,1.781929361,1.940635452,15.87768846,,,0
1344,,47.5542601,,0.242146576,3.8729096989999996,25.66651128,,46.38623687,0
1345,126.96875,,,-0.622415132,4.147157191,23.477451300000002,7.946445859,69.24791531,0
1346,103.9140625,42.06301585,0.476930869,0.691782364,,17.69821224,9.334880917000001,96.96275913,0
1347,,,,,,85.3273382,0.63255938,-1.547940266,0
1348,,,2.6757932540000002,,17.67391304,,3.1611997389999997,,1
1349,,,,,,,,11.4805137,0
1350,133.828125,37.74422749,0.21920764399999998,,,,,,0
1351,,52.475147,,-0.233591825,3.7742474919999998,,7.27922989,54.86682719,0
1352,106.078125,42.14309874,,,4.159698997,26.71020776,,,0
1353,91.8046875,,0.5616312729999999,1.602519791,,,10.96227943,,0
1354,,40.65275419,4.126739639,16.92496608,110.17307690000001,,,,1
1355,60.4140625,43.64944289,2.735270575,,,75.10933413,,,1
1356,,,0.005599218,,2.5953177259999998,,,,0
1357,102.2890625,,,0.24785433899999998,,,,,0
1358,110.0234375,41.22697555,0.013037265,,2.081939799,16.53525599,9.231309865,,0
1359,87.03125,40.71987719,0.597317678,,3.547658863,19.00942126,,57.16083048,0
1360,118.4609375,,,1.050363109,,13.3535615,14.47202326,233.8704755,0
1361,,48.73705695,-0.08806985699999999,,2.97993311,,,,0
1362,,49.48573175,,-0.069299005,,12.47888506,10.26890483,158.32472380000002,0
1363,97.2734375,,0.364745386,-0.193731295,188.2959866,80.17743294,-1.486332582,0.791278687,0
1364,,,0.519707876,,,,12.12732728,,0
1365,108.1484375,45.74625836,,0.463220917,1.318561873,,13.54855945,,0
1366,,,,,73.58193979999999,,,,0
1367,128.03125,45.63029721,0.362731081,0.170986343,0.8938127090000001,,18.0898338,,0
1368,84.1796875,35.2152829,0.7112909070000001,,,19.00205266,9.319661759,89.97886356,0
1369,117.3984375,,0.108450925,-1.139068864,4.023411371,26.49849091,,,1
1370,,40.59121717,-0.02578776,0.638661302,2.677257525,,8.373548592999999,,0
1371,,49.27492764,,,,,10.59282088,,0
1372,99.5625,,0.45275418100000003,,7.742474916,34.68574498,,19.85582468,0
1373,,,,0.202988083,3.20819398,19.79339692,9.113787436,90.22965486,0
1374,120.3046875,48.58426292,,0.24069658800000002,,20.24677268,,,0
1375,109.28125,50.27672447,0.147125921,,2.523411371,,,,0
1376,99.859375,,0.684321191,,4.3361204010000005,,5.941542547,,0
1377,,49.38011989,,,2.204013378,15.67431437,,,0
1378,,,,-0.247350867,2.367892977,,,,0
1379,,41.67845008,,0.720947388,9.387959866000001,40.42028352,,,1
1380,92.4140625,34.82781919,0.495497766,,1.857023411,,11.05164993,130.14674209999998,0
1381,,,,,2.8871237460000003,,8.599309746,84.45184536,0
1382,,,0.9112011790000001,,,13.41417351,10.17491904,,0
1383,,,1.122536186,,,,,-1.531109186,1
1384,143.96875,,,-0.159250793,13.07274247,,,10.77303621,0
1385,120.015625,,,-0.264111355,1.383779264,11.77992331,13.29634839,226.13383230000002,0
1386,103.6796875,44.94717969,0.49258333299999996,0.38525821899999996,,,,88.64785237,0
1387,,,0.24975562699999998,,,37.19719695,,,0
1388,143.71875,47.62351335,,-0.368045041,,28.02413256,,35.81880526,0
1389,135.59375,,0.09209682300000001,0.877542862,,,,49.25932832,0
1390,110.03125,38.25284661,,,,,14.12988358,220.528902,0
1391,,,1.238811579,,152.41973240000002,73.97177722,-0.933087708,,1
1392,135.3671875,,-0.147412041,0.37187382,2.7424749160000004,22.71627167,,,0
1393,135.1796875,47.72765079,,,,12.06228809,12.17847468,,0
1394,138.4609375,,-0.228002011,-0.293962359,,23.27086239,,,0
1395,98.390625,38.09060628,0.18184682800000002,1.3283529090000001,,15.26245842,,90.98396033,0
1396,86.390625,,,,,,10.88150409,140.5890979,0
1397,,52.2320333,,,,,,244.4662137,0
1398,122.7578125,,0.08841129199999999,,2.599498328,15.19855101,,,0
1399,,36.21914012,0.33070747899999997,,,,8.744139992000001,78.13666402,0
1400,91.5625,39.00635966,,1.33649788,2.567725753,14.84562462,,,0
1401,,54.76350466,0.029512642999999998,-0.558332766,,15.39467944,9.912822907999999,,0
1402,108.8671875,46.17956987,0.206244911,,,17.51513686,,77.83355465,0
1403,108.828125,,,-0.242738915,,27.84899119,6.320707387000001,,0
1404,,48.56871089,-0.095444507,,,,,103.2617055,0
1405,90.984375,37.12668018,1.17655433,4.1121620619999995,,64.52126353,,1.078892484,0
1406,87.3671875,,,,2.4640468230000003,15.21175653,,105.79108049999999,0
1407,,53.50496244,0.5574945729999999,-0.098470549,2.224916388,16.12458025,10.59660129,131.7627929,0
1408,129.1953125,,0.13589875199999998,,,70.33728559999999,1.582531418,,0
1409,,,0.19842698600000003,-0.22513408399999998,,50.42663806,,,0
1410,120.46875,42.89029201,,,,11.42894549,,229.31614040000002,0
1411,,,,,1.369565217,11.6531769,12.96003202,,0
1412,101.453125,41.54099244,0.062517135,0.562013519,1.329431438,11.96665532,13.13226958,218.1026472,0
1413,,,,0.6827234870000001,,,10.74529331,153.0539448,0
1414,125.265625,48.81237746,,,3.515886288,,8.228111125,,0
1415,,34.35645807,,,4.64548495,,6.170611116,42.91179138,0
1416,99.3671875,,,2.186632832,,25.65182719,,,0
1417,,,,,,13.86889872,9.908251955,,0
1418,102.5078125,49.37531584,,0.35640634299999996,,16.92369663,,71.86996199,0
1419,106.125,52.45846571,0.38944203,0.174857851,11.14297659,,,,0
1420,114.8984375,,,,,,8.514209825,,0
1421,,60.99411583,,-0.9113847759999999,,,7.008881564,49.00088579,0
1422,,45.43812798,,,,16.7786323,,,0
1423,148.9375,,-0.232421391,,60.38712375,78.81014061,0.560455178,-1.634023367,0
1424,128.1328125,58.82925121,,-0.780193824,,,2.462663154,4.5347481080000005,0
1425,,,,1.8804239130000002,,,,58.21596095,0
1426,143.3828125,,-0.141207116,,4.170568562,,,51.75152545,0
1427,120.390625,,0.274561615,0.450489132,,,26.72061167,,0
1428,135.171875,50.20693263,-0.09513252,,,81.65758766,0.871114825,-0.984605537,0
1429,,48.3147209,0.01531365,,,18.68591048,,,0
1430,,,,,,,4.87644221,,0
1431,88.1875,36.98284019,0.603616328,2.029933088,,18.10306701,,,0
1432,122.890625,46.56602074,-0.075063579,,,,,154.7299775,0
1433,120.59375,48.99193771,,-0.19080954100000003,,,,,0
1434,85.65625,,0.645358326,0.332132889,,17.47377803,,68.30091711,0
1435,,51.78944317,-0.098372045,,,20.62514093,6.927002803,,0
1436,,47.41888376,,,5.024247492,,,40.36272324,0
1437,,,,3.136766194,2.9431438130000003,20.0345048,8.424017936,,0
1438,137.8828125,,,0.286009798,,,,195.2222586,0
1439,,36.83045177,,,,,12.27231821,164.452585,0
1440,,,,,2.233277592,15.79180801,,97.38209321,0
1441,101.6640625,,,,,,,192.4677569,0
1442,133.359375,39.19158359,,,,18.30209583,,62.59112952,0
1443,,,0.13316183,,2.443979933,13.13498375,9.447612447000001,,0
1444,,35.04230058,,6.395422289,3.465719064,,8.109397541,69.62443497,1
1445,,44.56116046,-0.154284067,,4.5292642139999995,25.48030218,,,0
1446,87.03125,47.94282687,,,,,,162.4277873,0
1447,,,-0.04806749900000001,-1.21569648,202.02341140000001,18.39371858,,14.87384406,0
1448,,,,,,18.02792923,9.779445572,102.568611,0
1449,,49.41327383,,,,14.60570183,,,0
1450,,,0.21072659600000002,-0.06773233299999999,,,8.395027107,81.47991286,0
1451,80.40625,42.85229674,1.314132723,,78.35702341,,0.597116049,-1.241308169,0
1452,,,2.19313368,6.936617628,22.97157191,50.99425367,2.68847042,6.795146855,1
1453,101.328125,44.51037614,,0.19464607399999997,,19.76008317,,77.46838413,0
1454,,,0.039815646,,0.7307692309999999,,18.62813475,,0
1455,134.828125,48.60396547,0.055082002000000005,,26.04849498,62.07061996,,,0
1456,128.671875,50.08572485,,-0.017800063,1.49916388,11.90405482,12.31637329,,0
1457,,,0.243308384,0.064450963,,,,91.30476982,0
1458,119.9296875,55.432699,0.286052109,,,,,8.851834229,1
1459,,,,,,,8.0893284,79.31835308,0
1460,115.78125,56.56577166,,,1.6647157190000001,,11.63360301,149.81847130000003,0
1461,,46.90845096,,,2.309364548,14.07123347,,,0
1462,,,0.384901896,0.567680624,1.7650501669999998,12.29544941,,179.0185017,0
1463,,,0.171547145,,2.816889632,,,,0
1464,88.4921875,,0.659873834,,,,,68.57282104,0
1465,,45.36165168,0.486719086,,,,17.94934163,369.5528598,0
1466,95.390625,45.42236412,0.538937729,0.738468062,,,1.776940899,,0
1467,112.359375,,0.263789638,-0.094912681,1.328595318,,,,0
1468,119.6796875,48.86028129,,,,,,68.96408058,0
1469,,33.88645646,,,,,0.9279933909999999,,1
1470,,,,0.762068984,,14.15695469,9.692580709,123.2310659,0
1471,,45.12153726,-0.24509262,,,,,101.7693895,0
1472,,42.94727233,-0.193916328,0.47648363,,,,169.6964841,0
1473,128.3046875,,-0.18981362300000001,-0.475030489,17.29347826,,2.828970491,6.318684244,0
1474,104.6328125,,,,21.75250836,56.12704133,2.432275539,4.5566470080000006,0
1475,106.828125,46.80363056,0.362124031,,,,,,0
1476,,35.79315782,,21.80383747,138.7876254,,-0.44527018399999996,,1
1477,,,-0.008050957,-0.37537816799999996,,15.21650132,10.60908289,125.04177469999999,0
1478,141.359375,44.40346523,,0.103106469,2.505852843,13.63385759,,,0
1479,103.171875,,,,1.456521739,,11.65564845,148.7780086,0
1480,119.203125,70.1511047,,,13.245819400000002,,3.7243594819999997,12.30185657,0
1481,136.6171875,,0.135071049,-0.053703182,,9.323677346,,,0
1482,101.59375,,,,,32.83401227,5.493631097000001,,0
1483,87.515625,35.292966799999995,0.637397745,,1.455685619,,,,0
1484,,55.80308352,0.32009092100000003,-0.34533762799999995,61.049331099999996,,,-0.624164717,0
1485,,51.6603026,,-0.683698795,12.73327759,44.91318191,,,0
1486,,40.66274388,,1.666974916,,13.54956437,,,0
1487,88.125,43.39480816,0.516225516,0.9982256159999999,3.25083612,19.63404211,,,0
1488,,54.77154034,,-0.288130869,,18.26140452,,131.3957269,0
1489,125.7109375,40.13787806,0.384483845,,4.036789298,26.92905925,,52.18243896,0
1490,,,3.884819846,,34.35451505,59.02645009,1.850542127,2.812553835,1
1491,100.453125,42.51945499,0.436997481,1.142199163,,,6.129800307000001,,0
1492,107.2578125,52.22535993,,,,,6.189066795,38.62940598,0
1493,117.9609375,,,-0.261494018,3.161371237,19.57751627,7.604437193,,0
1494,123.2890625,52.18209588,0.17426765800000002,0.01608879,12.33026756,,,,0
1495,106.953125,,,1.32069811,3.094481605,21.15894467,,,0
1496,62.40625,42.81746094,2.005163265,6.355752862,,31.14662497,,,1
1497,,41.68046874,,,,15.07825164,,,0
1498,122.71875,,-0.073801781,,,73.53479772,,,0
1499,109.1875,,0.042333428,,6.872909699,,,27.40425006,0
1500,,39.36746502,0.714647965,2.005417205,,15.89775268,9.347670213999999,,0
1501,,44.94981943,,0.269764202,10.02257525,45.75123946,,,0
1502,,,-0.19787318,,4.226588629,,,41.32363996,0
1503,,,3.968126022,15.39874146,109.1831104,,,,1
1504,108.3828125,46.94413586,,0.096707241,,,,189.891458,0
1505,,,,1.128137583,,,9.137268637,100.76462790000001,0
1506,,49.35817492,0.44540815,,1.7115384619999998,14.11371285,,178.72611659999998,0
1507,101.65625,,,0.574123091,,28.00527493,7.037052931,49.79400089,1
1508,126.265625,53.52080267,0.050662415999999995,,,18.31036162,,87.07199556,0
1509,27.3671875,,4.875457338,28.675574600000004,,,0.094011155,-0.9303885709999999,1
1510,,,,0.127943674,0.947324415,,,,0
1511,112.0078125,,0.365664673,,,,,,0
1512,113.109375,,0.267891955,,1.7867892980000002,,,130.7594111,0
1513,120.640625,,,-0.235191765,,,,282.1852624,0
1514,,49.47730143,,,2.065217391,,10.24794148,,0
1515,,51.55244634,,-0.436250022,2.754180602,19.52949337,8.791482173,84.8817313,0
1516,,,0.224973449,1.068217959,,14.20290809,12.2749244,166.9698124,0
1517,,,,,2.9414715719999998,,9.053951739,99.08669982,0
1518,,49.34849899,,1.102570305,5.490802676,27.76409972,6.181767503,40.39924672,1
1519,,56.10620509,-0.053076592,,,15.59801922,9.856962011,119.0535338,0
1520,,49.18705329,,-0.126919861,,14.52351205,,133.8597588,0
1521,,46.57824752,-0.29379806399999997,0.071820277,2.183946488,18.11075947,,93.40048109,0
1522,130.1484375,51.13265374,-0.206151273,,3.9715719060000003,,,57.86820879,0
1523,86.5625,,,,,,,57.0856296,0
1524,141.578125,47.70524889,,,,14.20330422,,,0
1525,,,0.36166483200000005,0.16831617899999998,,,9.941431581,,0
1526,128.90625,57.85008069,,-0.542600954,,12.40299783,13.34164946,,0
1527,106.9296875,,,0.989107845,4.869565217,26.10993692,5.829097453999999,,0
1528,,48.79108595,,-0.23591014800000001,2.995819398,,,78.37053063,0
1529,140.8515625,48.92981099,,,3.340301003,21.28494564,7.51362971,,0
1530,122.453125,52.10534092,,,,,,3.546672654,0
1531,,,0.011557872,-0.349567426,1.9306020069999998,12.11446384,,,0
1532,,46.09308726,0.20125360399999997,,,13.19987607,13.9116647,216.63243799999998,0
1533,121.8125,50.40906881,,,,25.06943662,,,0
1534,,,-0.409957133,-0.17512163600000002,3.569397993,22.34626483,,,0
1535,129.0,,0.120673985,,,,0.621127401,-1.40828888,0
1536,121.1015625,51.76944681,,-0.33796855,1.35451505,,14.92496544,308.5622582,0
1537,108.65625,,0.18183638100000002,0.117573425,,,12.69823022,,0
1538,108.6875,,,,,,8.331104294,91.69409172,0
1539,,49.11847921,-0.066896754,-0.032290647,,13.68375194,9.270197061000001,121.1530635,0
1540,,42.760785799999994,-0.026177983,0.49632374,5.848662207,30.30463512,,,0
1541,,50.04930918,-0.017550072,,1.836956522,,,191.5354055,0
1542,106.28125,43.02178545,,,1.610367893,17.25115554,12.11019331,,0
1543,84.515625,,,1.7213519940000002,1.641304348,13.69126615,11.38150687,156.33400680000003,0
1544,,,0.521064317,0.7134108029999999,0.882107023,,,,0
1545,,,0.179167307,0.143297819,2.326086957,15.91471906,10.08996547,124.0097828,0
1546,110.3515625,,0.163439455,,0.828595318,,,,0
1547,132.8984375,46.26128914,,,1.8486622069999998,13.82558604,11.11882151,151.40259780000002,0
1548,,41.53468216,-0.464613525,0.8816935840000001,,30.61022564,6.757501984,43.98100174,0
1549,,,0.041311657,0.664394114,,,8.321653142,,0
1550,112.9765625,52.03986826,0.203281281,,,,4.256547127,,0
1551,111.8359375,,0.222363465,,5.130434783,25.46743038,6.342296242000001,44.20754965,0
1552,114.7109375,,0.21824393399999997,-0.087056881,3.323578595,,,,0
1553,119.71875,39.24660365,,0.607443272,3.993311037,,,46.09726076,0
1554,105.4609375,,,,1.35451505,13.85054258,,168.40550890000003,0
1555,,48.38260435,0.032397124,-0.120469967,8.900501672,,,,0
1556,,50.51834589,,,1.413043478,,13.22542587,235.54242689999998,0
1557,47.890625,32.21951912,3.475947142,16.65319314,8.848662207,37.14060341,4.6683279760000005,,1
1558,,,,,,13.65486175,,182.7048224,0
1559,,,,,2.276755853,16.30338911,9.299481768,100.7780015,0
1560,51.046875,33.52211476,,,,,,13.0764954,1
1561,73.0,,,,,68.69177328,,,1
1562,119.8125,49.46380463,0.081767681,,2.086120401,,,105.4288544,0
1563,,,,,,9.048203704,,558.8449995,0
1564,105.4765625,38.67633418,0.43897652299999995,,,,7.532951297,73.78258782,0
1565,,,,2.679992894,,21.39473588,,65.06109868,0
1566,74.8359375,,,2.26605696,,31.56297326,,19.88177884,0
1567,,50.00899272,0.5126331120000001,,,24.29602482,6.89789687,,0
1568,94.921875,41.11998628,0.085351535,0.971594141,,68.82130598,1.943111546,,0
1569,,47.12961837,0.905927661,0.7676705290000001,7.64548495,34.6659125,,,0
1570,,33.68418695,0.44155775399999997,2.469683977,,19.24154582,,,0
1571,,43.24160456,,0.5508155920000001,2.557692308,,,78.47748027,0
1572,42.8671875,,4.587357765,27.35593756,,52.51075098,2.808475775,7.36393609,1
1573,,,,,2.74916388,15.62094761,,79.46990435,0
1574,123.0546875,49.94298446,,-0.006963169,,,,139.22448880000002,0
1575,101.40625,44.15198139,0.443495212,1.543538875,24.27759197,,2.272118522,3.579433144,0
1576,,53.44242884,-0.154114256,-0.537349325,,,21.16340683,,0
1577,105.640625,,0.830424487,,13.36538462,,,,1
1578,,,,-0.312989618,,14.55075896,9.812696699999998,,0
1579,,42.586727200000006,0.028070624,0.45927186,5.7173913039999995,,5.755802603999999,,0
1580,,,-0.181602677,,,,,,0
1581,55.4609375,33.90840197,,,21.26839465,,2.694901588,,1
1582,,46.33387665,,,,15.14286343,9.57670609,112.23191740000001,0
1583,109.7734375,37.89339793,0.23296442399999998,,1.360367893,14.13295922,13.67090656,,0
1584,132.9765625,39.25068965,-0.190663109,,,,9.956426993,122.1164601,0
1585,122.1015625,,,-0.533371047,,,11.68979902,,0
1586,98.90625,42.20678957,0.627781454,,1.425585284,,13.84143164,234.8953866,0
1587,,51.75508955,,,,33.55065389,4.710253644,22.23052887,0
1588,,,,,,22.06432365,8.243230848,71.11259076,0
1589,75.1640625,,0.795076518,2.8755124239999996,8.95819398,,,,0
1590,130.5078125,44.65580101,0.131694604,-0.17164027399999998,9.638795987,,4.288426479,16.9975901,0
1591,,,0.654479493,,2.077759197,15.49257478,10.71148729,,0
1592,116.40625,,,0.8771002529999999,,,6.024637359,38.02722289,0
1593,,,,,7.777591973,35.07708710000001,5.0407896569999995,25.31796139,0
1594,126.2734375,51.83759417,0.031219511000000002,,,,,9.650861379,0
1595,102.5546875,,0.557581179,2.6492379269999997,9.404682273999999,36.27514851,4.2283405389999995,17.41977877,0
1596,131.40625,45.080732700000006,,0.337551369,1.9180602009999999,,10.96518564,156.2535091,0
1597,136.78125,52.19972724,,,3.510033445,,7.611175157000001,63.63028444,0
1598,,,-0.064624429,0.168395994,28.57441472,65.28328017,2.011369947,2.4023934319999998,0
1599,,,4.800069685,28.05925576,,53.78264156,,,1
1600,,40.26803507,0.373218165,1.759820713,,,8.344270905,,0
1601,,58.18837219,,-0.46725743700000005,68.82190635,86.24383583,0.587272528,-1.4284434430000001,0
1602,,,,-0.297889217,18.93394649,,,5.192975721,0
1603,,39.86324278,,1.149177724,,,10.402901400000001,118.6069203,0
1604,,38.35189193,0.516893224,1.8512432380000001,1.579431438,12.18336268,12.490852199999999,,0
1605,,41.74649636,0.283139422,0.737434664,2.423076923,,,,0
1606,,,0.47949748700000006,,,16.18185346,8.953150254,102.90373819999999,0
1607,,56.01886922,,,3.128762542,16.08922058,7.792529214,81.43909061,0
1608,100.9453125,,0.39820393299999995,0.373634276,3.673076923,,7.219529218,55.80961774,0
1609,104.3125,,0.457779349,0.72297998,0.781772575,10.97846945,17.10977725,,0
1610,125.140625,,0.012578296999999999,,,,,,0
1611,97.3515625,,0.7685964759999999,0.18739214199999998,,16.77617377,10.88055608,,0
1612,,42.21249187,,,,29.59141835,5.235384935,,0
1613,,44.56232194,,,3.918896321,,7.007973295,,0
1614,131.0,47.62303146,-0.011343903,-0.023431626,0.570234114,8.976702489,21.78444163,,0
1615,127.265625,,,-0.485959223,3.551839465,,7.2679096770000005,,0
1616,,,0.48635100200000003,-0.419461005,,26.04370894,,34.46885871,0
1617,,,,-0.438723684,4.153010033,22.271601800000003,,,0
1618,,31.17166647,6.710202992,,106.3595318,54.36439822,0.745579271,0.951048193,1
1619,,,0.252781921,-0.060405984,,12.83317717,,,0
1620,,,,,,21.86321834,,,0
1621,83.921875,44.09730175,,0.7589809940000001,,13.84053545,12.14352127,166.1143586,0
1622,123.5703125,57.27669732,,,,21.32027994,8.74531061,84.63796303,1
1623,,48.87747194,-0.079337171,-0.306004071,2.060200669,17.87446156,,,0
1624,109.3671875,,0.026733787000000002,0.244851161,3.720735786,22.68905571,,48.82494932,0
1625,90.0703125,45.28299619,0.768028323,0.83413215,,12.16456144,13.9498853,226.0178042,0
