,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,class
327,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.68,,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.68,,0.086,,0.0,0.0,0.0,1.41,5.0,79.0,0
328,0.0,0.0,,0.0,0.0,3.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.44,0.0,0.0,0.0,0.0,0.0,,6.89,0.0,,0.0,0.0,0.0,3.44,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.52,0.0,0.0,0.0,0.0,1.0,,7.0,0
329,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.154,,0.154,0.0,0.0,3.304,48.0,76.0,0
330,0.16,0.0,0.0,0.0,0.66,,0.0,0.0,0.0,,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.16,0.0,0.16,,,,,0.0,,0.047,0.023,0.0,0.0,0.0,1.983,19.0,240.0,0
331,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,2.2,,0.55,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0
332,0.0,0.0,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,,0.0,0.0,2.12,0.0,0.0,0.0,0.344,0.0,0.0,0.0,0.0,1.4,5.0,14.0,0
333,0.0,0.13,0.52,0.0,0.0,0.13,0.0,0.79,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.13,0.0,,,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.13,,0.0,0.0,,0.0,,0.02,0.061,0.0,0.04,0.04,0.0,,26.0,372.0,0
334,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,20.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,1.0,5.0,0
335,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.77,0.0,,0.0,2.32,,,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.102,0.0,0.0,4.771,26.0,167.0,0
336,0.0,0.0,,0.0,0.37,0.0,0.0,,,0.0,0.0,0.37,0.0,,0.0,0.37,0.0,0.0,0.37,0.0,0.37,0.0,0.0,0.0,0.37,0.74,,,0.0,0.0,,0.0,0.0,0.0,,0.37,0.74,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,,0.0,0.162,0.0,0.0,,,2.643,34.0,193.0,0
337,,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,,0.0,0.105,0.0,,0.0,0.0,1.333,7.0,48.0,1
338,0.0,,0.44,0.0,1.34,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.89,0.0,2.24,0.0,1.34,0.0,0.44,0.44,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1.34,0.0,0.0,0.0,0.0,0.068,0.0,0.482,0.896,0.0,6.77,,325.0,1
339,0.16,0.08,,,0.0,0.0,0.0,0.0,0.16,0.33,0.0,0.67,,0.0,,0.0,0.5,0.33,,,0.42,0.0,,0.08,,,0.0,,0.0,0.08,,0.0,0.0,,0.0,1.09,1.34,0.0,0.16,0.0,,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.084,0.408,0.06,0.0,0.012,0.0,4.179,,1655.0,0
340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,3.7,0.0,0.0,3.7,0.0,0.0,,0.0,0.0,,0.0,0.0,0.689,,0.0,0.0,,5.0,17.0,0
341,0.25,0.0,0.51,,0.25,0.51,0.25,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.25,0.0,0.76,2.29,0.0,0.51,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.0,0.132,0.354,0.0,0.0,2.593,14.0,,1
342,,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.95,0.0,0.95,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.238,6.0,,1
343,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,9.52,4.76,4.76,4.76,,4.76,4.76,,0.0,,4.76,4.76,0.0,0.0,0.0,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.257,,0.0,0.0,,3.333,11.0,,0
344,0.16,0.0,,,1.3,0.65,0.0,0.65,,,0.0,0.16,,,,0.32,1.63,2.45,1.79,0.0,1.14,0.0,,0.32,0.0,,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.027,0.0,0.622,0.027,0.0,1.25,12.0,165.0,1
345,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,0.501,0.167,0.0,0.0,0.083,,28.0,239.0,0
346,0.0,0.33,0.33,0.0,0.66,0.0,0.0,0.33,0.0,0.33,0.0,0.33,0.0,0.0,0.0,0.66,1.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,0.054,,34.0,,1
347,0.0,0.0,0.47,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.95,,2.38,,,0.0,0.47,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.47,0.0,0.0,0.0,0.0,0.082,0.0,0.496,0.248,0.0,5.187,80.0,,1
348,0.0,,,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.85,2.46,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.176,0.0,0.353,0.0,0.0,2.25,13.0,81.0,1
349,0.0,0.0,0.0,,0.68,0.0,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.04,1.36,,2.04,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.309,0.0,0.0,2.111,14.0,95.0,1
350,,0.0,0.11,0.0,0.34,0.22,0.0,0.0,,0.0,0.0,,0.11,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.79,0.11,0.0,,0.0,0.0,0.0,0.34,0.0,0.0,0.11,0.22,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.096,0.192,0.08,0.0,,,,32.0,549.0,0
351,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.19,0.0,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.06,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.143,0.0,0.0,0.0,,2.714,13.0,76.0,0
352,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1.02,0.0,0.0,,0.0,1.02,0.0,0.0,0.352,0.0,0.176,0.0,,1.241,3.0,36.0,0
353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.169,0.0,0.0,3.0,12.0,36.0,1
354,0.0,,0.26,0.0,0.0,0.0,,0.0,,0.0,0.26,0.0,0.0,0.0,0.0,,0.0,0.26,,0.0,0.0,0.0,0.0,0.0,0.26,,0.0,,,0.0,0.0,0.0,,,0.0,,0.53,0.0,0.0,0.0,0.0,,0.0,0.26,0.0,2.4,0.0,,0.036,0.109,0.0,0.0,0.036,,1.632,11.0,307.0,0
355,0.0,0.33,1.34,0.0,0.0,0.0,1.34,,0.0,0.33,0.33,0.33,,0.0,0.0,0.67,0.67,0.33,0.67,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.33,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.161,0.0,0.053,0.0,0.053,2.036,,,1
356,0.0,1.28,0.0,0.0,0.64,0.0,0.0,,,1.28,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.64,,1.92,0.0,0.0,0.0,,0.64,0.0,0.64,0.0,,1.28,0.0,0.64,0.0,0.0,0.0,0.64,0.0,0.64,0.0,0.0,0.0,,0.418,0.0,0.209,0.0,,1.888,22.0,102.0,0
357,,,1.49,,0.0,,0.0,0.0,0.0,0.0,0.0,1.49,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,1.49,0.0,0.0,,0.0,,0.0,0.0,0.238,,0.238,0.0,0.0,2.0,8.0,50.0,0
358,0.0,,,,0.7,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,3.52,0.0,0.0,0.0,0.0,0.0,0.0,,1.4,0.0,0.0,0.0,0.0,0.7,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,,0.1,0.0,0.1,,0.0,1.682,,69.0,0
359,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.89,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.583,,38.0,0
360,0.0,,0.0,0.0,0.67,0.0,0.67,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.114,,0.0,0.228,0.228,0.0,2.847,16.0,168.0,1
361,,,0.27,,0.0,0.0,0.0,,0.27,0.55,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.27,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.27,0.0,0.0,0.0,,0.0,0.048,0.0,0.0,1.873,47.0,,0
362,1.03,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,1.03,0.0,0.0,0.0,1.03,0.0,0.0,3.62,0.0,1.03,0.0,0.0,0.51,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.176,0.176,0.0,2.766,,83.0,1
363,0.0,,0.25,,0.0,0.0,0.0,0.0,,0.0,0.0,0.25,0.25,0.0,0.0,,0.0,0.0,4.02,0.0,4.02,,0.0,0.0,0.75,,0.0,0.0,0.25,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.111,,,0.0,0.0,4.446,,209.0,0
364,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.73,,,,,0.86,0.86,0.86,0.0,0.86,0.86,0.86,,,1.73,0.86,0.0,0.0,1.73,0.0,1.73,0.0,0.0,0.0,0.0,0.289,0.0,0.0,0.0,,1.978,12.0,91.0,0
365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.25,6.0,9.0,0
366,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.64,0.64,0.0,0.0,0.0,0.0,1.29,0.0,1.29,5.19,1.29,0.0,,0.64,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.468,0.0,0.093,,0.0,2.755,,135.0,1
367,0.31,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.31,0.0,0.0,,0.0,0.31,0.0,0.31,3.76,0.31,0.62,0.0,0.0,0.62,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.25,0.0,0.0,0.0,0.0,0.055,0.0,0.055,0.111,,2.358,32.0,,1
368,0.0,0.0,1.02,0.0,0.51,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,1.53,0.0,1.53,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.09,,0.542,0.0,0.0,1.972,19.0,146.0,1
369,0.0,1.32,0.56,0.0,,0.94,0.0,0.18,0.37,0.75,,,0.0,0.0,0.0,0.0,,0.0,2.45,0.0,0.94,0.0,0.0,,0.0,0.0,0.18,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.241,0.107,0.0,2.623,35.0,244.0,1
370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,9.0,26.0,0
371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.9,0.0,0.0,,0.0,0.0,,0.6,,0.6,0.0,0.0,0.0,0.0,0.3,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.173,,0.0,0.129,,,31.0,,0
372,0.06,,,0.0,,0.06,0.0,0.03,0.03,0.16,,0.59,0.06,,0.0,0.19,0.0,0.0,1.23,0.19,1.06,0.0,0.0,0.0,1.53,0.23,0.0,,0.0,,0.36,0.0,0.0,0.0,0.13,0.09,,0.16,0.19,0.0,,0.0,0.0,0.06,,0.0,0.0,0.13,0.024,0.231,0.0,,0.009,0.004,1.885,25.0,,0
373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,5.0,0
374,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,12.0,0
375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.83,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.863,0.143,0.0,0.0,0.0,4.484,33.0,,0
376,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.78,,0.0,0.78,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.263,0.0,0.0,1.047,2.0,22.0,0
377,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,1.88,,0.0,0.0,,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.88,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,1.533,5.0,,0
378,,,0.0,,,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.24,,,,0.0,,7.0,48.0,0
379,,0.39,0.19,0.0,0.19,0.09,0.0,0.0,0.0,0.0,0.0,0.29,0.0,,0.29,0.0,0.0,,0.89,0.0,0.29,,0.0,0.0,0.49,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,,0.0,,,0.09,,0.09,,0.0,,1.352,,0.0,,0.0,,1.679,,,0
380,0.0,0.0,0.0,,0.9,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.9,,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.9,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.318,0.0,0.0,0.0,,,,39.0,0
381,,0.0,,0.0,0.49,0.0,0.0,0.24,0.0,0.24,,0.49,0.0,0.0,0.0,0.99,,0.0,2.47,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,2.868,44.0,,1
382,0.0,0.0,0.31,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,,0.31,0.0,0.0,0.31,0.0,,0.0,0.63,0.63,0.0,0.63,0.0,,0.0,0.0,0.0,,0.31,0.0,0.31,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,3.183,55.0,191.0,0
383,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,3.48,,2.32,0.0,,2.32,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,8.733,42.0,,1
384,0.0,0.0,0.0,,0.0,0.79,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.79,0.0,0.0,1.58,0.0,0.0,0.0,0.79,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.231,0.347,0.462,0.0,0.0,5.793,22.0,168.0,1
385,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1.69,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.0,,1.69,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.071,,15.0,0
386,0.0,0.0,0.55,0.0,1.11,,0.18,0.0,,0.0,0.0,0.18,0.92,,0.18,0.0,0.37,0.37,3.15,0.0,0.92,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.182,0.0,0.426,0.0,0.0,1.283,4.0,68.0,1
387,2.32,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,,4.65,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.0,0.0,,0.0,0.0,0.0,0.159,0.0,0.0,1.346,4.0,,0
388,0.0,,0.71,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.43,0.71,0.0,2.87,0.0,,0.0,,0.71,1.43,0.0,0.0,1.43,0.0,0.0,0.0,0.0,2.15,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.08,0.322,,0.0,0.0,0.0,3.9,27.0,156.0,0
389,0.0,0.39,1.18,,0.39,0.0,,0.0,0.0,0.78,0.78,0.78,0.0,0.0,0.39,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.064,0.0,0.843,0.129,0.064,5.87,42.0,,1
390,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.84,0.0,0.0,,0.0,0.0,0.0,5.04,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.84,0.0,,0.0,0.0,0.143,,0.143,0.0,0.0,1.37,4.0,37.0,0
391,0.0,2.12,0.0,,0.0,,0.0,,,2.12,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,0.0,2.692,,35.0,0
392,,,2.94,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,2.94,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.505,0.0,0.0,,4.0,,0
393,0.0,0.0,,0.0,0.0,0.0,0.46,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,1.4,1.87,0.0,0.0,0.93,0.46,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,,0.0,,0.0,,,91.0,1
394,0.76,0.19,,0.0,,,0.0,0.25,0.76,0.31,0.25,1.52,0.31,0.38,0.0,,0.44,0.06,2.98,0.69,,0.0,0.44,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.12,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.087,0.054,0.439,0.241,0.065,,,1070.0,1
395,0.41,,0.0,0.0,0.0,,,,0.0,,,1.23,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,3.3,0.0,,0.0,0.0,1.65,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.41,,0.198,0.0,,0.0,0.0,1.569,7.0,113.0,0
396,0.0,,0.15,0.0,0.31,,0.15,0.0,,0.15,0.15,0.0,0.0,0.0,0.0,1.11,0.0,1.27,0.79,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.15,0.0,0.0,0.0,,,0.0,0.0,,,0.088,0.0,0.862,,,,51.0,1128.0,1
