,i,j
1767,122,617
1768,122,1105
1769,122,1208
1770,122,1443
1771,122,2430
1772,122,2432
1773,122,2608
1774,122,2609
1775,122,2649
1776,122,2935
1777,123,132
1778,123,1006
1779,124,2211
1780,124,2276
1781,124,2280
1782,124,277
1783,124,365
1784,124,415
1785,124,772
1786,124,818
1787,124,835
1788,124,1336
1789,124,1634
1790,124,1792
1791,124,2590
1792,124,2855
1793,124,3160
1794,125,2218
1795,125,2391
1796,126,1626
1797,127,255
1798,127,2576
1799,127,2644
1800,127,2693
1801,128,0
1802,129,960
1803,129,1217
1804,129,2642
1805,130,2072
1806,130,1257
1807,130,2334
1808,131,40
1809,132,2245
1810,132,123
1811,133,922
1812,133,970
1813,134,662
1814,134,1632
1815,134,2909
1816,135,2932
1817,136,3262
1818,137,2011
1819,137,2115
1820,137,2201
1821,137,2289
1822,137,308
1823,137,1120
1824,137,1297
1825,137,1421
1826,137,1467
1827,137,1566
1828,137,1689
1829,137,2454
1830,137,2574
1831,137,2941
1832,137,2986
1833,138,1718
1834,138,3048
1835,139,1393
1836,139,2764
1837,140,1435
1838,140,1821
1839,141,2242
1840,141,325
1841,141,580
1842,141,947
1843,141,2607
1844,142,500
1845,142,2478
1846,143,1241
1847,144,1782
1848,145,3315
1849,146,1988
1850,147,2289
1851,148,5
1852,148,2232
1853,148,151
1854,148,643
1855,148,2586
1856,148,2587
1857,148,2659
1858,149,83
1859,149,2508
1860,149,2658
1861,149,2921
1862,149,3054
1863,149,3106
1864,150,2244
1865,150,1155
1866,150,2518
1867,151,148
1868,152,1714
1869,153,84
1870,153,2289
1871,154,83
1872,154,2528
1873,155,187
1874,155,3207
1875,155,3208
1876,156,2950
1877,157,158
1878,158,157
1879,159,1220
1880,160,71
1881,160,2035
1882,160,981
1883,161,1887
1884,161,2058
1885,161,596
1886,161,939
1887,161,1125
1888,161,1240
1889,161,1764
1890,161,2419
1891,161,2420
1892,161,2651
1893,161,2652
1894,161,2653
1895,162,1760
1896,163,2400
1897,164,2237
1898,164,526
1899,164,703
1900,164,2452
1901,165,1756
1902,166,991
1903,166,3147
1904,167,1873
1905,167,2195
1906,167,260
1907,167,599
1908,167,679
1909,167,687
1910,167,743
1911,167,1030
1912,167,1055
1913,167,1207
1914,167,3108
1915,168,794
1916,168,2549
1917,169,2505
1918,170,2280
1919,170,365
1920,170,424
1921,170,474
1922,170,811
1923,170,972
1924,170,1065
1925,170,1336
1926,170,2590
1927,170,2782
1928,170,2854
1929,171,1460
1930,172,1973
1931,172,1238
1932,172,3140
1933,173,793
1934,173,2459
1935,173,3265
1936,174,1365
1937,175,1364
1938,175,2837
1939,175,2885
1940,176,2289
1941,177,12
1942,177,1857
1943,177,485
1944,177,775
1945,177,1699
1946,177,2457
1947,177,2519
1948,178,2049
1949,179,1479
1950,180,1845
1951,180,2175
1952,180,1589
1953,181,2589
1954,181,2989
1955,182,381
1956,182,971
1957,182,1728
1958,182,2507
1959,183,2570
1960,184,2316
1961,185,2970
1962,186,1681
1963,186,2837
1964,187,155
1965,187,3207
1966,188,1986
1967,188,1428
1968,189,2740
1969,189,3226
1970,190,1113
1971,190,2591
1972,190,2949
1973,190,2958
1974,190,3016
1975,191,431
1976,191,468
1977,191,1067
1978,191,1666
1979,191,2411
1980,191,2431
1981,191,2495
1982,191,2609
1983,192,2311
1984,193,1682
1985,194,2974
1986,195,1923
1987,195,1182
1988,195,2497
1989,195,2801
1990,195,2802
1991,196,2089
1992,196,369
1993,196,736
1994,196,2367
1995,197,2030
1996,197,1283
1997,198,2273
1998,198,504
1999,199,847
2000,200,1535
2001,201,1212
2002,202,2938
2003,203,2179
2004,203,2248
2005,203,2756
2006,204,2733
2007,205,2232
2008,205,2436
2009,205,2589
2010,206,300
2011,206,2937
2012,207,1528
2013,208,3163
2014,209,120
2015,209,436
2016,209,924
2017,209,971
2018,209,1057
2019,209,1487
2020,209,1674
2021,209,2335
2022,209,2384
2023,210,1982
2024,210,659
2025,211,2738
2026,211,3109
2027,211,3110
2028,212,677
2029,213,1176
2030,213,2329
2031,213,2566
2032,213,2600
2033,213,2616
2034,214,583
2035,215,1904
2036,215,2084
2037,215,1225
2038,215,1440
2039,215,1764
2040,215,2419
2041,215,2420
2042,216,625
2043,216,866
2044,216,2344
2045,217,2025
2046,217,1396
2047,217,1402
2048,217,2985
2049,217,3311
2050,218,1741
2051,219,2010
2052,219,255
2053,219,690
2054,220,1964
2055,221,985
2056,221,1467
2057,221,2694
2058,222,834
2059,222,3114
2060,223,2042
2061,223,588
2062,223,1719
2063,224,1793
2064,225,2264
2065,225,466
2066,226,22
2067,226,2758
2068,227,1182
2069,228,54
2070,229,2986
2071,230,2994
2072,230,2995
2073,230,2996
2074,231,1810
2075,232,750
2076,233,796
2077,234,2194
2078,234,1151
2079,234,3307
2080,235,1945
2081,236,2354
2082,237,1970
2083,237,960
2084,238,3246
2085,239,1713
2086,240,58
2087,240,242
2088,240,916
2089,241,1932
2090,241,3045
2091,242,58
2092,242,240
2093,242,880
2094,243,1640
2095,244,1860
2096,244,1735
2097,244,2480
2098,244,2532
2099,244,2598
2100,244,3279
2101,245,2931
2102,246,2434
2103,246,3037
2104,246,3200
2105,247,303
2106,247,460
2107,247,1223
2108,247,2514
2109,248,2680
2110,249,1974
2111,249,2258
2112,249,695
2113,249,759
2114,250,565
2115,251,946
2116,251,947
2117,252,704
2118,253,1447
2119,254,2933
2120,255,27
2121,255,1844
2122,255,1860
2123,255,1904
2124,255,1927
2125,255,2199
2126,255,2256
2127,255,2323
2128,255,127
2129,255,219
2130,255,387
2131,255,412
2132,255,509
2133,255,513
2134,255,1147
2135,255,1461
2136,255,1628
2137,255,1754
2138,255,1757
2139,255,2502
2140,255,2597
2141,255,2634
2142,255,2662
2143,255,2675
2144,255,2676
2145,255,2677
2146,255,2678
2147,255,2679
2148,256,2400
2149,257,920
2150,257,1599
2151,258,2969
2152,259,1012
2153,260,167
2154,260,1207
2155,261,2390
2156,262,2352
2157,263,36
2158,264,924
2159,265,1624
2160,266,537
2161,267,1946
2162,267,821
2163,267,3258
2164,268,1980
2165,268,2175
2166,268,2657
2167,268,2973
2168,269,516
2169,269,1581
2170,270,702
2171,270,1091
2172,270,2645
2173,271,603
2174,271,756
2175,271,2658
2176,272,1913
2177,272,796
2178,272,831
2179,272,1046
2180,273,2135
2181,273,1147
2182,273,1225
2183,273,1764
2184,273,2638
2185,274,1062
2186,274,2618
2187,275,876
2188,275,922
2189,276,281
2190,276,530
2191,277,2023
2192,277,2040
2193,277,124
2194,277,1191
2195,277,1761
2196,277,2572
2197,277,2855
2198,278,18
2199,278,1752
2200,278,3228
2201,279,1839
2202,279,432
2203,280,2179
2204,281,276
2205,281,2390
2206,281,2493
2207,282,2955
2208,283,1912
2209,283,1919
2210,283,1796
2211,283,2845
2212,283,2847
2213,283,3083
2214,284,1215
2215,284,1322
2216,285,897
2217,286,1716
2218,287,913
2219,288,3266
2220,289,3183
2221,290,2289
2222,290,500
2223,290,1045
2224,290,3035
2225,291,1809
2226,292,1171
2227,292,1660
2228,292,2490
2229,293,60
2230,293,416
2231,294,12
2232,294,541
2233,294,857
2234,295,2691
2235,296,1949
2236,296,430
2237,296,468
2238,296,1563
2239,296,1619
2240,296,1717
2241,297,1805
2242,298,1492
2243,299,2261
2244,299,922
2245,300,2070
2246,300,206
2247,301,891
2248,302,1073
2249,302,1354
2250,303,247
2251,303,490
2252,303,3028
2253,304,1276
2254,305,2120
2255,305,486
2256,306,1037
2257,307,2160
2258,307,714
2259,307,922
2260,307,2576
2261,307,2679
2262,307,2792
2263,308,70
2264,308,137
2265,308,1120
2266,308,1566
2267,308,2574
2268,309,2248
2269,310,1413
2270,311,1470
2271,312,18
2272,312,937
2273,312,1289
2274,312,2972
2275,313,1085
2276,313,1374
2277,313,2781
2278,313,2782
2279,314,408
2280,315,2354
2281,316,2392
2282,316,2440
2283,317,2628
2284,318,702
2285,319,2254
2286,319,700
2287,319,747
2288,319,2331
2289,319,2658
2290,319,2745
2291,319,3054
2292,320,47
2293,321,2603
2294,322,95
2295,322,2248
2296,322,543
2297,322,2511
2298,323,1409
2299,324,33
2300,325,101
2301,325,1957
2302,325,141
2303,325,580
2304,325,1074
2305,325,2865
2306,326,2723
2307,327,1829
2308,327,2435
2309,328,2295
2310,328,755
2311,329,582
2312,329,1005
2313,329,2425
2314,330,2189
2315,331,1832
2316,331,1819
2317,332,73
2318,332,1279
2319,333,2189
2320,335,2160
2321,335,922
2322,335,1521
2323,335,1681
2324,335,2792
2325,335,2838
2326,335,3039
2327,336,2244
2328,337,2194
2329,337,3287
2330,339,12
2331,339,857
2332,339,2501
2333,340,2134
2334,340,2491
2335,340,2571
2336,341,959
2337,342,1463
2338,343,1934
2339,343,1960
2340,343,2180
2341,343,1702
2342,343,2564
2343,343,2591
2344,344,654
2345,346,3200
2346,347,1851
2347,347,898
2348,347,1017
2349,347,1166
2350,347,1353
2351,347,1375
2352,347,1705
2353,347,2375
2354,347,2533
2355,347,2604
2356,347,2645
2357,349,2321
2358,350,386
2359,350,1105
2360,350,1524
2361,350,1682
2362,350,2608
2363,351,2255
2364,351,2873
2365,352,804
2366,353,1752
2367,354,1912
2368,354,1021
2369,354,2632
2370,355,483
2371,356,1121
2372,356,2750
2373,357,2150
2374,357,1328
2375,357,2421
2376,358,1303
2377,359,2312
2378,359,1295
2379,360,504
2380,360,1677
2381,360,2510
2382,360,2930
2383,360,3299
2384,361,2203
2385,361,671
2386,361,1678
2387,362,2107
2388,363,1280
2389,363,1709
2390,364,404
2391,364,830
2392,364,846
2393,364,2884
2394,365,124
2395,365,170
2396,365,424
2397,365,835
2398,365,1336
2399,365,1499
2400,365,1712
2401,365,1766
2402,365,2703
2403,366,3244
2404,367,673
2405,368,397
2406,369,2138
2407,369,196
2408,369,2367
2409,370,1519
2410,371,2097
2411,372,1165
2412,373,1998
2413,373,2704
2414,373,3230
2415,374,1841
2416,374,2876
2417,375,1938
2418,375,631
2419,375,757
2420,375,1125
2421,375,1418
2422,375,2807
2423,376,2043
2424,376,866
2425,376,2858
2426,376,3034
2427,377,440
2428,377,879
2429,377,1172
2430,377,2368
2431,377,2390
2432,377,2456
2433,377,2481
2434,378,2302
2435,378,2328
2436,379,17
2437,379,2289
2438,380,115
2439,380,1377
2440,381,1877
2441,381,2198
2442,381,182
2443,381,2378
2444,381,2379
2445,382,2157
2446,382,2532
2447,383,996
2448,384,672
2449,384,1492
2450,384,2525
2451,385,2448
2452,386,1970
2453,386,2206
2454,386,350
2455,386,1067
2456,386,1296
2457,386,1682
2458,386,1777
2459,386,2667
2460,386,2779
2461,386,2780
2462,387,43
2463,387,1936
2464,387,2160
2465,387,255
2466,387,512
2467,387,534
2468,387,612
2469,387,714
2470,387,851
2471,387,922
2472,387,1443
2473,387,1521
2474,387,1747
2475,387,1782
2476,387,2419
2477,387,2792
2478,387,2849
2479,387,2869
2480,388,2155
2481,389,930
2482,389,2558
2483,389,2809
2484,390,2468
2485,391,608
2486,391,1587
2487,391,2485
2488,393,2333
2489,394,570
2490,394,1168
2491,395,1936
2492,395,512
2493,395,790
2494,395,1521
2495,395,1523
2496,395,2792
2497,396,581
2498,397,368
2499,398,1431
2500,399,1623
2501,400,572
2502,401,936
2503,401,1310
2504,401,3046
2505,402,97
2506,402,701
2507,402,2584
2508,403,1645
2509,403,2978
2510,404,2272
2511,404,364
2512,404,1199
2513,404,2384
2514,404,2386
2515,405,984
2516,406,1951
2517,406,1956
2518,406,1403
2519,406,2579
2520,406,2580
2521,407,1206
2522,408,314
2523,408,1069
2524,408,2719
2525,409,1768
2526,411,2247
2527,411,3068
2528,412,2021
2529,412,2080
2530,412,122
2531,412,255
2532,412,617
2533,412,1105
2534,412,1208
2535,412,2430
2536,412,2503
2537,412,2935
2538,414,1294
2539,414,1636
2540,415,2124
2541,415,124
2542,415,1801
2543,416,60
2544,416,293
2545,417,536
2546,417,1676
2547,417,2672
2548,418,3079
2549,418,3087
2550,419,925
2551,420,2233
2552,420,969
2553,420,1332
2554,420,2560
2555,421,780
2556,421,3026
2557,421,3035
2558,422,1862
2559,422,587
2560,422,746
2561,423,83
2562,423,2247
2563,423,670
2564,423,1718
2565,423,2331
2566,423,2921
2567,423,3027
2568,423,3106
2569,424,170
2570,424,365
2571,424,2590
2572,424,2855
2573,425,495
2574,426,1867
2575,426,434
2576,427,635
2577,427,2909
2578,428,95
2579,428,2248
2580,428,826
2581,429,1876
2582,429,2873
2583,430,1858
2584,430,2103
2585,430,2175
2586,430,296
2587,430,1696
2588,430,2532
2589,430,2645
2590,431,59
2591,431,1950
2592,431,2323
2593,431,191
2594,431,525
2595,431,617
2596,431,2609
2597,432,279
2598,433,1405
2599,433,1477
2600,434,1867
2601,434,426
2602,434,1116
2603,434,1633
2604,435,1838
2605,435,2602
2606,435,3238
2607,436,98
2608,436,1948
2609,436,2173
2610,436,209
2611,437,2010
2612,437,2392
2613,437,2792
2614,438,1604
2615,438,3255
2616,439,45
2617,440,377
2618,440,655
2619,441,2160
2620,441,714
2621,441,922
2622,441,2576
2623,441,2679
2624,441,2792
2625,442,1863
2626,442,1363
2627,442,1805
2628,442,2358
2629,443,1054
2630,443,1510
2631,444,1872
2632,445,3025
2633,446,2242
2634,446,1084
2635,446,2394
2636,446,2916
2637,447,1216
2638,448,614
2639,449,2591
2640,450,1792
2641,451,1138
2642,451,2668
2643,451,3161
2644,452,2991
2645,453,940
2646,453,1798
2647,453,2747
2648,454,2381
2649,454,3115
2650,455,3151
2651,456,522
2652,456,961
2653,457,2106
2654,458,1846
2655,458,2309
2656,458,2556
2657,458,3044
2658,459,1449
2659,459,3082
2660,460,247
2661,460,2514
2662,461,905
2663,462,59
2664,462,1965
2665,462,2009
2666,462,2235
2667,462,922
2668,462,1597
2669,462,1726
2670,462,2430
2671,462,2432
2672,462,2839
2673,462,3080
2674,463,3165
2675,464,2020
2676,464,2228
2677,465,612
2678,465,657
2679,465,801
2680,465,922
2681,465,1067
2682,465,1443
2683,465,1666
2684,465,1734
2685,465,2839
2686,465,3022
2687,465,3023
2688,466,12
2689,466,1857
2690,466,225
2691,467,2712
2692,468,59
2693,468,1927
2694,468,2175
2695,468,191
2696,468,296
2697,468,657
2698,468,714
2699,468,922
2700,468,1067
2701,468,1105
2702,468,1125
2703,468,1443
2704,468,1597
2705,468,1666
2706,468,1696
2707,468,1726
2708,468,1734
2709,468,2576
2710,468,2608
2711,468,2644
2712,468,2645
2713,468,2785
2714,468,2792
2715,468,2839
2716,468,2892
2717,468,2976
2718,468,3093
2719,469,2263
2720,469,1187
2721,470,1449
2722,471,2542
2723,472,1236
2724,473,2789
2725,474,170
2726,474,1391
2727,475,795
2728,475,2492
2729,476,105
2730,476,2448
2731,477,2710
2732,478,922
2733,478,1264
2734,479,2472
2735,480,1145
2736,480,1598
2737,481,1811
2738,482,2175
2739,482,630
2740,482,1091
2741,482,1236
2742,483,355
2743,484,2033
2744,484,1546
2745,485,177
2746,485,775
2747,485,2457
2748,486,305
2749,486,2433
2750,487,1506
2751,488,2472
2752,489,2090
2753,489,533
2754,490,303
2755,490,707
2756,490,723
2757,491,974
2758,491,2569
2759,492,2167
2760,492,921
2761,492,1742
2762,493,1597
2763,493,2441
2764,493,2785
2765,493,2786
2766,493,2839
2767,493,2935
2768,494,1724
2769,494,2687
2770,495,425
2771,496,3123
2772,497,1915
2773,497,535
2774,497,1396
2775,497,2714
2776,498,815
2777,498,1015
2778,498,2601
2779,498,2919
2780,498,3314
2781,499,1254
2782,499,1448
2783,499,2366
2784,500,142
2785,500,290
2786,500,1045
2787,500,2415
2788,500,3127
2789,501,2307
2790,501,619
2791,501,1077
2792,502,1849
2793,502,2289
2794,502,700
2795,502,1585
2796,502,2745
2797,503,1301
2798,504,1837
2799,504,2126
2800,504,2289
2801,504,198
2802,504,360
2803,504,2510
2804,504,2826
2805,504,2930
2806,505,1316
2807,506,2773
2808,506,3008
2809,507,9
2810,507,708
2811,508,1168
2812,509,2160
2813,509,255
2814,509,922
2815,509,1353
2816,509,2520
2817,510,1203
2818,510,2935
2819,511,1994
2820,511,2208
2821,511,1083
2822,511,1444
2823,511,1648
2824,511,2345
2825,512,27
2826,512,2199
2827,512,387
2828,512,395
2829,512,534
2830,512,714
2831,512,1144
2832,512,1523
2833,512,1782
2834,512,2489
2835,512,2693
2836,512,2795
2837,513,16
2838,513,2266
2839,513,122
2840,513,255
2841,513,922
2842,513,1067
2843,513,1105
2844,513,1443
2845,513,1666
2846,513,2609
2847,515,99
2848,515,775
2849,515,922
2850,515,2457
2851,515,2793
2852,516,102
2853,516,269
2854,516,1366
2855,517,2237
2856,518,532
2857,518,2527
2858,518,3246
2859,519,2142
2860,519,1125
2861,519,1375
2862,519,1573
2863,520,2157
2864,520,2249
2865,521,688
2866,521,1608
2867,521,2601
2868,521,3073
2869,522,456
2870,522,802
2871,522,961
2872,523,993
2873,523,2720
2874,524,2279
2875,525,431
2876,525,2503
2877,526,100
2878,526,164
2879,526,1658
2880,526,3164
2881,527,56
2882,527,2284
2883,527,1120
2884,527,2620
2885,528,1057
2886,528,2335
2887,528,2617
2888,529,1064
2889,530,276
2890,530,1471
2891,530,1562
2892,530,2368
2893,530,2369
2894,530,2387
2895,531,625
2896,531,2343
2897,531,2344
2898,532,518
2899,532,2527
2900,532,3246
2901,533,8
2902,533,1885
2903,533,2090
2904,533,2118
2905,533,489
2906,533,734
2907,533,926
2908,533,1612
2909,533,2829
2910,534,51
2911,534,1844
2912,534,1927
2913,534,2160
2914,534,2199
2915,534,387
2916,534,512
2917,534,714
2918,534,730
2919,534,922
2920,534,1107
2921,534,1117
2922,534,1144
2923,534,2489
2924,534,2792
2925,534,2935
2926,535,497
2927,535,551
2928,535,652
2929,535,706
2930,535,1034
2931,535,2714
2932,536,1848
2933,536,417
2934,536,2863
2935,537,266
2936,538,1582
2937,539,2291
2938,539,670
2939,539,2544
2940,540,2887
2941,541,1835
2942,541,294
2943,541,857
2944,542,3053
2945,543,322
2946,543,1329
2947,543,2511
2948,543,3278
2949,544,764
2950,544,895
2951,544,1119
2952,544,1302
2953,544,2338
2954,544,2448
2955,545,1096
2956,545,3256
2957,545,3257
2958,546,2252
2959,546,1554
2960,546,1759
2961,547,3242
2962,548,643
2963,549,2354
2964,549,2477
2965,550,2047
2966,551,535
2967,552,2192
2968,552,739
2969,552,2669
2970,552,2763
2971,552,3220
2972,553,63
2973,554,714
2974,554,1443
2975,554,2638
2976,555,2889
2977,556,2605
2978,557,2006
2979,558,866
2980,559,41
2981,559,837
2982,560,1479
2983,562,66
2984,562,1732
2985,563,1175
2986,563,2556
2987,564,702
2988,564,1353
2989,564,2540
2990,564,2645
2991,565,250
2992,566,1932
2993,566,1952
2994,566,3045
2995,566,3210
2996,566,3211
2997,567,3030
2998,568,2909
2999,569,2516
3000,569,2517
3001,570,1869
3002,570,394
3003,570,1125
3004,570,2414
3005,571,922
3006,571,1628
3007,571,2832
3008,571,2839
3009,572,400
3010,572,809
3011,572,1318
3012,573,21
3013,573,3306
3014,574,595
3015,575,2791
3016,576,2189
3017,576,1089
3018,577,83
3019,578,98
3020,578,759
3021,578,2523
3022,578,2858
3023,579,1055
3024,579,1207
3025,579,1450
3026,580,141
3027,580,325
3028,580,840
3029,580,848
3030,580,2607
3031,581,396
3032,582,329
3033,582,2545
3034,582,3277
3035,583,2038
3036,583,214
3037,583,1209
3038,583,3076
3039,584,623
3040,584,2358
3041,585,3146
3042,585,3249
3043,586,1307
3044,587,422
3045,587,739
3046,587,1120
3047,587,1554
3048,587,1689
3049,588,2042
3050,588,223
3051,588,1817
3052,589,900
3053,590,2155
3054,591,971
3055,591,2871
3056,591,2884
3057,592,1079
3058,592,1162
3059,592,3192
3060,593,1490
3061,593,1661
3062,593,2437
3063,593,2438
3064,593,2439
3065,594,1910
3066,594,1552
3067,594,2909
3068,594,3059
3069,595,574
3070,596,43
3071,596,161
3072,596,2650
3073,597,1
3074,597,12
3075,597,1845
3076,597,1857
3077,597,1865
3078,597,1928
3079,597,2175
3080,597,2193
3081,597,2266
3082,597,929
3083,597,967
3084,597,1125
3085,597,1375
3086,597,1379
3087,597,1394
3088,597,2441
3089,597,2660
3090,597,2929
3091,597,2943
3092,598,47
3093,599,167
3094,599,1030
3095,600,1026
3096,601,2176
3097,602,1439
3098,602,2614
3099,603,271
3100,603,616
3101,603,2921
3102,604,2881
3103,605,667
3104,605,1394
3105,606,2418
3106,606,2768
3107,607,2509
3108,607,2510
3109,608,391
3110,609,2281
3111,609,1018
3112,610,1452
3113,611,1483
3114,611,2738
3115,612,1861
3116,612,2058
3117,612,387
3118,612,465
3119,612,751
3120,612,980
3121,612,1135
3122,612,1144
3123,612,1147
3124,612,2489
3125,612,2535
3126,612,2638
3127,612,2830
3128,612,2937
3129,612,3023
3130,613,3218
3131,614,448
3132,615,2193
3133,615,2901
3134,615,1818
3135,615,3233
3136,616,2317
3137,616,603
3138,616,1336
3139,617,2080
3140,617,122
3141,617,412
3142,617,431
3143,617,922
3144,617,1067
3145,617,1105
3146,617,1208
3147,617,1443
3148,617,1666
3149,617,2608
3150,617,2649
3151,617,2935
3152,618,694
3153,619,501
3154,619,1077
3155,619,2565
3156,619,2760
3157,620,1159
3158,620,2666
3159,621,2062
3160,622,2411
3161,622,3000
3162,623,584
3163,623,1233
3164,623,1355
3165,623,2358
3166,624,2022
3167,625,216
3168,625,531
3169,625,2894
3170,626,3042
3171,627,3148
3172,628,2121
3173,628,1261
3174,629,2526
3175,629,3246
3176,630,1851
3177,630,482
3178,630,929
3179,630,1091
3180,630,1166
3181,630,1557
3182,630,1610
3183,630,2346
3184,630,2436
3185,630,2739
3186,631,31
3187,631,1845
3188,631,1861
3189,631,375
3190,631,751
3191,631,1109
3192,631,1166
3193,631,1375
3194,631,2633
3195,631,2692
3196,631,2693
3197,632,76
3198,633,3263
3199,634,2006
3200,635,2128
3201,635,427
3202,635,985
3203,635,2694
3204,635,2909
3205,635,3214
3206,636,1696
3207,637,2557
3208,638,2778
3209,639,1723
3210,640,2194
3211,641,741
3212,642,717
3213,643,148
3214,643,548
3215,643,1177
3216,643,2585
3217,643,3061
3218,643,3181
3219,643,3200
3220,644,782
3221,644,896
3222,644,1056
3223,644,2397
3224,645,81
3225,645,2265
3226,645,2298
3227,645,1396
3228,645,1652
3229,646,1396
3230,647,949
3231,649,904
3232,650,2072
3233,651,1347
3234,652,535
3235,652,2428
3236,652,2714
3237,653,2977
3238,653,3085
3239,653,3086
3240,654,344
3241,655,440
3242,655,879
3243,655,1172
3244,655,2368
3245,655,2390
3246,655,2456
3247,655,2481
3248,656,1973
3249,656,1238
3250,656,3140
3251,657,465
3252,657,468
3253,657,781
3254,657,922
3255,657,1443
3256,657,2839
3257,658,2823
3258,659,210
3259,659,1586
3260,659,2765
3261,659,2766
3262,660,932
3263,661,2725
3264,662,2128
3265,662,134
3266,662,3019
3267,663,1989
3268,663,2363
3269,664,2359
3270,665,1541
3271,665,2476
3272,667,13
3273,667,605
3274,667,993
3275,667,1394
3276,667,1401
3277,667,2722
3278,668,1314
3279,669,709
3280,670,2289
3281,670,423
3282,670,539
3283,670,725
3284,670,2544
3285,670,2737
3286,670,2829
3287,671,361
3288,672,384
3289,672,863
3290,673,367
3291,673,1220
3292,673,2804
3293,673,2806
3294,674,2138
3295,675,2967
3296,676,1321
3297,676,1726
3298,676,2449
3299,677,212
3300,678,69
3301,678,1864
3302,679,167
3303,679,1207
3304,680,2043
3305,680,2268
3306,680,866
3307,680,1100
3308,680,2344
3309,680,2592
3310,680,2593
3311,680,2655
3312,680,2858
3313,680,3034
3314,681,3316
3315,682,2969
3316,683,866
3317,683,1100
3318,683,2655
3319,684,2154
3320,684,1686
3321,685,2964
3322,686,1368
3323,686,1806
3324,686,3200
3325,687,167
3326,688,521
3327,689,1267
3328,689,1560
3329,689,3030
3330,690,2010
3331,690,219
3332,690,2597
3333,690,2838
3334,691,3115
3335,692,94
3336,692,2803
3337,693,1341
3338,693,1481
3339,694,618
3340,694,1746
3341,694,3284
3342,695,249
3343,696,1291
3344,697,1396
3345,698,1224
3346,699,2075
3347,699,1493
3348,700,1849
3349,700,2289
3350,700,319
3351,700,502
3352,701,97
3353,701,402
3354,701,2584
3355,702,2054
3356,702,2193
3357,702,270
3358,702,318
3359,702,564
3360,702,1070
3361,702,2371
3362,702,2540
3363,703,164
3364,703,2452
3365,704,2008
3366,704,252
3367,705,712
3368,705,2840
3369,706,535
3370,707,2125
3371,707,490
3372,708,507
3373,708,1267
3374,708,1560
3375,708,2887
3376,709,669
3377,710,2191
3378,710,1031
3379,710,2624
3380,711,1085
3381,711,2790
3382,711,2791
3383,712,705
3384,712,973
3385,713,2340
3386,714,51
3387,714,59
3388,714,1927
3389,714,2160
3390,714,2200
3391,714,2292
3392,714,2293
3393,714,307
3394,714,387
3395,714,441
3396,714,468
3397,714,512
3398,714,534
3399,714,554
3400,714,719
3401,714,730
3402,714,790
3403,714,980
3404,714,1144
3405,714,1224
3406,714,1523
3407,714,1553
3408,714,1730
3409,714,2413
3410,714,2458
3411,714,2489
3412,714,2597
3413,714,2661
3414,714,2662
3415,714,2792
3416,714,2794
3417,714,2796
3418,714,2834
3419,714,2836
3420,714,2870
3421,715,2224
3422,715,2933
3423,716,1301
3424,717,1954
3425,717,642
3426,718,1368
3427,718,3075
3428,719,2160
3429,719,714
3430,719,922
3431,719,2576
3432,719,2679
3433,719,2792
3434,720,1129
3435,720,1221
3436,720,2486
3437,720,2682
3438,720,2684
3439,720,2878
3440,721,1554
3441,722,77
3442,722,1364
3443,722,2448
3444,722,2695
3445,723,490
3446,724,2363
3447,725,83
3448,725,670
3449,725,1432
3450,726,2863
3451,727,24
3452,727,44
3453,727,2045
3454,727,1345
3455,727,1595
3456,727,2654
3457,728,817
3458,729,3105
3459,730,1936
3460,730,2014
3461,730,534
3462,730,714
3463,730,790
3464,730,1166
3465,730,2869
3466,731,890
3467,731,1086
3468,732,1711
3469,732,1726
3470,732,2936
3471,733,1935
3472,734,533
3473,735,1177
3474,735,1745
3475,735,2350
3476,736,196
3477,737,931
3478,737,1053
3479,737,3224
3480,738,43
3481,738,922
3482,738,2519
3483,738,2792
3484,739,552
3485,739,587
3486,739,765
3487,739,1710
3488,739,1749
3489,739,3220
3490,740,1836
3491,741,641
3492,741,1194
3493,741,1407
3494,742,1811
3495,743,167
3496,744,2954
3497,744,3200
3498,745,2496
3499,746,422
3500,746,2787
3501,747,2183
3502,747,319
3503,748,14
3504,748,1853
3505,749,112
3506,749,1780
3507,750,232
3508,751,2105
3509,751,2175
3510,751,612
3511,751,631
3512,751,922
3513,751,1125
3514,751,1343
3515,751,1465
3516,751,2413
3517,751,2497
3518,751,2634
3519,752,3124
3520,752,3125
3521,752,3126
3522,753,49
3523,753,2018
3524,753,828
3525,753,1010
3526,753,1415
3527,753,2469
3528,754,2733
3529,755,2295
3530,755,328
3531,755,2550
3532,756,271
3533,756,1759
3534,756,3054
3535,757,375
3536,757,2807
3537,758,1189
3538,759,1974
3539,759,2258
3540,759,2306
3541,759,249
3542,759,578
3543,759,2523
3544,759,2907
3545,760,1481
3546,760,1719
3547,761,2494
3548,761,2495
3549,762,1888
3550,762,2202
3551,762,2835
3552,762,2987
3553,763,2542
3554,764,2272
3555,764,544
3556,764,1674
3557,764,2384
3558,764,2993
3559,765,1954
3560,765,739
3561,766,1978
3562,766,3277
3563,767,1971
3564,768,2138
3565,768,2367
3566,771,802
3567,771,961
3568,771,2613
3569,772,124
3570,773,922
3571,774,1239
3572,775,2295
3573,775,177
3574,775,485
3575,775,515
3576,775,1231
3577,775,1325
3578,775,2376
3579,775,2458
3580,775,2519
3581,776,791
3582,777,2736
