,i,j
10869,1805,3620
10870,1805,6206
10871,1805,9672
10872,1805,16751
10873,1806,2654
10874,1806,3331
10875,1806,6657
10876,1806,12045
10877,1807,9019
10878,1808,8796
10879,1808,8947
10880,1808,15644
10881,1809,18493
10882,1809,17369
10883,1810,10473
10884,1811,556
10885,1811,1632
10886,1811,7739
10887,1811,8826
10888,1811,9951
10889,1811,14504
10890,1811,15998
10891,1812,10101
10892,1813,9565
10893,1814,9212
10894,1815,6011
10895,1816,14578
10896,1817,2907
10897,1817,6688
10898,1817,14063
10899,1818,5293
10900,1819,12402
10901,1820,12468
10902,1821,18217
10903,1822,18671
10904,1822,10956
10905,1822,18728
10906,1823,16884
10907,1824,7427
10908,1824,18873
10909,1825,9061
10910,1825,14563
10911,1826,11519
10912,1826,13177
10913,1827,4349
10914,1828,13526
10915,1828,16835
10916,1829,624
10917,1829,1361
10918,1829,6299
10919,1829,8044
10920,1829,12457
10921,1829,13308
10922,1829,17536
10923,1830,993
10924,1830,18819
10925,1831,2494
10926,1831,3332
10927,1831,3979
10928,1831,9944
10929,1831,11050
10930,1831,14618
10931,1831,14993
10932,1831,15700
10933,1831,16366
10934,1831,18942
10935,1832,102
10936,1832,3769
10937,1832,6492
10938,1833,1628
10939,1833,3748
10940,1833,13229
10941,1833,15533
10942,1834,137
10943,1834,13279
10944,1835,2894
10945,1835,6392
10946,1835,6575
10947,1835,7872
10948,1835,9939
10949,1835,12779
10950,1835,13285
10951,1835,18080
10952,1835,19480
10953,1836,2562
10954,1836,3107
10955,1836,3698
10956,1836,4940
10957,1836,4967
10958,1836,6603
10959,1836,7129
10960,1836,7159
10961,1836,7452
10962,1836,8129
10963,1836,9089
10964,1836,9285
10965,1836,9410
10966,1836,15288
10967,1836,15425
10968,1836,16220
10969,1836,17087
10970,1836,17675
10971,1836,18949
10972,1836,19040
10973,1837,35
10974,1837,1781
10975,1837,4875
10976,1837,17568
10977,1837,18893
10978,1838,1252
10979,1838,1321
10980,1838,1682
10981,1838,1714
10982,1838,1739
10983,1838,1890
10984,1838,2259
10985,1838,3714
10986,1838,4423
10987,1838,4429
10988,1838,4970
10989,1838,5216
10990,1838,7361
10991,1838,7479
10992,1838,7492
10993,1838,8076
10994,1838,9377
10995,1838,10347
10996,1838,10641
10997,1838,11137
10998,1838,11735
10999,1838,12112
11000,1838,12149
11001,1838,12975
11002,1838,13320
11003,1838,13881
11004,1838,14281
11005,1838,14595
11006,1838,15384
11007,1838,16797
11008,1838,17417
11009,1838,19027
11010,1839,1598
11011,1839,6699
11012,1839,8498
11013,1839,9064
11014,1839,9088
11015,1839,9808
11016,1839,10269
11017,1839,11251
11018,1839,13029
11019,1839,17315
11020,1840,6197
11021,1841,2822
11022,1841,16489
11023,1842,10799
11024,1842,13720
11025,1842,16534
11026,1843,7
11027,1843,664
11028,1843,890
11029,1843,1308
11030,1843,2459
11031,1843,4546
11032,1843,9812
11033,1843,10320
11034,1843,10950
11035,1843,12312
11036,1843,12324
11037,1843,12467
11038,1843,13165
11039,1843,13359
11040,1843,13567
11041,1843,16519
11042,1843,16525
11043,1843,16526
11044,1843,19321
11045,1844,3684
11046,1844,4059
11047,1844,5592
11048,1844,10372
11049,1844,12143
11050,1844,18986
11051,1845,2654
11052,1846,18217
11053,1846,18301
11054,1846,250
11055,1846,6011
11056,1846,10584
11057,1846,13663
11058,1846,14126
11059,1846,14242
11060,1846,14283
11061,1846,17201
11062,1846,18725
11063,1846,18962
11064,1847,1508
11065,1848,16918
11066,1849,2254
11067,1849,4127
11068,1850,7336
11069,1851,10013
11070,1851,13123
11071,1852,116
11072,1852,913
11073,1852,1924
11074,1852,2251
11075,1852,7232
11076,1852,8861
11077,1852,10524
11078,1852,10748
11079,1852,10950
11080,1852,11069
11081,1852,13260
11082,1852,13960
11083,1853,18527
11084,1853,3305
11085,1853,4521
11086,1853,8581
11087,1853,8673
11088,1854,18690
11089,1855,2592
11090,1855,5841
11091,1855,6151
11092,1855,7804
11093,1855,9484
11094,1855,11107
11095,1856,1289
11096,1857,18527
11097,1857,18067
11098,1858,1256
11099,1859,4514
11100,1859,13034
11101,1859,18766
11102,1860,11580
11103,1861,18362
11104,1861,18381
11105,1861,18496
11106,1861,158
11107,1861,224
11108,1861,453
11109,1861,473
11110,1861,514
11111,1861,642
11112,1861,749
11113,1861,1053
11114,1861,1190
11115,1861,1483
11116,1861,1504
11117,1861,2002
11118,1861,2010
11119,1861,2160
11120,1861,2298
11121,1861,2512
11122,1861,2808
11123,1861,2900
11124,1861,3018
11125,1861,3170
11126,1861,3331
11127,1861,3387
11128,1861,3827
11129,1861,4150
11130,1861,4407
11131,1861,4408
11132,1861,4533
11133,1861,4590
11134,1861,4608
11135,1861,4629
11136,1861,4650
11137,1861,5286
11138,1861,5470
11139,1861,5474
11140,1861,5683
11141,1861,5888
11142,1861,6069
11143,1861,6099
11144,1861,6128
11145,1861,6159
11146,1861,6210
11147,1861,6235
11148,1861,6541
11149,1861,6969
11150,1861,7063
11151,1861,7274
11152,1861,7628
11153,1861,8112
11154,1861,8361
11155,1861,8362
11156,1861,8402
11157,1861,8426
11158,1861,8678
11159,1861,8889
11160,1861,8902
11161,1861,9114
11162,1861,9223
11163,1861,9451
11164,1861,9505
11165,1861,9534
11166,1861,9744
11167,1861,9824
11168,1861,9873
11169,1861,9922
11170,1861,9961
11171,1861,10103
11172,1861,10110
11173,1861,10217
11174,1861,10606
11175,1861,10821
11176,1861,11116
11177,1861,11142
11178,1861,11174
11179,1861,11358
11180,1861,11500
11181,1861,11723
11182,1861,11740
11183,1861,11741
11184,1861,11946
11185,1861,11959
11186,1861,12379
11187,1861,12498
11188,1861,12766
11189,1861,12845
11190,1861,13073
11191,1861,13082
11192,1861,13554
11193,1861,13557
11194,1861,13777
11195,1861,13787
11196,1861,13806
11197,1861,13809
11198,1861,14261
11199,1861,14279
11200,1861,14321
11201,1861,14480
11202,1861,14545
11203,1861,14783
11204,1861,15143
11205,1861,15531
11206,1861,15533
11207,1861,15886
11208,1861,16084
11209,1861,16229
11210,1861,16343
11211,1861,16382
11212,1861,16545
11213,1861,16646
11214,1861,16698
11215,1861,17600
11216,1861,17734
11217,1861,17768
11218,1861,18789
11219,1861,18869
11220,1861,19093
11221,1861,19125
11222,1861,19181
11223,1861,19712
11224,1862,12731
11225,1863,4498
11226,1864,11024
11227,1865,716
11228,1865,1110
11229,1865,1285
11230,1865,1695
11231,1865,3078
11232,1865,3336
11233,1865,4085
11234,1865,5159
11235,1865,5647
11236,1865,5802
11237,1865,6401
11238,1865,6515
11239,1865,6899
11240,1865,8098
11241,1865,9802
11242,1865,10277
11243,1865,10507
11244,1865,13016
11245,1865,13141
11246,1865,15602
11247,1865,15615
11248,1865,16837
11249,1865,17255
11250,1865,17503
11251,1866,18422
11252,1866,543
11253,1866,619
11254,1866,3757
11255,1866,10385
11256,1866,10509
11257,1867,1592
11258,1867,9711
11259,1867,15044
11260,1867,16974
11261,1868,3400
11262,1868,4602
11263,1868,16698
11264,1869,10088
11265,1870,9785
11266,1871,403
11267,1871,568
11268,1871,10129
11269,1872,7976
11270,1872,15439
11271,1872,17262
11272,1873,5132
11273,1873,6879
11274,1873,9587
11275,1873,9588
11276,1873,17903
11277,1873,19262
11278,1874,7289
11279,1875,3911
11280,1876,5402
11281,1877,10942
11282,1877,13011
11283,1877,16214
11284,1878,6518
11285,1879,5322
11286,1880,10924
11287,1881,12509
11288,1881,14829
11289,1882,18309
11290,1882,1777
11291,1882,2739
11292,1882,4647
11293,1882,6690
11294,1882,6698
11295,1882,9102
11296,1882,11811
11297,1882,14655
11298,1882,15366
11299,1882,17319
11300,1882,18753
11301,1882,19001
11302,1883,1313
11303,1883,2388
11304,1883,2824
11305,1883,4580
11306,1883,7280
11307,1883,8486
11308,1883,10524
11309,1883,10950
11310,1883,15149
11311,1883,15604
11312,1883,17460
11313,1884,13685
11314,1885,1489
11315,1885,2053
11316,1885,2298
11317,1885,5620
11318,1885,6197
11319,1885,17339
11320,1886,5558
11321,1886,6715
11322,1886,7271
11323,1886,7589
11324,1886,7884
11325,1886,12073
11326,1886,16695
11327,1887,11756
11328,1888,705
11329,1888,5296
11330,1888,13627
11331,1889,4081
11332,1889,4997
11333,1889,5230
11334,1889,6888
11335,1889,15943
11336,1890,1252
11337,1890,1838
11338,1890,4429
11339,1890,4970
11340,1890,7361
11341,1890,7492
11342,1891,13854
11343,1892,3221
11344,1893,1695
11345,1893,3273
11346,1893,4202
11347,1893,8498
11348,1893,11372
11349,1893,12061
11350,1894,2335
11351,1895,412
11352,1895,15370
11353,1896,4120
11354,1897,15581
11355,1897,16858
11356,1898,15089
11357,1899,933
11358,1900,2081
11359,1900,7035
11360,1901,8756
11361,1901,9265
11362,1901,9941
11363,1901,13853
11364,1902,5739
11365,1902,14870
11366,1902,17657
11367,1903,6313
11368,1904,9215
11369,1905,9215
11370,1906,2908
11371,1906,3195
11372,1906,3331
11373,1906,4046
11374,1906,8514
11375,1906,10380
11376,1906,11056
11377,1906,11566
11378,1906,12140
11379,1906,13440
11380,1906,18728
11381,1906,18742
11382,1907,7884
11383,1908,2720
11384,1908,3293
11385,1908,5404
11386,1908,7215
11387,1908,7884
11388,1908,8779
11389,1908,11953
11390,1908,12977
11391,1908,14055
11392,1908,16092
11393,1908,17877
11394,1908,18779
11395,1908,18908
11396,1909,6948
11397,1909,15273
11398,1910,2499
11399,1910,2518
11400,1911,4413
11401,1912,9308
11402,1913,18893
11403,1914,2744
11404,1914,9933
11405,1914,11503
11406,1914,14078
11407,1914,16899
11408,1914,18125
11409,1915,9308
11410,1916,9754
11411,1917,6031
11412,1917,6475
11413,1917,9890
11414,1917,10549
11415,1918,5293
11416,1919,1160
11417,1919,7698
11418,1920,2077
11419,1920,10804
11420,1920,17873
11421,1921,2885
11422,1922,18712
11423,1922,1006
11424,1922,1311
11425,1922,2306
11426,1922,4435
11427,1922,6337
11428,1922,7594
11429,1922,7872
11430,1922,8249
11431,1922,9920
11432,1922,14125
11433,1923,4971
11434,1924,1852
11435,1925,77
11436,1925,771
11437,1925,1489
11438,1925,1615
11439,1925,1695
11440,1925,1716
11441,1925,2053
11442,1925,2298
11443,1925,3422
11444,1925,3900
11445,1925,4840
11446,1925,5581
11447,1925,6192
11448,1925,6399
11449,1925,6401
11450,1925,6516
11451,1925,6944
11452,1925,7604
11453,1925,8208
11454,1925,9019
11455,1925,9297
11456,1925,9685
11457,1925,9765
11458,1925,10584
11459,1925,11402
11460,1925,11849
11461,1925,12034
11462,1925,12228
11463,1925,12949
11464,1925,13049
11465,1925,13097
11466,1925,13300
11467,1925,13344
11468,1925,13463
11469,1925,14227
11470,1925,14282
11471,1925,14545
11472,1925,14856
11473,1925,14967
11474,1925,14968
11475,1925,15640
11476,1925,17201
11477,1925,17339
11478,1925,18741
11479,1925,18744
11480,1925,18757
11481,1925,18832
11482,1925,18874
11483,1925,18924
11484,1926,14075
11485,1927,4299
11486,1928,546
11487,1928,1570
11488,1928,3177
11489,1928,4824
11490,1928,7955
11491,1928,7962
11492,1928,9023
11493,1928,10524
11494,1928,10875
11495,1928,14021
11496,1928,16026
11497,1928,17364
11498,1929,6129
11499,1930,11141
11500,1930,12807
11501,1930,18747
11502,1931,860
11503,1931,10799
11504,1932,15072
11505,1933,6409
11506,1934,1695
11507,1934,3044
11508,1934,4116
11509,1934,9570
11510,1934,11500
11511,1934,12228
11512,1934,17982
11513,1935,591
11514,1935,15858
11515,1936,18823
11516,1937,1628
11517,1937,3694
11518,1937,5620
11519,1937,5919
11520,1937,6027
11521,1937,7917
11522,1937,8764
11523,1937,9765
11524,1937,12892
11525,1937,14282
11526,1937,15533
11527,1937,15640
11528,1937,17339
11529,1937,17794
11530,1937,18740
11531,1938,13984
11532,1938,15460
11533,1939,11778
11534,1939,14277
11535,1939,18951
11536,1940,14226
11537,1941,18596
11538,1941,1185
11539,1941,2883
11540,1941,4425
11541,1941,7768
11542,1941,8690
11543,1941,8994
11544,1941,11217
11545,1941,12012
11546,1941,18932
11547,1942,17535
11548,1943,7528
11549,1944,1256
11550,1945,7633
11551,1946,16464
11552,1947,4056
11553,1948,1183
11554,1949,3558
11555,1949,10013
11556,1950,12327
11557,1951,10969
11558,1952,8866
11559,1952,17595
11560,1953,860
11561,1953,6510
11562,1954,3325
11563,1955,19188
11564,1956,18453
11565,1956,674
11566,1956,1252
11567,1956,1383
11568,1956,2132
11569,1956,2449
11570,1956,3148
11571,1956,4948
11572,1956,7734
11573,1956,12734
11574,1956,13320
11575,1956,13480
11576,1956,13481
11577,1956,15529
11578,1956,16826
11579,1956,17051
11580,1957,18600
11581,1957,1611
11582,1957,10668
11583,1958,14579
11584,1958,15204
11585,1958,17231
11586,1959,552
11587,1959,2497
11588,1959,16932
11589,1960,18527
11590,1960,189
11591,1960,1731
11592,1960,2785
11593,1960,4271
11594,1960,5497
11595,1960,8673
11596,1960,8707
11597,1960,9421
11598,1960,10191
11599,1960,11216
11600,1960,11678
11601,1960,11826
11602,1960,12983
11603,1960,13848
11604,1960,16043
11605,1960,16044
11606,1960,18733
11607,1960,18907
11608,1961,2443
11609,1961,2832
11610,1961,4737
11611,1961,7859
11612,1961,12869
11613,1962,13853
11614,1963,116
11615,1963,259
11616,1963,3915
11617,1963,4132
11618,1963,4261
11619,1963,4337
11620,1963,4537
11621,1963,8540
11622,1963,13025
11623,1963,13820
11624,1964,1454
11625,1964,2636
11626,1964,3970
11627,1964,5067
11628,1964,7678
11629,1964,15474
11630,1964,19031
11631,1965,74
11632,1966,17905
11633,1967,7032
11634,1968,1420
11635,1969,4422
11636,1970,11847
11637,1971,1315
11638,1971,12833
11639,1971,15096
11640,1972,14334
11641,1973,1013
11642,1973,8505
11643,1974,3422
11644,1974,4840
11645,1974,11966
11646,1974,15627
11647,1975,1590
11648,1975,3101
11649,1975,3429
11650,1975,3940
11651,1975,5907
11652,1975,6624
11653,1975,9061
11654,1975,9594
11655,1975,16815
11656,1975,18794
11657,1975,18949
11658,1976,7803
11659,1977,2958
11660,1977,7581
11661,1977,7762
11662,1977,12375
11663,1977,15042
11664,1978,12854
11665,1979,6511
11666,1979,10868
11667,1979,11282
11668,1979,12717
11669,1979,13428
11670,1979,15124
11671,1979,19498
11672,1980,13464
11673,1981,15213
11674,1982,47
11675,1983,128
11676,1983,8379
11677,1984,1626
11678,1984,1768
11679,1984,3586
11680,1984,3955
11681,1984,5050
11682,1984,6784
11683,1984,10010
11684,1984,13580
11685,1984,13886
11686,1984,16028
11687,1984,17073
11688,1984,17257
11689,1984,17433
11690,1984,17995
11691,1985,95
11692,1985,703
11693,1985,12025
11694,1985,16897
11695,1986,4886
11696,1987,17040
11697,1988,5011
11698,1988,12053
11699,1988,15460
11700,1988,17181
11701,1989,17862
11702,1990,4287
11703,1990,15543
11704,1991,2665
11705,1992,18749
11706,1993,18384
11707,1993,1065
11708,1993,2130
11709,1993,5906
11710,1993,6755
11711,1993,6899
11712,1993,9489
11713,1993,10175
11714,1993,11849
11715,1994,18724
11716,1994,18918
11717,1995,4040
11718,1995,5247
11719,1996,17669
11720,1997,12012
11721,1998,12341
11722,1999,8762
11723,2000,1183
11724,2000,5443
11725,2000,12854
11726,2000,14118
11727,2000,15115
11728,2001,14
11729,2001,1483
11730,2001,3154
11731,2001,3651
11732,2001,4046
11733,2001,5545
11734,2001,8344
11735,2001,9293
11736,2001,9744
11737,2001,9968
11738,2001,10493
11739,2001,11054
11740,2001,11119
11741,2001,11935
11742,2001,12035
11743,2001,12061
11744,2001,14261
11745,2001,16254
11746,2001,19278
11747,2002,1861
11748,2003,9347
11749,2003,16755
11750,2003,18114
11751,2004,12339
11752,2005,11519
11753,2005,12241
11754,2006,18274
11755,2006,1064
11756,2006,1065
11757,2006,3107
11758,2006,3698
11759,2006,4281
11760,2006,4967
11761,2006,5450
11762,2006,5928
11763,2006,7384
11764,2006,7891
11765,2006,8129
11766,2006,8888
11767,2006,11974
11768,2006,12155
11769,2006,12837
11770,2007,14625
11771,2007,15625
11772,2008,17794
11773,2009,2662
11774,2009,4853
11775,2009,7053
11776,2009,7361
11777,2009,8076
11778,2009,8951
11779,2009,9515
11780,2010,1861
11781,2011,622
11782,2012,10769
11783,2013,12256
11784,2013,14932
11785,2014,1438
11786,2014,3677
11787,2014,10764
11788,2014,12556
11789,2014,14829
11790,2014,18904
11791,2015,3282
11792,2015,4894
11793,2015,5087
11794,2015,9641
11795,2015,11121
11796,2015,11313
11797,2015,11842
11798,2015,11848
11799,2015,12822
11800,2015,13896
11801,2015,14553
11802,2015,17035
11803,2015,17599
11804,2015,18785
11805,2016,18258
11806,2016,18686
11807,2016,4340
11808,2016,4429
11809,2016,7361
11810,2016,7479
11811,2016,7492
11812,2016,11735
11813,2016,12975
11814,2016,13339
11815,2016,15384
11816,2016,17911
11817,2017,780
11818,2017,14901
11819,2018,18342
11820,2018,92
11821,2018,1561
11822,2018,3612
11823,2018,5456
11824,2018,9261
11825,2018,15413
11826,2018,18994
11827,2019,10985
11828,2020,2787
11829,2020,5773
11830,2020,7534
11831,2020,11847
11832,2020,12384
11833,2020,13647
11834,2020,15453
11835,2020,16605
11836,2020,16692
11837,2021,13647
11838,2021,17153
11839,2022,18690
11840,2022,4724
11841,2022,7159
11842,2022,8194
11843,2022,8796
11844,2022,10356
11845,2022,16197
11846,2023,705
11847,2023,2208
11848,2023,3543
11849,2023,3762
11850,2023,3905
11851,2023,3911
11852,2023,5069
11853,2023,6011
11854,2023,7675
11855,2023,9342
11856,2023,10548
11857,2023,10899
11858,2023,13133
11859,2023,17580
11860,2023,17716
11861,2023,18123
11862,2024,2033
11863,2024,6624
11864,2024,6938
11865,2024,10309
11866,2024,18950
11867,2025,15554
11868,2026,568
11869,2026,1381
11870,2026,3191
11871,2026,4081
11872,2026,5000
11873,2026,9364
11874,2026,9876
11875,2026,10318
11876,2026,12289
11877,2026,12806
11878,2026,12986
11879,2026,16534
11880,2026,16887
11881,2026,18072
11882,2026,18736
11883,2026,19005
11884,2027,3653
11885,2027,4076
11886,2027,9858
11887,2027,19705
11888,2028,18325
11889,2028,5119
11890,2028,5171
11891,2028,7036
11892,2028,15382
11893,2028,19112
11894,2029,1446
11895,2029,16326
11896,2030,976
11897,2030,1368
11898,2030,1622
11899,2030,3173
11900,2030,3279
11901,2030,8971
11902,2030,12096
11903,2030,13673
11904,2030,18100
11905,2030,18164
11906,2031,4514
11907,2032,502
11908,2032,874
11909,2032,2049
11910,2032,2140
11911,2032,2238
11912,2032,3272
11913,2032,3551
11914,2032,4101
11915,2032,6520
11916,2032,8179
11917,2032,8187
11918,2032,8313
11919,2032,11749
11920,2032,12053
11921,2032,15089
11922,2032,15460
11923,2032,17016
11924,2032,18891
11925,2033,2024
11926,2033,3119
11927,2033,3917
11928,2033,5087
11929,2033,5769
11930,2033,6298
11931,2033,7579
11932,2033,11313
11933,2033,12845
11934,2033,13628
11935,2033,13896
11936,2033,14256
11937,2033,14968
11938,2033,15256
11939,2033,15419
11940,2033,18950
11941,2033,18952
11942,2034,414
11943,2034,890
11944,2034,1694
11945,2034,1737
11946,2034,3243
11947,2034,7338
11948,2034,7404
11949,2034,7828
11950,2034,8598
11951,2034,9244
11952,2034,9462
11953,2034,9695
11954,2034,9797
11955,2034,10562
11956,2034,11407
11957,2034,11643
11958,2034,12171
11959,2034,12243
11960,2034,14031
11961,2034,14113
11962,2034,14320
11963,2034,14839
11964,2034,15178
11965,2034,15892
11966,2035,1341
11967,2036,15235
11968,2037,15484
11969,2038,18261
11970,2038,397
11971,2038,2659
11972,2038,3297
11973,2038,4547
11974,2038,4760
11975,2038,4968
11976,2038,6808
11977,2038,6934
11978,2038,7132
11979,2038,8781
11980,2038,10991
11981,2038,11976
11982,2038,14485
11983,2039,4084
11984,2039,10475
11985,2039,13387
11986,2039,14853
11987,2039,15424
11988,2039,16599
11989,2039,18192
11990,2039,19655
11991,2040,35
11992,2041,11616
11993,2042,18493
11994,2043,18688
11995,2043,457
11996,2043,1739
11997,2043,4429
11998,2043,4970
11999,2043,7479
12000,2043,7492
12001,2043,8076
12002,2043,8686
12003,2043,9723
12004,2043,10357
12005,2043,10641
12006,2043,12614
12007,2043,18766
12008,2043,18791
12009,2044,18541
12010,2044,1781
12011,2044,13695
12012,2044,16023
12013,2045,3686
12014,2045,12579
12015,2046,2107
12016,2046,2691
12017,2046,5781
12018,2046,9090
12019,2046,14102
12020,2046,15208
12021,2047,5468
12022,2048,12652
12023,2049,801
12024,2049,1183
12025,2049,1729
12026,2049,2032
12027,2049,2254
12028,2049,3031
12029,2049,5161
12030,2049,5705
12031,2049,5776
12032,2049,6826
12033,2049,7534
12034,2049,7948
12035,2049,8351
12036,2049,9511
12037,2049,13025
12038,2049,13123
12039,2049,13853
12040,2049,13984
12041,2049,14140
12042,2049,15714
12043,2049,16014
12044,2049,16605
12045,2049,18773
12046,2050,9704
12047,2051,14319
12048,2051,15827
12049,2052,11471
12050,2052,14015
12051,2053,1885
12052,2053,1925
12053,2053,3586
12054,2053,4202
12055,2053,5095
12056,2053,6155
12057,2053,6515
12058,2053,6916
12059,2053,6985
12060,2053,6987
12061,2053,7671
12062,2053,7840
12063,2053,9489
12064,2053,10775
12065,2053,11316
12066,2053,11500
12067,2053,13344
12068,2053,13812
12069,2053,19304
12070,2054,18685
12071,2054,744
12072,2054,1347
12073,2054,2702
12074,2054,4013
12075,2054,6399
12076,2054,6509
12077,2054,7255
12078,2054,8811
12079,2054,9386
12080,2054,10040
12081,2054,10073
12082,2054,10254
12083,2054,10821
12084,2054,11119
12085,2054,12061
12086,2054,14057
12087,2054,14261
12088,2054,14525
12089,2054,15425
12090,2054,16254
12091,2054,18122
12092,2055,4765
12093,2056,1617
12094,2057,5667
12095,2057,10733
12096,2057,12262
12097,2057,14393
12098,2058,1446
12099,2058,16326
12100,2059,18546
12101,2059,998
12102,2059,2230
12103,2059,3958
12104,2059,5172
12105,2059,6052
12106,2059,6053
12107,2059,6904
12108,2059,8323
12109,2059,8637
12110,2059,11780
12111,2059,11838
12112,2059,12364
12113,2059,15020
12114,2059,17927
12115,2059,19236
12116,2060,6658
12117,2060,16773
12118,2060,17763
12119,2061,4233
12120,2061,8914
12121,2061,9565
12122,2061,16418
12123,2062,13853
12124,2063,18322
12125,2063,18497
12126,2063,18524
12127,2063,152
12128,2063,3382
12129,2063,5540
12130,2063,6171
12131,2063,7150
12132,2063,8506
12133,2063,9665
12134,2063,10765
12135,2063,10949
12136,2063,12053
12137,2063,15811
12138,2064,5840
12139,2065,3077
12140,2065,6556
12141,2066,10741
12142,2067,18551
12143,2067,2386
12144,2067,4535
12145,2067,5625
12146,2067,6234
12147,2067,7379
12148,2067,9392
12149,2067,9507
12150,2067,14355
12151,2067,15156
12152,2067,15214
12153,2067,16416
12154,2067,17545
12155,2068,35
12156,2068,7032
12157,2068,9275
12158,2069,18812
12159,2069,18873
12160,2070,1190
12161,2070,10016
12162,2070,13999
12163,2071,18217
12164,2071,18404
12165,2071,365
12166,2071,619
12167,2071,705
12168,2071,1598
12169,2071,2739
12170,2071,2951
12171,2071,3331
12172,2071,8241
12173,2071,9102
12174,2071,9929
12175,2071,10092
12176,2071,10385
12177,2071,10395
12178,2071,10677
12179,2071,11592
12180,2071,11798
12181,2071,13002
12182,2071,14655
12183,2071,15438
12184,2071,15489
12185,2071,16426
12186,2071,17319
12187,2071,17324
12188,2071,18088
12189,2071,18876
12190,2071,19001
12191,2072,14932
12192,2073,3950
12193,2073,4081
12194,2073,5007
12195,2073,10668
12196,2073,11048
12197,2073,11778
12198,2073,15445
12199,2074,5377
12200,2075,5539
12201,2076,18468
12202,2077,18462
12203,2077,255
12204,2077,1705
12205,2077,1920
12206,2077,2792
12207,2077,3500
12208,2077,3583
12209,2077,4227
12210,2077,5831
12211,2077,6610
12212,2077,7533
12213,2077,8554
12214,2077,11468
12215,2077,14535
12216,2077,15745
12217,2077,15760
12218,2077,15830
12219,2077,16124
12220,2077,16953
12221,2077,17256
12222,2077,17438
12223,2077,19217
12224,2078,5015
12225,2079,4548
12226,2079,7593
12227,2079,8533
12228,2079,12052
12229,2079,16676
12230,2079,18743
12231,2079,18765
12232,2080,15273
12233,2080,15528
12234,2081,1900
12235,2081,2113
12236,2081,2189
12237,2081,4230
12238,2081,5902
12239,2081,9072
12240,2081,10358
12241,2081,11505
12242,2081,12506
12243,2081,13359
12244,2081,15201
12245,2082,2687
12246,2082,15573
12247,2083,11474
12248,2084,463
12249,2084,5847
12250,2084,7256
12251,2084,9088
12252,2084,10584
12253,2084,13607
12254,2084,14614
12255,2084,14968
12256,2084,17149
12257,2084,17201
12258,2085,16097
12259,2086,6784
12260,2087,8393
12261,2088,15341
12262,2089,3140
12263,2090,18233
12264,2090,18362
12265,2090,94
12266,2090,865
12267,2090,1360
12268,2090,2847
12269,2090,3413
12270,2090,3882
12271,2090,7488
12272,2090,8402
12273,2090,9922
12274,2090,10507
12275,2090,13725
12276,2090,15755
12277,2090,16923
12278,2090,17607
12279,2090,18206
12280,2091,18687
12281,2091,1297
12282,2091,5463
12283,2091,5653
12284,2091,7872
12285,2091,9587
12286,2091,9588
12287,2091,13213
12288,2091,18877
12289,2092,5759
12290,2092,9294
12291,2092,10950
12292,2092,13143
12293,2092,17723
12294,2093,3353
12295,2093,3745
12296,2093,4659
12297,2093,5352
12298,2093,6341
12299,2093,7764
12300,2093,13979
12301,2094,5145
12302,2094,10524
12303,2094,13279
12304,2095,14958
12305,2096,17465
12306,2097,15050
12307,2098,687
12308,2099,1160
12309,2099,1420
12310,2099,10035
12311,2099,15965
12312,2100,10599
12313,2101,2517
12314,2102,209
12315,2102,11398
12316,2102,14967
12317,2102,15238
12318,2102,16553
12319,2102,18949
12320,2103,3238
12321,2104,9705
12322,2104,11392
12323,2105,705
12324,2105,4178
12325,2105,4183
12326,2105,6699
12327,2105,15489
12328,2105,15499
12329,2105,16070
12330,2105,17314
12331,2105,17315
12332,2106,15847
12333,2107,2046
12334,2108,2858
12335,2108,3119
12336,2108,4255
12337,2108,7542
12338,2108,10894
12339,2108,11121
12340,2108,16940
12341,2108,18194
12342,2109,9565
12343,2110,5398
12344,2110,5669
12345,2110,5943
12346,2111,12552
12347,2111,16137
12348,2112,18286
12349,2112,1261
12350,2112,2505
12351,2112,5388
12352,2112,5743
12353,2112,9684
12354,2112,11943
12355,2112,11983
12356,2112,12466
12357,2112,14244
12358,2112,15679
12359,2112,19066
12360,2113,18463
12361,2113,2081
12362,2113,3471
12363,2113,4829
12364,2113,5783
12365,2114,18464
12366,2115,1129
12367,2115,2145
12368,2115,2481
12369,2115,3897
12370,2115,4840
12371,2115,6399
12372,2115,6630
12373,2115,7852
12374,2115,9108
12375,2115,9297
12376,2115,13954
12377,2115,14856
12378,2115,16693
12379,2116,12618
12380,2117,12
12381,2118,3911
12382,2119,1660
12383,2119,3815
12384,2120,11701
12385,2121,8815
12386,2122,6434
12387,2122,16801
12388,2123,46
12389,2123,18325
12390,2123,967
12391,2123,978
12392,2123,1015
12393,2123,1339
12394,2123,1472
12395,2123,3257
12396,2123,3358
12397,2123,3781
12398,2123,4805
12399,2123,4930
12400,2123,5119
12401,2123,6184
12402,2123,6403
12403,2123,7512
12404,2123,8249
12405,2123,8487
12406,2123,9149
12407,2123,10490
12408,2123,11080
12409,2123,11625
12410,2123,12234
12411,2123,12424
12412,2123,13295
12413,2123,13376
12414,2123,13610
12415,2123,13876
12416,2123,14107
12417,2123,14154
12418,2123,14979
12419,2123,15148
12420,2123,15357
12421,2123,15884
12422,2123,17010
12423,2123,17410
12424,2123,18745
12425,2124,12226
12426,2125,2690
12427,2125,4417
12428,2125,17930
12429,2126,2718
12430,2127,17073
12431,2128,9925
