,LIMIT_BAL,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,MARRIAGE_0,MARRIAGE_1,MARRIAGE_2,MARRIAGE_3,EDUCATION_0,EDUCATION_1,EDUCATION_2,EDUCATION_3,EDUCATION_4,EDUCATION_5,EDUCATION_6,SEX_1,SEX_2,class
1413,360000,32,-1,-1,-1,-1,-1,-1,39587,17900,5307,23102,64617,10542,18011,5307,23102,64617,10542,9702,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1414,60000,24,2,2,2,2,2,2,27583,26860,28601,29819,30192,31045,0,2500,2000,1000,1500,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
1415,20000,45,-2,-2,2,2,2,2,-2044,1961,2983,2790,3589,3388,5966,1201,0,1000,0,1000,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1416,190000,41,2,0,0,2,0,0,185738,187764,100526,94909,94804,94007,7762,7700,0,3545,3386,3575,0,1,0,0,0,0,0,1,0,0,0,0,1,1
1417,60000,27,0,0,0,0,0,0,37170,36918,10163,10692,15307,19838,2000,3000,1000,5000,5000,1000,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1418,220000,41,-2,-2,-2,-2,-2,-2,24435,2131,36010,1050,9522,2340,2142,36204,1055,9569,6995,492,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1419,350000,33,-1,0,-1,-1,-1,-1,61937,65343,1355,7069,0,180,5343,1359,14615,0,180,1340,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1420,120000,37,-1,-1,2,0,-1,0,15591,17156,17227,18560,10067,15594,7227,683,8560,10067,10000,7223,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1421,110000,34,0,0,0,0,0,0,102638,101681,100316,100512,102215,103909,4600,4000,4000,3800,4000,4000,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1422,210000,30,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1423,30000,23,0,0,0,0,0,0,19594,20619,21631,22062,22707,23312,1346,1358,789,1000,981,1010,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1424,80000,34,1,2,2,2,2,2,46461,47526,46466,48183,49057,51091,2100,0,2800,1800,3000,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
1425,370000,29,-1,-1,-1,-2,-2,-2,28397,19340,-400,-1900,-1900,-1900,19438,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1426,30000,47,0,0,0,2,2,2,24895,26476,28047,29767,30498,29890,2000,2000,2500,1500,0,1200,0,1,0,0,0,1,0,0,0,0,0,0,1,1
1427,300000,30,1,-2,-1,0,-1,-1,-6027,-6027,3973,3973,1244,1631,0,10000,0,1244,1631,2000,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1428,20000,22,0,0,0,0,0,0,15829,15299,16262,16749,13764,18732,1600,1550,1000,1000,5283,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1429,320000,29,0,0,0,0,0,0,48998,33175,16784,9558,11022,11953,6105,3394,2100,1580,1016,1078,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1430,50000,35,1,2,0,0,0,-1,48047,46593,46945,21260,70,29575,0,2052,1800,0,29935,1200,0,1,0,0,0,0,1,0,0,0,0,1,0,1
1431,130000,33,1,-1,0,-1,0,0,0,870,390,11,1011,381,870,300,11,1000,300,500,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1432,160000,50,1,2,2,2,0,0,142779,146635,148953,144119,48552,49770,7700,6100,0,2000,2000,2000,0,1,0,0,0,0,1,0,0,0,0,1,0,1
1433,200000,28,2,2,2,2,0,0,68398,73564,73548,44234,42599,46192,6900,1966,12,1604,5164,1104,0,0,1,0,0,1,0,0,0,0,0,0,1,1
1434,100000,53,0,0,0,0,0,0,99768,100098,75296,73774,75603,77807,3919,3010,3000,6000,3500,3000,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1435,20000,36,2,0,0,-1,-1,-1,19597,35869,9066,309,3019,16496,1503,2036,309,3100,16890,500,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1436,300000,30,-2,-1,-1,-1,-2,-1,900,195,1442,1740,3871,606,195,1542,1748,3890,608,4059,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1437,100000,39,2,2,0,0,0,0,78353,77726,79151,80249,82405,77011,1200,3400,2900,3500,3000,6100,0,1,0,0,0,0,1,0,0,0,0,0,1,1
1438,60000,26,0,0,0,0,0,0,29860,30576,31962,32444,32971,33721,1500,1900,1310,1200,1300,1500,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1439,230000,38,-1,-1,-1,0,0,0,4549,0,24962,34372,32630,33334,0,24962,10000,943,1000,1058,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1440,70000,40,0,0,0,0,0,0,5481,6495,7514,8582,9038,9490,1113,1132,1200,600,600,600,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1441,180000,39,1,-2,-2,-1,3,2,0,0,0,300,300,150,0,0,300,0,0,645,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1442,20000,28,1,2,0,0,0,0,5653,5419,6365,6608,7001,7233,0,1200,350,500,500,300,0,0,1,0,0,0,0,1,0,0,0,1,0,1
1443,270000,31,-2,-2,-2,-2,-2,-2,6181,12110,26069,36630,37390,19816,12140,26134,36650,37390,19816,5272,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1444,320000,24,-1,-1,-1,0,-1,-1,44500,51257,54659,35196,71244,35299,51334,54726,103,71404,35448,47699,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1445,210000,33,0,0,0,-2,-2,-1,29672,31050,0,0,0,87045,2100,0,0,0,87045,4000,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1446,50000,47,0,0,2,0,0,0,13244,14722,15181,15928,16671,17393,2000,1000,1000,1000,1000,1000,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1447,380000,33,0,0,0,0,0,0,112926,108573,216399,213259,203377,185056,4677,130533,7609,12000,7000,6000,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1448,100000,37,0,0,0,0,0,0,99516,87274,96414,74161,45585,40178,10184,20000,5150,5000,10000,10000,0,1,0,0,0,1,0,0,0,0,0,1,0,1
1449,50000,23,0,0,0,0,0,0,43087,44468,46653,43143,19003,-317,2100,3260,1200,1000,0,16628,0,1,0,0,0,0,0,1,0,0,0,1,0,1
1450,180000,28,-1,-1,-1,-1,-1,-1,416,416,416,416,416,832,416,416,416,416,832,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
1451,260000,36,0,0,0,0,-1,0,88273,91908,90857,-81334,142645,149655,6000,5020,81569,331788,10002,5003,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1452,200000,46,-2,-2,-2,-2,-2,-2,2263,3441,2124,6041,2975,3441,3448,2124,6063,2975,3441,1841,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1453,230000,32,0,0,0,0,0,0,198704,202217,204255,207347,51134,50222,10000,10000,10000,50000,2000,2000,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1454,50000,24,0,0,0,0,-1,-1,7198,8421,9202,9800,1000,0,1500,1000,598,1000,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
1455,140000,37,1,-1,-1,0,0,-2,0,177,1460,1460,0,0,177,1460,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
1456,500000,32,0,0,0,2,0,0,126599,132527,138945,142235,144959,148697,8000,8500,7000,7000,6000,15000,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1457,290000,29,0,0,0,0,0,0,98709,106341,107325,108805,105375,105710,10000,3286,3133,2822,3212,3073,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1458,130000,23,2,2,2,2,0,0,115978,121386,108759,94692,96419,98233,12073,3400,0,3482,4037,2630,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1459,180000,48,0,0,0,0,0,0,64788,66092,65236,65912,66523,67020,3000,2370,3000,3000,2588,2500,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1460,150000,46,0,0,0,0,0,0,97832,98403,99263,100920,86781,71408,4555,3500,3300,3027,3000,2700,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1461,20000,62,2,3,2,2,2,2,17072,16505,17242,16668,17972,18316,0,1300,0,1586,780,800,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1462,500000,38,-1,-1,0,0,-1,0,2343,4666,3492,3008,16871,19188,4695,2506,2015,16883,5013,8031,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1463,420000,27,-2,-2,-2,-2,-2,-2,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,14996,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1464,50000,34,0,0,0,0,0,0,51012,49882,50446,49910,29844,30524,2000,2200,2270,1204,1300,1238,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1465,20000,22,1,-1,-1,-2,-2,-2,3843,396,0,0,0,0,2000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
1466,260000,39,2,0,0,2,2,2,136007,139215,146127,143637,154531,147016,5400,9500,0,12766,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
1467,100000,24,0,0,0,0,0,0,85343,83855,78703,76544,75360,76507,2916,3000,3000,3000,3000,2700,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1468,230000,30,-1,2,-1,-1,-1,-1,2374,2165,2154,1966,1966,1966,0,2154,1966,1966,1966,177,0,0,1,0,0,0,1,0,0,0,0,0,1,1
1469,360000,45,-1,-1,-1,-1,-1,-2,287,29646,9251,18860,-40,-40,29794,9297,18954,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1470,20000,24,0,0,0,0,0,0,15221,17847,18483,19079,19060,19061,3287,1313,1299,670,686,694,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1471,20000,58,0,0,0,0,0,0,19698,19224,18690,17392,16408,16343,1315,1254,596,592,594,553,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1472,80000,30,0,0,0,0,0,0,69533,71314,73027,74215,75865,77448,3500,3500,3000,3000,3000,3000,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1473,250000,26,-2,-2,-2,-2,-2,-2,16884,10397,5291,4671,4400,6011,2000,1000,1010,2000,6011,2325,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1474,50000,27,0,0,-2,-2,-2,-2,17500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1475,80000,40,0,0,0,-1,0,0,80855,78074,38360,60060,59322,59973,2800,2700,61400,2312,2800,2800,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1476,120000,25,0,0,-1,0,0,-1,8676,10599,5814,4426,3038,5184,5000,5814,0,0,5184,7048,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1477,500000,30,0,0,0,0,0,0,135634,135796,133712,136069,67837,69514,5034,6000,5355,3500,2513,5000,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1478,80000,43,0,0,0,0,0,0,43749,46330,43134,38010,38510,38427,3356,3204,2017,3515,2506,2015,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1479,80000,30,0,0,0,0,0,0,70540,66346,58421,47943,40092,44463,2485,2880,2269,1418,5000,2000,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1480,250000,38,-1,-1,0,-1,-1,0,6352,6790,10418,7720,37543,31337,6790,5418,7720,37604,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1481,150000,36,0,0,0,0,0,-1,113368,70001,45813,44309,27428,2013,2354,2500,1200,2618,2013,4724,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1482,80000,29,0,0,-1,-1,-1,0,80832,40283,317,401,34985,37004,2000,450,500,35000,3000,2000,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1483,100000,49,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1484,60000,45,0,0,0,0,0,0,67719,69501,58536,56705,18352,18195,3000,12423,2000,2000,1000,1000,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1485,30000,31,1,2,2,0,0,0,28933,30109,29349,29400,30000,0,1949,0,1000,600,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1486,170000,40,-1,-1,-1,-1,-1,-1,4599,3409,3790,2578,2100,2400,3409,6530,2578,2100,2400,6665,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1487,500000,43,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
1488,50000,26,1,2,0,0,2,2,16412,15851,16889,19909,19291,20675,0,1294,3314,0,1700,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1489,60000,27,0,0,0,0,0,0,57697,48934,44653,44056,42210,41796,2200,5000,2000,1500,2000,1600,0,0,1,0,0,0,1,0,0,0,0,0,1,1
1490,130000,42,-1,-1,-1,-1,-1,-1,1048,1048,1048,1048,390,390,1048,1048,1048,390,390,390,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1491,30000,23,2,0,0,0,0,0,27216,28420,27929,28920,27997,28378,3003,1482,1703,1001,1500,1845,0,0,1,0,0,0,1,0,0,0,0,0,1,1
1492,100000,37,0,0,-2,-2,-2,-2,7642,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1493,20000,43,-1,2,0,0,0,0,6483,6233,7254,8106,8418,8440,0,1283,1135,447,306,307,0,0,1,0,0,0,1,0,0,0,0,0,1,1
1494,50000,50,0,0,0,0,0,0,6449,7314,8474,8488,8665,8843,1129,1289,303,313,321,472,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1495,170000,42,-1,-1,-1,-1,-1,-1,552,552,552,552,552,0,552,552,552,552,0,33290,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1496,360000,35,-2,-2,-1,2,2,-2,0,0,1300,300,0,598,0,1300,0,0,598,1352,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1497,320000,29,-1,0,0,-2,-2,-2,2799,7932,0,0,0,0,7329,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1498,150000,39,-1,-1,-1,-1,-1,-1,1709,14674,771,1365,10965,1488,14674,771,1375,10965,1488,4328,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1499,10000,34,0,0,0,0,-1,-1,7101,8131,9024,6292,2530,6727,1307,1200,1012,2530,6727,56,0,1,0,0,0,0,0,1,0,0,0,0,1,1
1500,160000,45,0,0,0,0,0,0,108799,110963,114975,115923,107621,110006,3972,5800,4431,3854,4121,4603,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1501,220000,30,2,2,0,0,0,0,150682,139629,136020,115942,54611,42363,0,6824,2726,1239,2953,112742,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1502,180000,47,1,-2,-1,-1,-2,-2,-12,-12,3300,0,0,0,0,3312,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
1503,160000,30,1,2,2,2,2,0,151270,153276,155301,155152,144602,148199,6000,6085,12534,0,6000,6000,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1504,50000,26,0,0,0,0,0,0,48057,48457,44932,20024,18830,18087,2007,1351,1561,628,775,1602,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1505,230000,34,1,-2,-2,-2,-1,0,-2,-2,-2,-2,794,796,0,0,0,796,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1506,120000,48,-1,-1,-1,-1,-1,-1,360,360,360,150,870,510,360,360,150,870,510,870,0,1,0,0,0,1,0,0,0,0,0,1,0,1
1507,360000,30,0,-1,-1,-1,-1,-1,14409,3540,500,500,0,1191,3540,500,500,0,1191,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1508,80000,24,0,0,0,0,0,0,74377,76137,78366,78400,80000,80000,3000,3455,1960,2000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1509,320000,44,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1510,30000,26,0,0,0,0,2,0,26990,24706,25022,26405,25861,27778,4900,2000,2100,0,2500,1840,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1511,20000,40,0,0,0,0,0,0,10288,9276,5622,19263,18433,26132,3010,2010,15000,4000,2000,2000,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1512,280000,39,0,0,0,0,0,0,273651,279296,282851,251648,255697,261691,11128,11234,11002,10000,10000,10000,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1513,50000,23,0,0,0,0,0,0,49842,49830,50116,49184,19184,18021,2000,2100,1500,1000,1000,1000,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1514,210000,28,1,-2,-2,-2,-2,-1,0,0,0,0,0,8270,0,0,0,0,8270,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1515,50000,23,0,0,0,0,0,0,47662,41023,42162,6765,19286,9558,2000,2102,255,3000,191,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1516,180000,44,0,0,0,0,0,2,151538,133924,136707,139438,143513,141119,6256,6434,6506,10813,0,5557,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1517,80000,25,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1518,160000,26,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,390,390,390,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1519,20000,31,0,0,0,0,0,0,15654,16425,17265,16647,12213,10998,1330,1170,500,420,397,221,0,1,0,0,0,0,0,1,0,0,0,0,1,1
1520,20000,50,0,-1,-1,-1,-1,-2,5100,2940,6050,3100,0,0,2940,6050,3100,0,0,1035,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1521,140000,24,-1,-1,-2,-1,-1,-2,197,0,0,233,0,0,0,0,233,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1522,150000,36,0,0,0,0,0,0,38298,39292,40357,41284,42105,43146,1635,1700,1600,1507,1719,2000,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1523,20000,31,-2,-2,-2,-1,-1,-1,668,355,0,600,5275,841,355,0,600,5275,841,763,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1524,30000,41,0,0,0,0,0,0,22346,26357,29043,29419,29848,29306,8816,4021,2000,5000,6000,6000,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1525,20000,31,3,2,2,2,2,0,6186,5941,8541,8560,8274,9135,0,2869,305,0,1000,1000,0,0,1,0,0,1,0,0,0,0,0,0,1,1
1526,210000,27,1,-2,-1,-1,-2,-2,0,0,1008,0,0,0,0,1008,0,0,0,1114,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1527,220000,33,0,0,0,0,0,0,204144,175748,172758,175030,174122,175472,6500,6300,7700,6300,6300,6150,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1528,90000,31,0,0,0,0,-1,0,12045,9720,7391,4238,18003,16128,1500,1200,1000,21000,1500,2000,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1529,20000,23,2,2,7,7,6,5,2400,2400,2400,2400,1800,1200,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
1530,20000,28,1,2,2,2,0,0,15764,15718,17164,16594,18158,19554,500,2000,0,2000,1700,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1531,200000,30,-2,-2,-2,-2,-2,-2,42488,0,0,0,7637,21186,0,0,0,7637,21186,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1532,360000,52,-1,-1,-1,-1,0,-1,14432,15329,13062,41977,24354,25948,15329,13062,41977,0,25948,21318,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1533,210000,37,2,2,2,2,2,2,76089,77985,79104,80399,81462,83366,3700,3000,3200,2500,3400,4300,0,1,0,0,0,1,0,0,0,0,0,0,1,1
1534,30000,25,1,2,3,2,2,0,17835,21220,20563,18676,18281,17261,4000,0,1000,0,2000,2000,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1535,20000,28,1,2,0,0,3,2,8055,7777,8805,12647,12173,11855,0,1158,4000,0,0,900,0,0,1,0,0,0,0,1,0,0,0,1,0,1
1536,30000,23,0,0,0,0,0,0,27044,28384,29037,29667,29669,29995,2000,1427,1291,1029,1229,549,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1537,150000,24,-2,-2,-2,-2,-2,-2,1563,5689,490,0,2893,0,5689,494,0,2893,0,499,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1538,20000,32,0,0,0,3,2,0,11777,14851,17575,17063,15711,28600,3276,3000,3,7,2058,669,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1539,80000,27,0,0,0,0,2,0,58777,60201,61633,69160,26000,25000,3000,3000,9160,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1540,210000,29,-2,-2,-2,-2,-2,-2,3814,-6,6456,0,2746,11613,0,6462,0,2746,11613,11753,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1541,230000,37,0,0,0,0,0,0,30769,30792,30140,31067,31091,28223,1500,1600,1500,1000,1000,1200,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1542,160000,50,-1,2,-1,0,-1,2,3139,1473,1863,390,930,390,0,1863,0,930,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1543,30000,38,1,2,0,0,0,2,9033,8136,8339,8730,9386,3014,0,1000,1000,1300,0,1000,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1544,500000,36,0,0,0,0,-2,-1,21368,21094,12675,5803,5841,2227,4066,5004,28,2033,3130,94593,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1545,160000,31,3,2,0,0,0,0,26295,27074,28314,29341,31690,33993,1500,2000,1500,3000,3000,1500,0,1,0,0,0,0,1,0,0,0,0,1,0,1
1546,270000,36,-2,-2,-2,-2,-2,-2,72364,65094,30704,12383,143874,15081,65140,30773,12383,144570,20081,112791,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1547,20000,50,1,-1,-1,-1,-1,0,-5,4995,2197,3047,4262,7163,5000,2200,6050,5000,3000,2000,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1548,500000,51,-1,-1,-1,0,0,0,5255,86992,37272,24445,77828,61029,86992,37272,0,65428,1221,21984,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1549,150000,26,0,0,0,0,0,0,153070,149027,151632,151855,150713,148958,6000,6000,7000,5480,5400,5300,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1550,80000,23,2,2,0,0,0,0,71528,69817,70719,39288,40500,41668,0,2131,2000,2000,2000,3000,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1551,220000,35,0,0,0,0,0,0,237976,232993,229896,226036,222487,210628,8300,8500,8000,7900,7800,8000,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1552,300000,29,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
1553,240000,24,0,0,0,0,0,-1,50787,51524,31783,33993,36783,37102,1601,1400,3000,3180,37102,904,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1554,20000,28,0,0,0,0,0,0,8723,10265,12086,13180,13660,14288,2000,2000,1600,1000,1000,1000,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1555,30000,25,0,0,0,0,0,-2,3924,4972,5873,5993,0,0,1099,1000,120,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1556,110000,28,2,2,2,0,0,0,105014,104574,94521,88833,82585,75992,9000,10,3917,2730,2770,2800,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1557,50000,22,3,2,0,0,0,0,50953,49363,49243,46382,47261,48219,8,3011,1264,2000,1159,1244,0,0,1,0,0,0,1,0,0,0,0,0,1,1
1558,190000,26,0,0,0,2,2,2,45694,52361,43563,40909,50758,36922,9000,8000,0,12000,3000,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1559,90000,28,0,0,0,0,0,0,42322,43314,44354,45372,46317,51292,1997,2037,2055,2000,5913,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1560,180000,27,0,0,0,0,0,0,152158,155181,158437,161664,164873,168344,5539,5741,5852,5881,7607,6135,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1561,50000,26,0,0,0,0,0,0,45253,44840,45880,46893,47827,48829,1724,1764,1777,1711,1772,2043,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1562,160000,31,0,0,0,0,0,0,24645,24956,25819,25754,25898,25925,1420,1699,1050,1104,1041,1000,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1563,50000,56,0,0,0,0,0,0,48316,34161,33751,22467,19927,20352,1700,1760,898,864,900,998,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1564,460000,26,-1,-1,-1,-1,-1,-1,18738,16345,20246,9936,10833,21169,16447,20373,10018,12387,21865,13898,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1565,190000,35,-1,-1,0,0,0,0,980,68738,105265,126905,150953,153223,68738,50000,26905,30000,7000,10000,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1566,200000,25,0,0,0,0,0,-1,1698,2751,3665,4665,6665,150,1086,1000,1000,2000,150,776,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1567,500000,33,-2,-2,-1,-1,-2,-1,125,-18088,1664089,121757,97115,377217,4366,1684259,121831,97670,379267,26759,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1568,250000,24,-2,-2,-1,0,0,0,0,0,19449,20623,21283,21943,0,19449,1500,1000,1000,1000,0,0,1,0,0,0,1,0,0,0,0,0,1,1
1569,30000,47,0,0,0,0,0,0,29554,28893,29537,30087,17534,15145,1895,1539,1089,718,400,5000,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1570,450000,48,-1,2,-1,-1,-1,-1,5514,1509,949,575,3489,0,0,949,575,4929,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
1571,260000,37,0,0,0,0,0,0,257456,261189,264520,249571,202144,197643,10621,9948,8914,6986,41000,7222,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1572,400000,53,0,0,-1,0,0,0,252860,257062,99832,100967,101788,117818,11416,99835,3501,3641,17823,4180,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1573,140000,32,0,0,0,0,0,0,83768,79736,76167,66410,71150,75781,5000,6029,8000,6000,6000,3000,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1574,30000,38,4,3,4,4,4,3,17628,20024,20424,20601,19992,19392,3000,1000,786,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
1575,110000,46,-1,-1,-1,-1,-1,0,2410,2151,2161,1719,107591,107940,2151,2161,1719,107591,5000,3500,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1576,60000,29,-1,-1,-1,-1,0,-1,5557,7587,7058,8127,4557,2992,7587,8028,8127,15,2992,7695,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1577,170000,33,1,-2,-2,-2,-1,0,0,0,0,0,185,185,0,0,0,185,0,4578,0,1,0,0,0,1,0,0,0,0,0,0,1,0
