,variance,skewness,curtosis,entropy,class
827,3.2692,3.4184,,-0.066824,0
828,-1.0802,2.1996,-2.5862,-1.2759,1
829,,-7.7267,,-1.4543,1
830,4.0962,10.1891,-3.9323,,0
831,,0.27727,0.20792,,0
832,2.7744,,-1.0671,0.075416,0
833,,,-1.4089,-0.76121,1
834,,10.8409,2.7827,,0
835,1.5514,3.8013,,,1
836,4.7432,2.1086,,1.6543,0
837,,-3.1039,2.3757,0.78532,0
838,-1.9922,11.6542,2.6542,,0
839,,-6.4624,8.3573,-1.5216,0
840,,1.9741,-3.3668,,1
841,1.934,,,-0.33967,0
842,2.2526,9.9636,-3.1749,,0
843,1.3264,1.0326,,-0.41337,0
844,5.2012,0.32694,,,0
845,,3.9213,,-3.6371,1
846,,,-5.1508,-6.3913,1
847,,,12.6689,,1
848,3.7982,,,-4.9728,0
849,-1.1188,,,-1.9573,1
850,0.25943,5.0097,,,1
851,-6.2003,8.6806,,,1
852,,3.286,,,0
853,-2.1652,,-2.4132,,1
854,-4.9462,3.5716,,,1
855,-3.506,-12.5667,,,1
856,1.0284,,-1.3687,,0
857,2.6415,7.586,,-1.6677,0
858,,,-0.47841,0.62627,1
859,,,12.4547,,1
860,,-3.584,3.6884,,0
861,2.5503,-4.9518,,-0.41596,0
862,2.0962,2.4769,,,0
863,5.2418,,,-4.2797,0
864,5.6272,10.0857,,,0
865,3.0948,,,,0
866,,,-4.8431,-5.5909,1
867,,,,-1.6677,1
868,,-0.24418,1.4041,,1
869,3.3004,7.0811,-1.3258,,0
870,,,,,0
871,1.2616,,,-1.7517,0
872,,,0.2182,,1
873,,,-4.8003,-4.3534,0
874,,-12.7095,,,1
875,,,,,0
876,,,,,0
877,-1.239,-6.541,,-0.033204,1
