,0,1,2,3,4,5,6,class
559,-49.0,-64.0,-58.0,,-70.0,,-80.0,2
560,-59.0,-57.0,-56.0,-65.0,-49.0,-91.0,,3
561,-49.0,,-54.0,,-60.0,,-79.0,2
562,-57.0,,,,,,-85.0,0
563,-41.0,-56.0,,,-72.0,-74.0,-66.0,1
564,-36.0,-54.0,,-46.0,,-66.0,,1
565,-60.0,-53.0,,-67.0,-64.0,,,0
566,,,,,-49.0,-85.0,,3
567,,-64.0,-54.0,-54.0,,,-79.0,2
568,-60.0,-56.0,,,-65.0,,,0
569,,,-49.0,-68.0,-45.0,-85.0,-92.0,3
570,,,-56.0,-60.0,-52.0,,,3
571,,-48.0,,-52.0,,-77.0,,2
572,-48.0,,-49.0,-52.0,,-82.0,-73.0,2
573,-43.0,-55.0,-54.0,,-58.0,,,1
574,,,,,,-88.0,-87.0,3
575,,-60.0,,-18.0,,,-73.0,1
576,-67.0,,,-70.0,-69.0,,,0
577,-49.0,-53.0,-51.0,,,,,2
578,-57.0,-54.0,-46.0,-53.0,,,-84.0,3
579,,,-59.0,,-67.0,,-79.0,0
580,,-56.0,,-54.0,,,,2
581,-62.0,-59.0,-62.0,-63.0,,,,0
582,,-53.0,-58.0,-64.0,,-84.0,,0
583,-36.0,,-57.0,-34.0,,,,1
584,,-60.0,,,,,-91.0,0
585,,-70.0,,,,,-80.0,1
586,-59.0,-57.0,,-61.0,-63.0,,-87.0,0
587,,-56.0,-63.0,,-71.0,,-78.0,1
588,-64.0,-55.0,-55.0,,-49.0,-93.0,-85.0,3
589,-43.0,,-68.0,,-72.0,,,1
590,-63.0,-54.0,,,-71.0,,,0
591,,-50.0,,,,,,2
592,,,,-38.0,,-72.0,,1
593,,-60.0,-73.0,-58.0,-68.0,,-92.0,2
594,,-52.0,-50.0,-39.0,,-75.0,,1
595,,-54.0,,-65.0,,,-82.0,0
596,,,,-35.0,,,,1
597,-39.0,,-55.0,-37.0,,,,1
598,-64.0,,,-65.0,-51.0,-93.0,-92.0,3
599,-52.0,,-51.0,,-63.0,,,2
600,,-54.0,-53.0,,,-75.0,,2
601,,-55.0,,-47.0,,,,2
602,,-59.0,,-57.0,-54.0,-82.0,-89.0,3
603,-49.0,,-50.0,-45.0,-64.0,,-85.0,2
604,,,-51.0,-37.0,,,-77.0,1
605,-62.0,,,,-68.0,,-82.0,0
606,,,,-51.0,-64.0,,-87.0,2
607,-58.0,-57.0,,,,-82.0,-84.0,3
608,-40.0,,,-39.0,-67.0,-81.0,-74.0,1
609,-61.0,,,-61.0,-64.0,-78.0,,0
610,,,-50.0,-52.0,,,-77.0,2
611,-59.0,,-61.0,-65.0,,,,0
612,,,-54.0,-69.0,-53.0,,,3
613,-63.0,,,-63.0,,,-75.0,0
614,-52.0,-52.0,,-49.0,,,-80.0,2
615,,-58.0,,-57.0,,-91.0,-93.0,3
616,-49.0,-52.0,,-46.0,,-77.0,-77.0,2
617,-63.0,,,,-59.0,-89.0,,2
618,-51.0,,,,,,,2
619,-48.0,,,,-63.0,-79.0,-77.0,2
620,,,-47.0,-42.0,,-73.0,-70.0,1
621,,-56.0,,,-49.0,,,3
622,,,,-41.0,-74.0,,-69.0,1
623,-58.0,-51.0,,,-50.0,-79.0,-87.0,3
624,,-56.0,,,-66.0,,-83.0,0
625,,-53.0,-51.0,,-60.0,,,2
626,-35.0,-56.0,,-36.0,-69.0,,-78.0,1
627,-61.0,-54.0,-48.0,,,-89.0,,3
628,-49.0,-55.0,,-49.0,,-80.0,,2
629,-68.0,-63.0,-65.0,,-81.0,,,0
630,,-50.0,-49.0,,-45.0,-86.0,,3
631,,,-63.0,-65.0,-68.0,-85.0,-90.0,0
632,,-55.0,,,-44.0,,,3
633,-15.0,,-56.0,-15.0,,-76.0,,1
634,,-59.0,,,,-79.0,-87.0,1
635,-63.0,,,-68.0,,,-89.0,0
636,,-57.0,,-60.0,-39.0,-88.0,,3
637,-40.0,,,-39.0,,-70.0,,1
638,-59.0,-51.0,-58.0,-57.0,,,-85.0,0
639,,-52.0,,-56.0,-67.0,,-91.0,2
640,-57.0,-56.0,,-66.0,,-84.0,-91.0,3
641,-12.0,,-63.0,-18.0,-69.0,,,1
642,-58.0,,-51.0,,-53.0,-87.0,-87.0,3
643,,-57.0,,-65.0,-48.0,-91.0,,3
644,,,,,-65.0,,,2
645,-39.0,-56.0,-58.0,-37.0,-64.0,-76.0,,1
646,-64.0,-59.0,,,,-84.0,-81.0,0
647,,-58.0,-51.0,,,,-80.0,2
648,,-54.0,,-21.0,,,,1
649,,,-54.0,,,-76.0,,1
650,,-52.0,,,-69.0,-78.0,-86.0,2
651,,,,,-65.0,-80.0,,0
652,,-55.0,,-61.0,-44.0,-88.0,-86.0,3
653,,-59.0,-58.0,,-74.0,-82.0,,0
654,-49.0,,,,,-85.0,-81.0,2
655,,,,,,,-92.0,3
656,,,,,-66.0,,,2
657,,,,,,,,1
658,-38.0,-59.0,,-44.0,,,,1
659,,-60.0,-55.0,,-53.0,-88.0,,3
660,,-56.0,,,,-78.0,-67.0,1
661,,-49.0,,,-65.0,,-79.0,0
662,,,-53.0,,-66.0,,-69.0,1
663,,,,,-63.0,-78.0,-80.0,2
664,-36.0,-52.0,-59.0,,-64.0,,-74.0,1
665,,,-51.0,,,,-87.0,3
666,-59.0,,,,-51.0,-87.0,-86.0,3
667,,-51.0,-51.0,-36.0,-67.0,,,1
668,,-53.0,-59.0,-64.0,-71.0,-80.0,-79.0,0
669,,,-59.0,-55.0,-70.0,,,2
670,,,-53.0,-50.0,,-79.0,-78.0,1
671,-51.0,-55.0,,,,-84.0,,2
672,-61.0,,-59.0,,-69.0,,,0
673,,,-55.0,-43.0,,,,1
674,-51.0,-55.0,,,,,-86.0,2
675,-62.0,,-57.0,,-72.0,,-81.0,0
676,-68.0,,,,-75.0,,,0
677,,,,-43.0,-64.0,-74.0,,2
678,-62.0,,,,-65.0,,-81.0,0
679,,-58.0,-64.0,,-73.0,,-86.0,0
680,-61.0,-58.0,-53.0,-57.0,-45.0,-86.0,,3
681,-46.0,,,-48.0,,,-86.0,2
682,-43.0,-55.0,-53.0,,-60.0,,,2
683,-50.0,,,-46.0,-64.0,,-77.0,2
684,-39.0,-56.0,,-40.0,,-75.0,-72.0,1
685,-51.0,,-56.0,,-66.0,,,2
686,-38.0,,-57.0,,,,,1
687,,-59.0,,-27.0,,,-76.0,1
688,-67.0,,,-64.0,-48.0,,-87.0,3
689,-62.0,-58.0,-50.0,-58.0,,,-87.0,3
690,,-52.0,-48.0,,-62.0,,-80.0,2
691,-38.0,,-53.0,,,-71.0,,1
692,,,-47.0,-64.0,,-83.0,,3
693,,,,-38.0,-74.0,,,1
694,-63.0,-54.0,-53.0,-65.0,-52.0,,-89.0,3
695,,,-54.0,,,,-77.0,2
696,,,-51.0,-57.0,,,,3
697,,,-54.0,-22.0,,-70.0,,1
698,,-57.0,,-45.0,-77.0,,,1
699,,,,,,-80.0,-86.0,2
700,,,-50.0,,,,-81.0,2
701,-39.0,-59.0,-49.0,-37.0,-68.0,,,1
702,-39.0,,-57.0,-36.0,-64.0,-65.0,,1
703,-57.0,-58.0,-52.0,,,-86.0,-90.0,3
704,,-53.0,-55.0,-65.0,-49.0,,-87.0,3
705,,-53.0,,-27.0,,-72.0,,1
706,-65.0,,,,,-83.0,,0
707,,-59.0,,,,-87.0,,0
708,-61.0,,-48.0,,-47.0,-85.0,,3
709,,-58.0,,,-64.0,-80.0,-85.0,2
710,,-57.0,-57.0,-36.0,,-82.0,-72.0,1
711,,,-58.0,-62.0,,-81.0,-81.0,0
712,,-49.0,,-60.0,-70.0,-78.0,-80.0,0
713,,,,,,-85.0,-80.0,2
714,-62.0,,-62.0,-65.0,-75.0,,,0
715,-35.0,,,,,-73.0,,1
716,-63.0,,,-60.0,-66.0,-79.0,-82.0,0
717,-59.0,,,-62.0,-47.0,-91.0,,3
718,,-54.0,,-56.0,-68.0,,,0
719,-59.0,-50.0,,-59.0,,,-87.0,3
720,,-52.0,-56.0,-36.0,,-68.0,,1
721,-60.0,-58.0,-57.0,-59.0,-66.0,-82.0,-83.0,0
722,,,,,,,-88.0,0
723,,,,-70.0,,-87.0,-87.0,3
724,,-50.0,,-62.0,-61.0,,,0
725,,,,-15.0,-71.0,,,1
726,,,-53.0,-36.0,-61.0,-77.0,-74.0,1
727,,-49.0,,-63.0,-62.0,,-79.0,0
728,-37.0,,-47.0,,-63.0,-70.0,,1
729,-49.0,-54.0,,-50.0,-70.0,,,2
730,,,-63.0,-45.0,-80.0,,-65.0,1
731,,-47.0,,-52.0,,,-80.0,2
732,,,,,-65.0,,,0
733,,,-59.0,-63.0,,,,0
734,-61.0,,,,,-82.0,-85.0,3
735,,-52.0,-55.0,-38.0,,-66.0,-85.0,1
736,,,-63.0,-62.0,-72.0,-85.0,-86.0,0
737,,-56.0,,,,-81.0,-83.0,0
738,,,,-62.0,-45.0,-88.0,-86.0,3
739,,-56.0,-61.0,,-75.0,-84.0,,0
740,,,-58.0,,-64.0,,-73.0,1
741,-61.0,,,-60.0,,-84.0,-86.0,3
742,,-55.0,-55.0,,,-72.0,,1
743,,,,,-51.0,-82.0,,3
744,,,,,,-67.0,,1
745,-37.0,,-54.0,-37.0,-67.0,-79.0,,1
746,-37.0,,,,-66.0,,,1
747,,-55.0,,-49.0,,,,2
748,-68.0,-57.0,,-69.0,,,-82.0,0
749,-45.0,-53.0,,,-63.0,-83.0,,2
750,,,-55.0,,-70.0,,,2
751,-62.0,-58.0,-52.0,,,,-84.0,3
752,-49.0,-52.0,,-53.0,,,-85.0,2
753,,,-55.0,-67.0,,-82.0,-89.0,0
754,-42.0,,,,,,-77.0,1
755,,,-63.0,-44.0,,-76.0,,1
756,-59.0,-50.0,-45.0,-63.0,,-84.0,-86.0,3
757,-52.0,,-52.0,,,-78.0,-80.0,2
758,-52.0,-57.0,-53.0,,,,-83.0,2
759,-60.0,-50.0,-51.0,-62.0,,-87.0,,3
760,,-60.0,-62.0,,,,-82.0,0
761,,-56.0,-47.0,-58.0,,,,3
762,,-55.0,,-57.0,-46.0,-83.0,-85.0,3
763,,-58.0,,,,,-82.0,0
764,-46.0,,-50.0,-53.0,,,,2
765,-67.0,-57.0,-55.0,,,,-87.0,3
766,-62.0,,-52.0,,,,-98.0,3
767,,-58.0,-52.0,,-50.0,-87.0,,3
768,,-51.0,,-59.0,,-91.0,-89.0,3
769,-35.0,,,-34.0,-61.0,-71.0,-74.0,1
770,-49.0,,-50.0,-52.0,-60.0,-85.0,-88.0,2
771,-49.0,,,-47.0,-72.0,,-79.0,1
772,,-51.0,-45.0,-54.0,,,-85.0,3
773,,,-57.0,,,-87.0,,3
774,-63.0,,,,,-83.0,,0
775,,,-46.0,,,-84.0,,2
776,,,-67.0,,-63.0,-81.0,,1
777,,,-57.0,,-62.0,-81.0,-78.0,2
778,,,-54.0,-59.0,-64.0,,,0
779,,-55.0,,,,-72.0,-66.0,1
780,,,,-49.0,,-84.0,-89.0,2
781,,,-50.0,,,,-81.0,2
782,,,,,-39.0,,,3
783,,,-47.0,-71.0,,,-83.0,3
784,,-58.0,,-51.0,-62.0,,-85.0,2
785,-67.0,,,-60.0,,-83.0,,0
786,-58.0,,-61.0,-59.0,,,,0
787,,-56.0,-48.0,-60.0,-55.0,,-84.0,3
788,-16.0,,,-35.0,-69.0,-81.0,,1
789,-47.0,-52.0,-56.0,,,-83.0,-83.0,2
790,,-53.0,,-52.0,,,-84.0,2
791,,-54.0,,-55.0,,-87.0,-91.0,3
792,-39.0,-57.0,,-38.0,-56.0,,-72.0,1
793,,-53.0,-56.0,,,-75.0,-83.0,1
794,-56.0,-55.0,-45.0,,-52.0,-84.0,,3
795,,-54.0,-50.0,-45.0,,,,1
796,-12.0,-55.0,,,-70.0,-76.0,-75.0,1
797,,,-43.0,,-55.0,-83.0,,3
798,-41.0,,-56.0,-36.0,-62.0,,,1
799,,,,-43.0,,-67.0,-66.0,1
800,,,-63.0,,,,,1
801,,,-57.0,-59.0,,-88.0,,3
802,,-57.0,,-51.0,-60.0,-89.0,-83.0,2
803,,-52.0,-50.0,-41.0,,-68.0,-72.0,1
804,,-53.0,-54.0,-45.0,-61.0,-86.0,-83.0,2
805,-63.0,,,-63.0,-68.0,,,0
806,-27.0,-60.0,,,,-68.0,,1
807,-38.0,-54.0,,-42.0,,-71.0,,1
808,,,,,-63.0,,-68.0,1
809,-67.0,,,-61.0,,,-91.0,0
810,-60.0,,,-62.0,,,-86.0,0
811,-43.0,-55.0,,,,,-76.0,1
812,-59.0,,-52.0,-71.0,,,-88.0,3
813,,,,,,,-81.0,0
814,-18.0,,,,,-73.0,-66.0,1
815,-63.0,-58.0,-54.0,-67.0,,,-98.0,3
816,-63.0,-57.0,-66.0,,,,,0
817,-14.0,,,,-67.0,-71.0,-72.0,1
818,,-54.0,-53.0,-49.0,-63.0,,,2
819,,,-55.0,-53.0,-66.0,,-80.0,1
820,-58.0,,,,,-78.0,,0
821,-57.0,-61.0,-54.0,-64.0,-48.0,,,3
822,-51.0,,-51.0,-51.0,,,-86.0,2
823,-61.0,-54.0,,,,-92.0,,3
824,-52.0,-52.0,,-49.0,,,-84.0,2
825,,-57.0,-60.0,,-74.0,,-90.0,0
826,-65.0,,,-63.0,-69.0,,,0
827,,,,,-70.0,-82.0,,1
828,-60.0,,,-63.0,,-87.0,,3
829,-64.0,,,,,-93.0,-92.0,3
830,-38.0,-52.0,-56.0,-44.0,-65.0,,-75.0,1
831,,-59.0,-62.0,,-71.0,,-84.0,0
832,-46.0,-52.0,-51.0,-55.0,-60.0,-80.0,,2
833,-64.0,-57.0,,-63.0,-68.0,-85.0,-81.0,0
834,,-57.0,,,-68.0,,-88.0,0
835,-60.0,-53.0,-60.0,,,,,0
836,-65.0,-54.0,,-66.0,-70.0,,-80.0,0
837,-43.0,,-55.0,,,-71.0,-74.0,1
838,-59.0,,-52.0,-56.0,-50.0,-86.0,,3
839,-42.0,-58.0,-65.0,,-71.0,,-73.0,1
840,,-58.0,-67.0,,-70.0,,-84.0,0
841,-57.0,-56.0,,-59.0,,,,3
842,-55.0,,,-59.0,-53.0,,-84.0,3
843,-56.0,-53.0,-42.0,-61.0,-49.0,-83.0,,3
844,,,,,,-84.0,-86.0,3
845,-41.0,,,-40.0,-62.0,,,1
846,-45.0,-58.0,-55.0,,-68.0,,,1
847,-62.0,-59.0,-61.0,-66.0,,-86.0,-80.0,0
848,-52.0,,,-56.0,-64.0,-78.0,-88.0,2
849,,-57.0,-58.0,,-70.0,,,0
850,,,-51.0,-39.0,,,-72.0,1
851,-16.0,-58.0,,-13.0,-68.0,,-90.0,1
852,,,,-16.0,-71.0,,,1
853,-39.0,-54.0,-55.0,-37.0,-71.0,,,1
854,,,,-60.0,-40.0,-87.0,-87.0,3
855,,-52.0,,,,-88.0,-87.0,3
856,-54.0,,-50.0,-49.0,,-84.0,-81.0,2
857,-50.0,-57.0,-54.0,-44.0,,,-85.0,2
858,,,,-48.0,-59.0,-79.0,-78.0,2
859,-46.0,,,-48.0,-71.0,,,1
860,,,,,-82.0,,-78.0,1
861,-51.0,-52.0,,-54.0,-61.0,-79.0,-76.0,2
862,-53.0,-62.0,,-53.0,-65.0,-79.0,,2
863,,-54.0,-52.0,-20.0,-66.0,-70.0,,1
864,,-56.0,,-60.0,,,-85.0,3
865,-43.0,,,,,-72.0,-70.0,1
866,-52.0,,-52.0,,-61.0,-86.0,,2
867,-55.0,,,-53.0,,,-87.0,2
868,-35.0,,,,-59.0,-73.0,-70.0,1
869,-36.0,,,,-70.0,,,1
870,-54.0,-59.0,-52.0,,,-76.0,-81.0,2
871,-64.0,-56.0,,-62.0,-53.0,-88.0,-87.0,3
872,-66.0,-56.0,-54.0,-69.0,,-82.0,,0
873,,,-59.0,,-67.0,-80.0,,0
874,,,,,,-75.0,,1
875,-37.0,-55.0,-55.0,,,-66.0,-69.0,1
876,-38.0,-55.0,-56.0,-36.0,,-70.0,-66.0,1
877,,-51.0,,,-67.0,,-80.0,0
878,,-55.0,-52.0,-14.0,-71.0,,-82.0,1
879,,-57.0,-57.0,-52.0,-62.0,-86.0,-84.0,2
880,,,-51.0,,,,,2
881,,,-57.0,-64.0,-47.0,-85.0,-89.0,3
882,,,,,-67.0,,,2
883,-65.0,-50.0,-51.0,-57.0,-70.0,-80.0,,0
884,,,,,-63.0,-86.0,,2
885,-59.0,-55.0,-49.0,,,,-93.0,3
886,,,,,,,,2
887,-61.0,,-55.0,,,,,3
888,,-57.0,,-60.0,-50.0,-86.0,,3
889,-64.0,-55.0,-55.0,,,,,3
890,,-59.0,,-51.0,-69.0,,,1
891,-52.0,,,-53.0,,,,2
892,-65.0,,-62.0,-65.0,,-84.0,-85.0,0
893,,,,,-65.0,-77.0,-80.0,0
894,-49.0,-54.0,,-56.0,,,,2
895,-52.0,,,,-61.0,-83.0,-81.0,2
896,,-51.0,,-50.0,,,,2
897,-51.0,-53.0,-52.0,-54.0,-65.0,-77.0,-87.0,2
898,-64.0,,,,,,-84.0,0
899,,,,,-59.0,,-78.0,2
900,-49.0,-52.0,,-54.0,-65.0,,,2
901,,,,-61.0,-63.0,-77.0,,0
902,-63.0,,,-63.0,,,-92.0,3
903,,,,,-52.0,-89.0,-88.0,3
904,-61.0,,-54.0,-63.0,-64.0,,,0
905,-56.0,,,-62.0,-71.0,,,0
906,-10.0,,,,-73.0,,-74.0,1
907,,-54.0,-53.0,,,,,3
908,-49.0,-56.0,,,-62.0,-78.0,-81.0,2
909,,,-53.0,,,-72.0,,1
910,-45.0,,,,-71.0,-89.0,,1
911,-62.0,-53.0,,-60.0,,-87.0,-86.0,0
912,-55.0,-60.0,-50.0,-55.0,-63.0,,-87.0,2
913,,-54.0,,-54.0,,-81.0,-79.0,2
914,-61.0,-53.0,,-58.0,-71.0,,-86.0,0
915,-50.0,-52.0,-49.0,-45.0,-64.0,-76.0,,2
916,,-51.0,,-59.0,-48.0,-87.0,-82.0,3
917,-57.0,-53.0,,-61.0,-56.0,,-83.0,3
918,-12.0,-60.0,,-15.0,,,-70.0,1
919,-55.0,-51.0,,,-59.0,-89.0,,2
920,-63.0,-58.0,-46.0,,-49.0,,-93.0,3
921,,,,,-67.0,,-88.0,2
922,,-53.0,,-47.0,,-66.0,,1
923,,,,-54.0,-68.0,,-85.0,2
924,,-58.0,,,,,,3
925,-17.0,-74.0,-60.0,,-73.0,,,1
926,-17.0,-59.0,-63.0,-15.0,,,,1
927,-64.0,,,,-68.0,-84.0,-82.0,0
928,-59.0,,,,,-80.0,,0
929,,,-64.0,,-74.0,-69.0,-70.0,1
930,,,-50.0,,,,,2
931,,,-59.0,,-62.0,,,2
932,,,-56.0,-61.0,-70.0,-77.0,-77.0,0
933,-41.0,-59.0,-65.0,-47.0,,,-66.0,1
934,-39.0,,-55.0,,,-77.0,-79.0,1
935,-63.0,-57.0,,-66.0,,,-81.0,0
936,-66.0,-59.0,,-68.0,,-88.0,,0
937,-56.0,-54.0,,-57.0,-51.0,,,3
938,,,-55.0,-36.0,,-66.0,-70.0,1
939,,-54.0,,,,,-83.0,3
940,,,-60.0,,,-73.0,-77.0,1
941,,,,-63.0,-72.0,,-84.0,0
942,-63.0,-61.0,,-68.0,,-87.0,-92.0,0
943,-63.0,,-61.0,,,,-87.0,0
944,-45.0,,,-49.0,-63.0,-78.0,-81.0,2
945,,,-54.0,-48.0,-67.0,-85.0,,2
946,-47.0,,-58.0,-50.0,,,-84.0,2
947,-40.0,,,-48.0,,-73.0,,1
948,,,,,-48.0,-83.0,-87.0,3
949,,-56.0,,,-52.0,-85.0,-85.0,3
950,,-57.0,-45.0,,,-92.0,-92.0,3
951,-44.0,,,,-67.0,,-79.0,1
952,-53.0,,-50.0,-55.0,-59.0,-86.0,,2
953,-63.0,-58.0,,-67.0,-74.0,,-87.0,0
954,-41.0,,,-37.0,-64.0,-79.0,,1
955,,-54.0,,,-66.0,,-87.0,2
956,,,-53.0,-36.0,-61.0,,,1
957,,,,-38.0,,,-73.0,1
958,,-54.0,-51.0,-53.0,,,-79.0,2
959,-38.0,-59.0,-61.0,,-68.0,,-73.0,1
960,-62.0,-56.0,,-63.0,,,-91.0,0
961,-36.0,,-54.0,-36.0,,,-73.0,1
962,,,,-61.0,-48.0,-83.0,-84.0,3
963,,,-52.0,-52.0,-70.0,,,2
964,,,,-45.0,,-72.0,,1
965,-55.0,,-45.0,-62.0,,,-85.0,3
966,,-57.0,,,,-74.0,,1
967,,,,-51.0,-72.0,,,1
968,,,,,-77.0,-91.0,,0
969,-63.0,,-60.0,,-76.0,-85.0,,0
970,,-54.0,-52.0,-59.0,-44.0,-86.0,,3
971,,,-59.0,,-77.0,,,1
972,,-64.0,-53.0,-52.0,,,-78.0,2
973,,-57.0,,-44.0,,-86.0,-77.0,1
974,-58.0,-56.0,-46.0,,,,-87.0,3
975,,,,-35.0,,,,1
976,,,-61.0,-66.0,-75.0,-87.0,-86.0,0
977,,,,,,-84.0,,3
978,-51.0,,-58.0,-49.0,-60.0,-84.0,,2
979,-51.0,-55.0,-54.0,-49.0,-60.0,,-84.0,2
980,,-59.0,,-63.0,-74.0,-87.0,-87.0,0
981,,,,,-59.0,,,2
982,-59.0,-54.0,-63.0,,-75.0,,,0
983,-62.0,-58.0,,-59.0,,-80.0,-77.0,0
984,,,-57.0,-41.0,-63.0,,,1
985,-53.0,-47.0,,,,-83.0,-84.0,2
986,-36.0,-57.0,,-37.0,,-77.0,-72.0,1
987,-66.0,-60.0,-65.0,-62.0,-70.0,-85.0,,0
988,,-59.0,,,,-88.0,-87.0,3
989,,,-52.0,-44.0,,,,2
990,-51.0,,-50.0,,-62.0,,,2
991,-51.0,,,,,-76.0,,2
992,-49.0,,-48.0,,,-78.0,,2
993,-38.0,,,-45.0,,,,1
994,-64.0,,-52.0,,,,,3
995,-40.0,,,-39.0,,-71.0,,1
996,,,,,-67.0,-80.0,,1
997,,,-58.0,-37.0,,,,1
998,,-50.0,-49.0,,,,,1
999,-56.0,-53.0,-43.0,-61.0,,-80.0,,3
1000,,-52.0,-51.0,,-64.0,,-89.0,2
1001,-60.0,,-57.0,-68.0,-50.0,,-87.0,3
1002,,-56.0,-56.0,-66.0,-49.0,,,3
1003,,-61.0,,-49.0,,,,2
1004,-58.0,-54.0,,-60.0,-55.0,,,3
1005,-51.0,-52.0,-52.0,,-68.0,-79.0,-87.0,2
1006,,-50.0,-61.0,,-64.0,-85.0,-91.0,0
1007,-57.0,-49.0,,,-50.0,-84.0,,3
1008,-57.0,-57.0,,-59.0,-49.0,-88.0,-88.0,3
1009,,,,,,-86.0,,0
1010,-59.0,,-57.0,-59.0,,-87.0,,3
1011,-56.0,-51.0,-47.0,-51.0,-71.0,-79.0,-75.0,2
1012,-53.0,,-59.0,,-62.0,-81.0,,2
1013,-42.0,-54.0,,-41.0,,-75.0,,1
1014,,,,-36.0,-63.0,,,1
1015,,,-50.0,,,-80.0,,1
1016,-53.0,-55.0,-54.0,-51.0,,-79.0,,2
1017,,-57.0,-53.0,,,,,3
1018,-48.0,,,,,-82.0,-86.0,2
1019,,,-49.0,-41.0,-63.0,,-64.0,1
1020,-67.0,,-52.0,-64.0,,-89.0,-85.0,3
1021,,-55.0,-51.0,-49.0,,,,2
1022,,,-59.0,,,,,0
1023,-62.0,,,-61.0,,-84.0,,0
1024,,-54.0,-53.0,-50.0,-68.0,-78.0,-85.0,2
1025,,-56.0,-53.0,,,,,1
1026,-51.0,,-51.0,,,-78.0,-89.0,2
1027,-60.0,,,,,-81.0,-82.0,0
1028,-60.0,-58.0,-60.0,-61.0,,,-88.0,0
1029,,,-60.0,,-49.0,,,3
1030,,,-64.0,-68.0,,,-89.0,0
1031,,,-57.0,-65.0,,,-88.0,3
1032,-36.0,,-56.0,,,,,1
1033,,-52.0,-60.0,,-66.0,,,1
1034,-66.0,,-64.0,,-68.0,,-83.0,0
1035,-51.0,-56.0,-51.0,,,,-83.0,2
1036,,-57.0,,,-44.0,,,3
1037,-46.0,-53.0,,-43.0,,-83.0,-78.0,2
1038,,-63.0,,,-70.0,-72.0,-73.0,1
1039,-62.0,-54.0,,,-70.0,,-81.0,0
1040,,-53.0,-49.0,,-71.0,-69.0,,1
1041,-65.0,,,-63.0,,,,3
1042,,,,-43.0,,-64.0,,1
1043,-48.0,,,,-66.0,,-75.0,2
1044,,-59.0,,-64.0,-46.0,,-95.0,3
1045,-66.0,-57.0,,,,,-87.0,3
1046,,,,-62.0,-69.0,,-79.0,0
1047,-60.0,,-56.0,-64.0,-52.0,,-88.0,3
1048,,-56.0,-54.0,-69.0,-75.0,-83.0,,0
1049,-59.0,-52.0,-58.0,-65.0,,,-80.0,0
1050,,-62.0,-59.0,,,-79.0,-81.0,1
1051,,,,-62.0,,-91.0,-88.0,3
1052,,,,,-61.0,,,2
1053,,,,,,,,0
1054,-60.0,,,-56.0,-48.0,-84.0,-86.0,3
1055,,-52.0,-61.0,-61.0,,,,0
1056,-43.0,,,,,-66.0,-69.0,1
1057,,-55.0,-48.0,,-51.0,-81.0,-86.0,3
1058,-65.0,-58.0,,,,,-85.0,0
1059,-51.0,,-52.0,,-63.0,-84.0,,2
1060,-62.0,,,,,,-89.0,0
1061,,,-55.0,,-65.0,,,1
1062,,,,,-64.0,-76.0,-74.0,1
1063,,,,,-52.0,-93.0,,3
1064,,-60.0,-55.0,-49.0,-63.0,,,2
1065,,,,-61.0,-74.0,,,0
1066,-59.0,-57.0,,,,,-84.0,0
1067,,-51.0,,,-47.0,-86.0,-90.0,3
1068,,,-49.0,-60.0,-48.0,,-91.0,3
1069,-40.0,,,,-64.0,-69.0,,1
1070,,-51.0,-50.0,,,-79.0,-78.0,2
1071,,,,,-66.0,-77.0,,2
1072,-57.0,,,,-51.0,,,3
1073,,-52.0,,,-74.0,-71.0,,1
1074,-63.0,-58.0,-58.0,-64.0,-66.0,,,0
1075,,-50.0,,,,-80.0,-81.0,0
1076,-68.0,-57.0,-61.0,-65.0,-71.0,,-85.0,0
1077,-52.0,,,-43.0,-61.0,-86.0,,2
1078,-41.0,-57.0,,-40.0,-66.0,,,1
1079,-27.0,,,-38.0,-62.0,,,1
1080,-52.0,-64.0,-54.0,,,,-78.0,2
1081,,-59.0,,-48.0,-67.0,-79.0,-79.0,2
1082,,,,,-67.0,-75.0,-78.0,0
1083,-41.0,-54.0,-52.0,,-68.0,,,1
1084,,,-49.0,-60.0,,,-87.0,3
1085,-51.0,,,,-60.0,,,2
1086,,,,,,,-81.0,2
1087,-63.0,,,,,-88.0,-88.0,3
1088,-35.0,,-54.0,-35.0,-61.0,,,1
1089,,-56.0,-65.0,,-66.0,,,0
1090,-66.0,-60.0,,,-70.0,,-85.0,0
1091,,,-58.0,-42.0,,-76.0,-78.0,1
1092,-74.0,,-66.0,,-76.0,-89.0,,0
1093,,,-56.0,,,-92.0,,3
1094,-51.0,-55.0,-52.0,,-64.0,-86.0,,2
1095,,-52.0,-59.0,,,-82.0,-80.0,0
1096,,,,,,-73.0,,1
1097,,-52.0,,-63.0,,,,0
1098,,,,,,-77.0,-81.0,0
1099,,,,,,,-85.0,2
1100,,,,,,-88.0,-87.0,3
1101,-39.0,-55.0,-55.0,,,,,1
1102,-37.0,-58.0,,,,-74.0,,1
1103,,,-52.0,,-76.0,-71.0,-66.0,1
1104,-41.0,,,-41.0,-58.0,-80.0,-80.0,1
1105,-37.0,,,-36.0,-58.0,,-75.0,1
1106,,,-45.0,,,,-82.0,3
1107,,,,,,,,0
1108,-45.0,-58.0,-58.0,-40.0,,-86.0,-80.0,1
1109,,-59.0,-53.0,-64.0,,,,3
1110,,-46.0,-53.0,,,-79.0,,2
1111,,,,,,,-64.0,1
1112,,,,-27.0,,,-70.0,1
